Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Троицко-Печорская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494					
1	"Число избирателей, внесенных в список избирателей"	12531	113	858	775	272	152	382	184	395	191	591	305	582	1994	1080	1261	1285	186	693	116	280	287	93	456					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10358	121	890	829	293	167	396	201	416	199	627	314	308	1159	577	800	867	190	722	119	290	303	93	477					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	57	0	0	37	0	0	0	0	6	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6895	70	468	395	155	97	265	100	223	100	281	137	278	1105	537	744	833	119	380	68	163	136	45	196					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	669	30	75	22	21	6	14	12	27	15	15	37	30	54	40	56	34	20	52	8	27	12	3	59					
6	Число погашенных избирательных бюллетеней	2737	21	347	375	117	64	117	89	160	84	317	140	0	0	0	0	0	51	290	43	100	155	45	222					
7	Число избирательных бюллетеней в переносных ящиках для голосования	726	30	75	59	21	6	14	12	33	15	29	37	30	54	40	56	34	20	52	8	27	12	3	59					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6890	70	468	395	155	97	265	100	223	100	281	137	278	1105	537	741	831	119	380	68	163	136	45	196					
9	Число недействительных избирательных бюллетеней	164	0	5	3	4	1	6	0	6	0	5	3	11	15	25	21	39	1	6	2	3	2	0	6					
10	Число действительных избирательных бюллетеней	7452	100	538	451	172	102	273	112	250	115	305	171	297	1144	552	776	826	138	426	74	187	146	48	249					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	478	5	45	30	17	5	15	10	20	8	33	5	25	40	20	50	45	10	40	10	10	10	5	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	355	5	45	26	17	2	2	8	5	4	33	3	14	33	18	23	34	10	40	10	9	10	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	130	4	2	5	4	3	1	1	2	1	4	3	9	23	11	11	18	10	8	2	2	1	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	123	0	0	4	0	3	13	2	15	4	0	2	11	7	2	27	11	0	0	0	1	0	5	16					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	0	0	0	0	0	0	2	0	0	0	0	6	5	2	2	1	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
