Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Тугулымская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019					
1	"Число избирателей, внесенных в список"	18553	2130	2277	515	230	103	377	172	746	73	69	286	160	1158	141	147	214	2321	106	499	142	118	1174	824	1988	436	641	181	206	687	343	89					
2	Число полученных избирательных бюллетеней	18210	2000	2200	500	220	101	350	160	740	75	71	300	165	1150	142	149	210	2300	107	490	144	120	1160	820	1990	430	640	180	200	680	330	86					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8623	940	1030	283	53	62	150	107	352	48	59	163	90	547	101	58	124	1024	38	187	99	90	543	359	956	149	299	73	106	338	156	39					
5	"Число избирательных бюллетеней, выданных вне помещения"	1579	78	107	41	74	8	76	19	68	9	0	41	21	100	13	34	26	156	34	85	13	4	70	67	54	79	62	39	27	102	64	8					
6	Число погашенных избирательных бюллетеней	8008	982	1063	176	93	31	124	34	320	18	12	96	54	503	28	57	60	1120	35	218	32	26	547	394	980	202	279	68	67	240	110	39					
7	Число избирательных бюллетеней в переносных ящиках	1579	78	107	41	74	8	76	19	68	9	0	41	21	100	13	34	26	156	34	85	13	4	70	67	54	79	62	39	27	102	64	8					
8	Число бюллетеней в стационарных ящиках для голосования	8622	940	1030	283	53	62	150	107	352	48	59	163	90	547	101	58	124	1024	38	187	99	90	543	359	955	149	299	73	106	338	156	39					
9	Число недействительных избирательных бюллетеней	132	15	19	5	3	1	5	3	6	2	0	0	0	7	2	0	0	19	0	2	0	0	10	15	10	4	3	0	0	1	0	0					
10	Число действительных избирательных бюллетеней	10069	1003	1118	319	124	69	221	123	414	55	59	204	111	640	112	92	150	1161	72	270	112	94	603	411	999	224	358	112	133	439	220	47					
11	Число полученных открепительных  удостоверений	399	39	46	10	4	4	8	4	16	4	4	6	4	24	4	4	6	50	4	10	4	2	26	16	42	10	14	4	4	16	8	2					
12	Число выданных открепительных удостоверений	120	15	20	0	0	0	0	3	9	0	0	5	4	12	0	0	0	5	0	1	0	0	2	5	21	2	4	1	0	10	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	50	2	1	0	2	1	14	2	3	0	0	0	2	4	0	0	1	3	0	2	0	0	2	2	2	1	3	0	1	0	1	1					
14	Число неиспользованных открепительных удостоверений	279	24	26	10	4	4	8	1	7	4	4	1	0	12	4	4	6	45	4	9	4	2	24	11	21	8	10	3	4	6	7	2					
15	"Число открепительных удостоверений, выданных в ТИК"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
