Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Буденновская городская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270					
1	"Число избирателей, внесенных в список избирателей"	45502	2351	1946	1929	2102	1884	2168	2071	1972	1889	2119	2396	2206	2038	2851	2172	2232	2260	2144	2288	2276	2208					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	45550	2350	1950	1950	2100	1900	2200	2050	2000	1900	2150	2200	2200	2000	3000	2200	2250	2250	2150	2250	2300	2200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19348	1244	732	868	794	768	833	786	805	791	841	826	859	772	2643	799	854	861	797	881	679	915					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1231	8	10	11	20	9	26	27	24	24	54	231	99	53	196	39	44	38	48	93	150	27					
6	Число погашенных избирательных бюллетеней	24971	1098	1208	1071	1286	1123	1341	1237	1171	1085	1255	1143	1242	1175	161	1362	1352	1351	1305	1276	1471	1258					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1230	8	10	11	20	9	26	27	24	24	54	231	98	53	196	39	44	38	48	93	150	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19338	1243	732	867	793	768	833	784	805	788	840	826	859	772	2643	798	854	861	797	881	679	915					
9	Число недействительных избирательных бюллетеней	427	23	22	30	19	21	20	19	28	26	16	24	19	11	20	23	20	13	19	22	18	14					
10	Число действительных избирательных бюллетеней	20141	1228	720	848	794	756	839	792	801	786	878	1033	938	814	2819	814	878	886	826	952	811	928					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	432	58	10	10	15	15	15	15	13	15	15	15	10	10	117	15	18	15	16	18	10	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	386	55	10	10	12	10	12	13	13	11	10	14	7	8	110	12	18	13	14	18	10	6					
