Выборы Президента Российской Федерации																																																																					
Дата голосования: 02.03.2008																																																																					
																																																																					
Наименование Избирательной комиссии:    Курская																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
	Число участковых избирательных комиссий	62																																																																			
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	62																																																																			
																																																																					
		Сумма	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652					
1	"Число избирателей, включенных в списки избирателей"	43805	276	1132	285	424	201	337	481	190	334	426	305	1420	721	1275	725	473	1525	1284	534	1890	2458	587	1743	483	222	566	868	612	1808	318	256	222	524	708	1067	447	136	813	1434	348	364	883	356	209	538	1332	1042	131	420	1246	1049	334	138	221	256	729	535	587	1089	1029	1310	149					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	41171	254	1064	264	387	187	318	454	180	316	397	291	1370	685	1175	697	447	1489	1237	507	1829	2359	534	1553	461	202	533	833	587	1619	296	236	209	483	680	989	426	130	775	1373	331	343	842	358	205	512	1258	986	116	389	1170	990	320	124	206	244	698	496	520	1051	868	1173	145					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	24711	159	692	99	169	92	187	322	90	199	258	180	862	424	709	301	201	921	574	297	1331	1836	383	1110	176	83	213	607	373	1114	176	147	86	250	405	692	266	73	397	706	174	197	590	165	100	226	690	524	58	164	619	589	171	67	58	121	404	234	334	571	566	875	54					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	5221	52	124	103	128	59	58	51	50	55	52	42	38	89	90	125	90	79	256	63	16	11	26	30	132	81	161	62	79	133	43	42	89	123	58	51	54	28	98	175	75	78	61	81	39	108	121	179	29	132	167	138	65	38	106	77	138	131	63	86	130	44	39					
6	Число погашенных избирательных бюллетеней	11239	43	248	62	90	36	73	81	40	62	87	69	470	172	376	271	156	489	407	147	482	512	125	413	153	38	159	164	135	372	77	47	34	110	217	246	106	29	280	492	82	68	191	112	66	178	447	283	29	93	384	263	84	19	42	46	156	131	123	394	172	254	52					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5220	52	124	103	127	59	58	51	50	55	52	42	38	89	90	125	90	79	256	63	16	11	26	30	132	81	161	62	79	133	43	42	89	123	58	51	54	28	98	175	75	78	61	81	39	108	121	179	29	132	167	138	65	38	106	77	138	131	63	86	130	44	39					
8	Число бюллетеней в стационарных ящиках для голосования	24656	159	691	99	169	92	187	322	90	199	258	180	862	424	709	301	201	921	574	297	1330	1836	383	1109	176	83	213	607	373	1114	176	147	86	250	404	641	266	73	397	706	174	197	590	165	100	226	690	524	58	164	619	589	171	67	58	121	404	234	334	571	566	875	54					
9	Число недействительных избирательных бюллетеней	328	0	4	2	1	1	3	8	3	1	4	4	6	10	7	1	0	14	5	3	17	17	10	14	3	3	4	4	3	18	4	4	0	6	6	7	1	0	5	9	1	2	4	5	1	8	9	17	1	5	3	4	2	1	1	2	6	7	4	7	11	14	1					
10	Число действительных избирательных бюллетеней	29548	211	811	200	295	150	242	365	137	253	306	218	894	503	792	425	291	986	825	357	1329	1830	399	1125	305	161	370	665	449	1229	215	185	175	367	456	685	319	101	490	872	248	273	647	241	138	326	802	686	86	291	783	723	234	104	163	196	536	358	393	650	685	905	92					
11	Число полученных открепительных  удостоверений	658	1	20	1	3	1	5	3	1	1	4	5	15	3	12	8	5	35	10	10	70	75	40	50	3	3	5	5	3	20	1	10	1	5	10	15	10	1	5	15	1	3	10	5	0	5	23	25	1	3	10	8	3	1	1	1	6	1	12	16	15	15	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	578	1	14	0	1	0	0	3	0	0	4	4	15	3	12	8	5	28	10	10	70	75	40	50	3	1	3	5	1	17	0	1	1	5	8	14	5	0	5	15	1	3	7	4	0	5	22	25	0	3	10	8	0	0	0	0	4	1	12	12	8	15	1					
