Выборы Президента Российской Федерации																																																																							
Дата голосования: 04.03.2012																																																																							
																																																																							
Наименование Избирательной комиссии:    Курская																																																																							
																																																																							
Сводная таблица итогов голосования																																																																							
																																																																							
	Число участковых избирательных комиссий	60																																																																					
	Число участковых избирательных комиссий, приступивших к передаче сведений	60																																																																					
																																																																							
		Сумма	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622									
1	Число избирателей, включенных в список избирателей	43663	277	1164	286	447	368	122	199	340	458	169	623	421	1409	761	1258	765	472	1588	1342	465	1644	2340	677	1604	457	279	496	875	605	1899	322	299	791	953	463	471	119	826	1499	385	355	924	195	476	361	195	520	1328	1031	154	428	1259	1072	709	522	591	1106	1008	1337	154									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	40525	250	1050	250	400	350	100	150	300	450	150	600	400	1350	700	1200	750	450	1500	1300	450	1600	2000	600	1500	400	250	450	850	600	1750	300	250	750	850	400	450	100	800	1400	350	350	900	150	450	350	150	500	1250	950	140	400	1200	1000	650	450	550	1050	850	1250	135									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	22982	137	605	79	153	133	62	87	184	251	66	312	212	920	398	748	379	206	988	547	277	1069	1683	422	1084	175	38	186	559	287	1180	180	158	353	498	157	262	63	405	801	163	178	446	60	182	130	89	191	626	585	45	166	611	517	309	205	316	548	450	801	60									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4713	45	83	55	107	97	24	59	59	53	50	91	49	46	89	100	124	92	80	192	18	13	7	37	4	104	157	119	47	108	97	59	57	69	30	169	46	27	76	143	83	58	121	67	98	95	46	91	123	152	48	107	136	102	102	121	41	74	107	31	28									
6	Число погашенных избирательных бюллетеней	12830	68	362	116	140	120	14	4	57	146	34	197	139	384	213	352	247	152	432	561	155	518	310	141	412	121	55	145	244	205	473	61	35	328	322	74	142	10	319	456	104	114	333	23	170	125	15	218	501	213	47	127	453	381	239	124	193	428	293	418	47									
