Выборы Президента Российской Федерации																																																																					
																																																																					
Наименование Избирательной комиссии:    Курская																																																																					
																																																																					
Итоги голосования 																																																																					
																																																																					
		Сумма	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651					
1	"Число избирателей, внесенных в список"	44039	338	1145	323	465	220	343	512	202	343	441	285	2078	1376	687	488	1633	1259	554	1638	2278	497	1831	437	471	489	924	655	238	545	1642	336	242	444	169	813	931	786	1417	247	387	1044	418	253	537	1358	973	163	359	192	1279	1048	363	151	227	278	796	606	513	1004	945	1238	185					
2	Число полученных избирательных бюллетеней	39352	297	1002	291	413	194	301	458	180	317	399	264	1836	1248	630	440	1492	1126	478	1432	2091	431	1553	398	419	446	833	577	215	489	1479	299	212	392	149	729	833	713	1282	278	347	915	370	225	483	1229	860	157	312	162	1130	947	321	135	204	252	712	553	466	872	823	1094	167					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	23273	186	544	101	188	110	134	251	97	174	209	178	914	635	274	206	777	677	328	987	1558	337	1101	186	231	212	594	390	121	316	964	156	126	275	104	484	536	379	691	191	205	676	177	137	264	665	529	78	152	82	675	541	209	81	113	172	368	237	252	489	536	633	80					
5	"Число избирательных бюллетеней, выданных вне помещения"	4588	69	102	76	102	51	99	27	37	38	63	27	128	129	84	61	88	158	72	11	43	7	16	97	66	73	42	18	71	95	113	48	47	62	30	49	38	64	100	56	70	81	97	63	129	187	141	58	115	52	134	126	57	32	72	62	144	134	37	83	53	55	49					
6	Число погашенных избирательных бюллетеней	11491	42	356	114	123	33	68	180	46	105	127	59	794	484	272	173	627	291	78	434	490	87	436	115	122	161	197	169	23	78	402	95	39	55	15	196	259	270	491	31	72	158	96	25	90	377	190	21	45	28	321	280	55	22	19	18	200	182	177	300	234	406	38					
7	Число избирательных бюллетеней в переносных ящиках	4588	69	102	76	102	51	99	27	37	38	63	27	128	129	84	61	88	158	72	11	43	7	16	97	66	73	42	18	71	95	113	48	47	62	30	49	38	64	100	56	70	81	97	63	129	187	141	58	115	52	134	126	57	32	72	62	144	134	37	83	53	55	49					
8	Число бюллетеней в стационарных ящиках для голосования	23270	186	544	101	188	110	134	251	97	174	209	178	914	635	274	206	777	677	328	987	1558	337	1101	186	231	212	594	390	121	316	964	156	126	275	104	484	536	379	691	191	205	676	177	137	264	665	527	78	152	82	675	541	208	81	113	172	368	237	252	489	536	633	80					
9	Число недействительных избирательных бюллетеней	313	4	10	3	4	1	1	7	10	1	4	5	10	11	2	2	6	13	8	2	6	3	0	3	3	7	11	5	1	2	6	4	2	8	2	11	7	1	10	1	4	3	5	4	4	8	20	2	0	0	4	10	9	2	1	0	6	4	2	9	1	15	3					
10	Число действительных избирательных бюллетеней	27545	251	636	174	286	160	232	271	124	211	268	200	1032	753	356	265	859	822	392	996	1595	341	1117	280	294	278	625	403	191	409	1071	200	171	329	132	522	567	442	781	246	271	754	269	196	389	844	648	134	267	134	805	657	256	111	184	234	506	367	287	563	588	673	126					
