Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																							
Дата голосования: 04.12.2011																							
																							
Наименование Избирательной комиссии:    Ульяновская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679					
1	"Число избирателей, внесенных в список избирателей"	5843	712	299	212	81	133	96	751	132	270	95	95	86	99	137	635	2010					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6160	760	340	220	80	145	105	790	130	270	100	100	85	120	145	670	2100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3375	449	188	121	40	77	79	481	99	134	71	58	27	49	60	225	1217					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	992	71	64	46	20	36	10	136	10	106	18	11	16	20	68	202	158					
6	Число погашенных избирательных бюллетеней	1793	240	88	53	20	32	16	173	21	30	11	31	42	51	17	243	725					
7	Число избирательных бюллетеней в переносных ящиках для голосования	992	71	64	46	20	36	10	136	10	106	18	11	16	20	68	202	158					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3375	449	188	121	40	77	79	481	99	134	71	58	27	49	60	225	1217					
9	Число недействительных избирательных бюллетеней	50	10	0	2	0	0	1	10	0	1	0	0	1	1	2	4	18					
10	Число действительных избирательных бюллетеней	4317	510	252	165	60	113	88	607	109	239	89	69	42	68	126	423	1357					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	388	40	40	13	5	15	10	66	5	5	8	8	5	20	10	41	97					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	388	40	40	13	5	15	10	66	5	5	8	8	5	20	10	41	97					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	155	11	7	8	7	4	5	22	5	8	2	2	5	2	4	14	49					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	0	0	0	0	0	0	8	0	0	0	3	0	0	0	3	8					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	406	31	15	18	5	5	9	64	7	18	7	4	0	4	11	36	172					
		9.30%	5.96%	5.95%	10.78%	8.33%	4.42%	10.11%	10.37%	6.42%	7.50%	7.87%	5.80%	0.00%	5.80%	8.59%	8.43%	12.51%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	495	30	23	30	11	12	12	83	8	32	10	11	6	16	18	49	144					
		11.34%	5.77%	9.13%	17.96%	18.33%	10.62%	13.48%	13.45%	7.34%	13.33%	11.24%	15.94%	13.95%	23.19%	14.06%	11.48%	10.47%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	35	2	3	3	1	2	0	6	1	3	0	0	0	0	1	2	11					
		0.80%	0.38%	1.19%	1.80%	1.67%	1.77%	0.00%	0.97%	0.92%	1.25%	0.00%	0.00%	0.00%	0.00%	0.78%	0.47%	0.80%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	753	66	31	28	5	8	12	117	11	36	20	11	9	14	18	90	277					
		17.24%	12.69%	12.30%	16.77%	8.33%	7.08%	13.48%	18.96%	10.09%	15.00%	22.47%	15.94%	20.93%	20.29%	14.06%	21.08%	20.15%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	40	2	3	5	0	0	0	8	0	1	0	2	0	0	0	2	17					
		0.92%	0.38%	1.19%	2.99%	0.00%	0.00%	0.00%	1.30%	0.00%	0.42%	0.00%	2.90%	0.00%	0.00%	0.00%	0.47%	1.24%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2578	378	177	81	38	86	55	328	82	149	52	40	27	34	76	244	731					
		59.03%	72.69%	70.24%	48.50%	63.33%	76.11%	61.80%	53.16%	75.23%	62.08%	58.43%	57.97%	62.79%	49.28%	59.38%	57.14%	53.16%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	10	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0	5					
		0.23%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	1.45%	0.00%	0.00%	1.56%	0.00%	0.36%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
