Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Ульяновская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676					
1	"Число избирателей, внесенных в списки избирателей"	6096	43	99	119	161	114	113	94	246	147	144	115	698	2549	300	682	120	108	244					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6000	44	100	115	150	115	105	85	240	150	140	108	720	2500	295	660	120	100	253					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3387	36	79	71	110	35	51	61	108	74	71	72	438	1404	127	438	56	38	118					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	885	5	9	17	11	66	18	13	55	36	35	25	39	310	111	32	8	26	69					
6	Число погашенных избирательных бюллетеней	1728	3	12	27	29	14	36	11	77	40	34	11	243	786	57	190	56	36	66					
7	Число избирательных бюллетеней в переносных ящиках для голосования	885	5	9	17	11	66	18	13	55	36	35	25	39	310	111	32	8	26	69					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3387	36	79	71	110	35	51	61	108	74	71	72	438	1404	127	438	56	38	118					
9	Число недействительных избирательных бюллетеней	16	0	1	1	3	0	0	0	0	1	1	0	1	6	0	2	0	0	0					
10	Число действительных избирательных бюллетеней	4256	41	87	87	118	101	69	74	163	109	105	97	476	1708	238	468	64	64	187					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	85	1	0	2	2	1	1	0	1	3	0	0	19	44	0	5	2	3	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	75	1	0	2	0	1	1	0	1	2	0	0	19	44	0	0	2	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	75	3	2	1	1	0	1	3	3	2	2	2	17	14	2	16	2	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	10	0	0	0	2	0	0	0	0	1	0	0	0	0	0	5	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	0	0	1	1	2	5	0	2	2	2	0	3	4	0	0	0	1	2					
