Выборы Президента Российской Федерации																																																																																														
Дата голосования: 18.03.2018																																																																																														
																																																																																														
"Наименование Избирательной комиссии:    Новосибирск, Октябрьская"																																																																																														
																																																																																														
Сводная таблица итогов голосования																																																																																														
																																																																																														
	Число участковых избирательных комиссий	83																																																																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	83																																																																																												
																																																																																														
		Сумма	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1896	УИК №2022	УИК №2039									
1	"Число избирателей, включенных в список избирателей"	172596	2201	1420	2088	2093	2554	2966	2468	2218	1840	2722	2630	2187	2385	2054	1968	2341	1545	1814	2496	2009	2172	2468	1595	2333	2643	2752	1005	2323	1986	2035	1681	1175	3295	2251	2159	2231	2067	2140	1932	1979	2133	2478	1716	2243	1416	2010	1503	2336	2322	1886	1844	2007	1485	1610	1977	1922	2031	1889	2076	2323	2395	1975	1460	2243	2693	2621	1603	2309	2395	2315	948	2183	2015	2000	2011	1514	1696	2421	1181	2959	2950	2933	348									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	155554	1900	1200	1900	1900	2300	2600	2300	1700	1700	2500	2400	2000	2100	1900	1800	2000	1400	1700	2200	2000	2000	2200	1300	2100	2300	2500	800	2100	2000	2000	1500	1100	3100	2100	2000	2000	2000	2000	1800	1800	2000	2300	1600	2100	1200	1800	1200	2200	2200	1800	1700	1750	1200	1400	1700	1800	1900	1800	1900	2200	2200	1800	1300	2000	2500	2400	1400	1900	2000	2100	800	2000	1900	1900	1800	1300	1500	2100	1200	2300	2700	2200	304									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	97090	1435	772	1113	1049	1346	1637	1392	1439	783	1314	1546	1191	1512	1190	1180	1351	962	1084	1423	1848	1370	1574	957	1464	1655	1510	596	1120	1144	1234	763	549	1912	1379	1117	1248	1243	1162	1031	896	1039	1114	807	1257	883	1107	873	1074	1056	924	1055	1172	772	972	1189	1283	1109	1094	1189	1327	1358	1235	818	1091	1401	1484	753	1214	1304	1206	625	1250	1141	1188	1243	954	899	1309	741	1635	1572	1730	152									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2136	27	6	35	32	22	42	33	9	24	46	20	24	14	19	19	15	6	9	16	7	27	17	0	19	6	9	3	15	38	19	10	10	33	35	31	58	42	42	44	31	30	30	22	15	20	41	21	37	49	44	45	54	22	11	24	9	32	42	13	20	12	11	9	17	25	13	25	9	7	5	10	26	62	35	20	10	40	9	9	100	24	13	150									
6	Число погашенных избирательных бюллетеней	56329	438	422	752	819	932	921	875	252	893	1140	834	785	574	691	601	634	432	607	761	145	603	609	343	617	639	981	201	965	818	746	727	541	1155	686	852	694	715	796	725	873	931	1156	771	828	297	652	306	1089	1095	832	600	524	406	417	487	508	759	664	698	853	830	554	473	892	1074	903	622	677	689	889	165	726	697	677	537	336	561	782	450	565	1104	457	2									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2136	27	6	35	32	22	42	33	9	24	46	20	24	14	19	19	15	6	9	16	7	27	17	0	19	6	9	3	15	38	19	10	10	33	35	31	58	42	42	44	31	30	30	22	15	20	41	21	37	49	44	45	54	22	11	24	9	32	42	13	20	12	11	9	17	25	13	25	9	7	5	10	26	62	35	20	10	40	9	9	100	24	13	150									
8	Число бюллетеней в стационарных ящиках для голосования	97047	1435	772	1112	1049	1346	1637	1392	1439	783	1314	1546	1191	1512	1190	1180	1351	962	1083	1407	1848	1370	1574	957	1464	1655	1510	596	1120	1143	1234	763	549	1912	1378	1117	1248	1243	1162	1030	896	1038	1114	807	1255	882	1107	872	1074	1056	924	1055	1171	772	972	1188	1283	1109	1094	1189	1326	1358	1235	818	1091	1394	1484	753	1214	1304	1206	625	1250	1141	1188	1242	954	894	1308	741	1635	1572	1730	152									
9	Число недействительных избирательных бюллетеней	1025	18	4	16	9	9	16	19	14	6	10	8	13	11	15	8	14	18	12	16	18	10	13	9	14	10	12	7	20	13	11	6	6	42	10	14	15	12	11	9	6	9	12	8	4	11	15	6	20	13	13	10	12	12	12	8	18	6	7	18	18	12	23	9	3	14	16	9	14	15	16	7	14	7	19	8	6	7	18	6	18	17	29	2									
10	Число действительных избирательных бюллетеней	98158	1444	774	1131	1072	1359	1663	1406	1434	801	1350	1558	1202	1515	1194	1191	1352	950	1080	1407	1837	1387	1578	948	1469	1651	1507	592	1115	1168	1242	767	553	1903	1403	1134	1291	1273	1193	1065	921	1059	1132	821	1266	891	1133	887	1091	1092	955	1090	1213	782	971	1204	1274	1135	1129	1184	1328	1358	1223	818	1105	1405	1481	769	1209	1296	1195	628	1262	1196	1204	1254	958	927	1299	744	1717	1579	1714	300									
11	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0									
																																																																																														
13	Бабурин Сергей Николаевич	692	19	5	7	9	3	11	11	13	4	7	10	6	10	12	9	8	4	10	6	5	14	7	5	13	17	11	7	6	10	8	1	5	13	11	1	11	14	9	10	5	8	10	2	7	9	7	11	1	3	8	11	14	13	9	15	6	10	13	6	14	11	12	10	6	6	10	4	6	5	5	2	10	10	10	7	8	5	4	1	16	6	13	1									
		0.70%	1.30%	0.64%	0.61%	0.83%	0.22%	0.66%	0.77%	0.90%	0.50%	0.51%	0.64%	0.49%	0.66%	0.99%	0.75%	0.59%	0.41%	0.92%	0.42%	0.27%	1.00%	0.44%	0.52%	0.88%	1.02%	0.72%	1.17%	0.53%	0.85%	0.64%	0.13%	0.89%	0.67%	0.78%	0.09%	0.84%	1.09%	0.75%	0.93%	0.54%	0.75%	0.87%	0.24%	0.55%	0.99%	0.61%	1.23%	0.09%	0.27%	0.83%	1.00%	1.14%	1.64%	0.92%	1.24%	0.46%	0.88%	1.14%	0.50%	1.04%	0.80%	0.96%	1.21%	0.54%	0.42%	0.67%	0.51%	0.49%	0.38%	0.41%	0.31%	0.78%	0.83%	0.82%	0.55%	0.83%	0.54%	0.30%	0.13%	0.92%	0.38%	0.75%	0.33%									
14	Грудинин Павел Николаевич	17583	244	155	197	204	249	322	260	258	139	262	325	230	291	221	206	243	203	234	267	225	269	273	182	260	327	267	128	170	219	191	123	96	374	247	191	218	216	223	200	146	162	173	149	192	148	218	183	185	183	160	181	232	133	218	229	237	199	181	231	222	219	220	166	198	245	277	121	213	248	231	101	190	201	182	216	166	147	256	133	316	303	331	32									
		17.73%	16.69%	19.92%	17.18%	18.87%	18.20%	19.18%	18.25%	17.82%	17.22%	19.26%	20.75%	18.93%	19.07%	18.28%	17.18%	17.79%	20.97%	21.43%	18.76%	12.13%	19.26%	17.16%	19.02%	17.53%	19.69%	17.58%	21.37%	14.98%	18.54%	15.24%	15.91%	17.17%	19.23%	17.48%	16.64%	16.69%	16.81%	18.52%	18.62%	15.75%	15.17%	15.12%	17.97%	15.12%	16.41%	18.99%	20.49%	16.65%	16.56%	16.53%	16.45%	18.94%	16.75%	22.18%	18.89%	18.34%	17.44%	15.93%	19.22%	16.49%	15.99%	17.66%	20.07%	17.87%	17.27%	18.50%	15.55%	17.42%	18.92%	19.08%	15.91%	14.89%	16.71%	14.88%	17.12%	17.22%	15.74%	19.44%	17.73%	18.21%	18.98%	18.99%	10.60%									
15	Жириновский Владимир Вольфович	4798	58	25	62	59	77	72	79	53	54	53	47	61	60	41	59	52	40	54	60	62	75	59	33	48	52	67	19	48	49	57	42	29	86	57	78	67	67	56	50	74	79	61	39	57	43	46	29	59	57	62	47	55	50	55	53	78	72	55	73	52	82	69	33	48	76	67	41	86	56	54	44	78	57	64	64	47	55	68	46	116	73	88	23									
		4.84%	3.97%	3.21%	5.41%	5.46%	5.63%	4.29%	5.54%	3.66%	6.69%	3.90%	3.00%	5.02%	3.93%	3.39%	4.92%	3.81%	4.13%	4.95%	4.22%	3.34%	5.37%	3.71%	3.45%	3.24%	3.13%	4.41%	3.17%	4.23%	4.15%	4.55%	5.43%	5.19%	4.42%	4.03%	6.79%	5.13%	5.21%	4.65%	4.66%	7.98%	7.40%	5.33%	4.70%	4.49%	4.77%	4.01%	3.25%	5.31%	5.16%	6.40%	4.27%	4.49%	6.30%	5.60%	4.37%	6.04%	6.31%	4.84%	6.07%	3.86%	5.99%	5.54%	3.99%	4.33%	5.36%	4.48%	5.27%	7.03%	4.27%	4.46%	6.93%	6.11%	4.74%	5.23%	5.07%	4.88%	5.89%	5.16%	6.13%	6.69%	4.57%	5.05%	7.62%									
16	Путин Владимир Владимирович	69863	998	494	816	747	931	1164	973	993	579	974	1068	858	1068	863	853	989	619	712	997	1502	972	1172	631	1044	1119	1039	399	831	841	940	584	398	1228	1036	814	928	916	857	761	675	768	849	605	946	630	783	600	815	804	711	792	828	558	634	851	877	788	829	817	976	979	870	575	801	1029	1057	570	864	906	850	470	919	854	899	900	681	657	905	536	1169	1095	1199	234									
		70.44%	68.26%	63.50%	71.14%	69.10%	68.06%	69.33%	68.28%	68.58%	71.75%	71.62%	68.20%	70.62%	69.99%	71.38%	71.14%	72.40%	63.95%	65.20%	70.06%	80.97%	69.58%	73.66%	65.94%	70.40%	67.37%	68.40%	66.61%	73.22%	71.21%	75.02%	75.55%	71.20%	63.14%	73.32%	70.91%	71.06%	71.28%	71.18%	70.86%	72.82%	71.91%	74.21%	72.98%	74.49%	69.84%	68.21%	67.19%	73.36%	72.76%	73.45%	72.00%	67.59%	70.28%	64.50%	70.21%	67.88%	69.06%	72.98%	67.97%	72.51%	71.46%	69.82%	69.53%	72.29%	72.52%	70.61%	73.26%	70.65%	69.11%	70.19%	74.02%	72.02%	70.99%	73.51%	71.32%	70.64%	70.34%	68.72%	71.47%	67.38%	68.61%	68.79%	77.48%									
17	Собчак Ксения Анатольевна	2270	50	36	22	23	50	42	39	67	9	24	44	23	40	17	21	26	45	26	31	26	29	31	43	51	53	63	27	27	23	14	4	11	98	16	17	19	20	19	18	7	17	15	12	19	25	35	29	20	23	6	20	32	14	27	29	36	19	23	22	27	28	28	12	28	17	33	16	18	39	22	7	15	20	15	30	25	23	36	17	46	43	47	4									
		2.29%	3.42%	4.63%	1.92%	2.13%	3.65%	2.50%	2.74%	4.63%	1.12%	1.76%	2.81%	1.89%	2.62%	1.41%	1.75%	1.90%	4.65%	2.38%	2.18%	1.40%	2.08%	1.95%	4.49%	3.44%	3.19%	4.15%	4.51%	2.38%	1.95%	1.12%	0.52%	1.97%	5.04%	1.13%	1.48%	1.45%	1.56%	1.58%	1.68%	0.76%	1.59%	1.31%	1.45%	1.50%	2.77%	3.05%	3.25%	1.80%	2.08%	0.62%	1.82%	2.61%	1.76%	2.75%	2.39%	2.79%	1.67%	2.02%	1.83%	2.01%	2.04%	2.25%	1.45%	2.53%	1.20%	2.20%	2.06%	1.47%	2.97%	1.82%	1.10%	1.18%	1.66%	1.23%	2.38%	2.59%	2.46%	2.73%	2.27%	2.65%	2.69%	2.70%	1.32%									
18	Сурайкин Максим Александрович	599	12	5	4	5	8	6	9	6	5	3	7	6	9	17	9	7	6	11	9	5	7	6	2	4	8	10	4	8	7	6	3	3	15	9	13	11	9	8	7	5	7	8	5	13	9	8	3	5	10	3	10	12	4	4	2	10	11	7	11	6	9	5	6	5	8	4	9	6	9	9	2	7	13	4	7	5	7	10	0	11	12	6	3									
		0.60%	0.82%	0.64%	0.35%	0.46%	0.58%	0.36%	0.63%	0.41%	0.62%	0.22%	0.45%	0.49%	0.59%	1.41%	0.75%	0.51%	0.62%	1.01%	0.63%	0.27%	0.50%	0.38%	0.21%	0.27%	0.48%	0.66%	0.67%	0.70%	0.59%	0.48%	0.39%	0.54%	0.77%	0.64%	1.13%	0.84%	0.70%	0.66%	0.65%	0.54%	0.66%	0.70%	0.60%	1.02%	0.99%	0.70%	0.34%	0.45%	0.90%	0.31%	0.91%	0.98%	0.50%	0.41%	0.17%	0.77%	0.96%	0.62%	0.92%	0.45%	0.66%	0.40%	0.73%	0.45%	0.56%	0.27%	1.16%	0.49%	0.69%	0.74%	0.31%	0.55%	1.08%	0.33%	0.55%	0.52%	0.75%	0.76%	0.00%	0.63%	0.75%	0.34%	0.99%									
