Выборы Президента Российской Федерации																																																																																									
Дата голосования: 04.03.2012																																																																																									
																																																																																									
Наименование Избирательной комиссии:    Новосибирск, Октябрьская 																																																																																									
																																																																																									
Сводная таблица итогов голосования																																																																																									
																																																																																									
	Число участковых избирательных комиссий	78																																																																																							
	Число участковых избирательных комиссий, приступивших к передаче сведений	78																																																																																							
																																																																																									
		Сумма	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914									
1	Число избирателей, включенных в список избирателей	159993	509	2700	2967	1993	2289	2536	2641	2454	2341	1557	1471	1549	1588	2138	2124	1581	2978	2960	1295	2200	954	2278	2720	2286	2541	2287	2108	2569	2377	2217	2193	2486	1786	2037	2394	2270	2317	2288	2312	2034	1972	2392	1423	1496	2047	1930	2515	2043	2105	2017	2189	1697	1920	1687	2051	1868	2319	2207	2048	1923	1507	1779	2344	2522	1988	1873	1496	2607	2642	2549	1892	378	925	2424	2778	1868	1119	1128									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	144240	440	2500	2600	2100	2000	2300	2400	2200	2000	1400	1400	1400	1500	2000	1900	1400	2700	2700	1200	2000	900	2000	2400	2000	2400	2100	2000	2300	2100	2000	2000	2200	1600	1800	2200	2000	2000	2000	2000	1800	1800	2200	1300	1300	1800	1900	2400	1900	2000	1900	2000	1500	1500	1500	1900	1600	2100	2000	1900	1700	1300	1500	2100	2300	1800	1700	1300	2300	2400	2200	1400	400	900	2200	2500	1800	1000	1000									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	95640	401	1189	2015	1897	1340	1328	1674	1409	1404	693	474	998	999	1066	1385	893	1848	1858	740	1494	588	1507	1174	1199	1278	1551	1435	1432	1022	1389	1387	1522	914	735	1547	1251	1410	1487	1411	1165	967	1504	916	924	1203	1094	1417	1336	1421	1160	1319	986	1192	1068	981	1136	1393	1317	1275	1262	996	1112	1469	1515	1268	1238	910	1633	1625	1535	1203	342	568	1190	1375	1614	785	882									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2733	0	44	39	96	33	51	46	32	26	46	25	16	23	1	24	14	23	31	11	44	2	17	59	53	61	18	19	40	26	45	24	21	22	22	52	37	65	67	72	74	27	32	28	31	35	141	25	28	19	53	39	57	28	21	69	38	33	50	59	31	31	47	22	32	14	8	16	25	34	17	28	25	22	83	63	0	1	0									
6	Число погашенных избирательных бюллетеней	45867	39	1267	546	107	627	921	680	759	570	661	901	386	478	933	491	493	829	811	449	462	310	476	1167	748	1061	531	546	828	1052	566	589	657	664	1043	601	712	525	446	517	561	806	664	356	345	562	665	958	536	560	687	642	457	280	411	850	426	674	633	566	407	273	341	609	753	518	454	374	642	741	648	169	33	310	927	1062	186	214	118									
