Выборы Президента Российской Федерации																																																																													
Дата голосования: 02.03.2008																																																																													
																																																																													
"Наименование Избирательной комиссии:    Новосибирск, Октябрьская"																																																																													
																																																																													
Сводная таблица результатов выборов																																																																													
																																																																													
	Число участковых избирательных комиссий	70																																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	70																																																																											
																																																																													
		Сумма	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905					
1	"Число избирателей, включенных в списки избирателей"	143932	2699	1788	2435	2413	2174	1925	2267	2212	2836	2516	2018	2380	1522	1634	1736	2211	2264	2491	2055	2429	2181	2059	2081	2023	1719	1440	1457	1977	1945	2358	2275	1972	2912	2363	2589	2628	2994	2501	1653	1460	1571	470	908	1149	506	2041	2360	1873	2341	1724	1837	2634	2389	2313	2675	2796	2600	2000	1846	2887	2211	1993	2482	1854	1373	1420	1948	462	1985	2692					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	113870	2100	1250	1850	1900	1700	1750	1800	1750	2150	2000	1600	1900	1200	1250	1300	1700	1800	1950	1700	1700	1700	1700	1650	1600	1300	1050	1150	1550	1550	1900	1800	1550	2300	1900	1950	2050	2850	2200	1150	1400	1250	550	750	850	350	1550	1900	1450	1700	1350	1450	2150	1900	1800	2200	2150	2050	1450	1450	2300	1800	1600	1850	1400	1050	1050	1550	470	1550	2300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	81922	1174	1036	1086	1237	1431	1557	1168	1182	1749	1290	1145	1148	862	911	1187	1180	1227	1297	1221	1411	1260	1319	1087	1107	815	893	1002	880	1077	1336	1242	1107	1792	1293	1528	1454	1572	1483	1065	860	1098	370	605	596	307	1265	1431	1114	1388	817	939	1478	1116	1191	1716	1266	1588	1060	991	1745	1253	1070	1341	977	795	819	1060	462	1093	2300					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	5322	236	83	161	113	58	193	64	117	80	43	33	31	28	26	4	60	38	58	259	139	54	17	72	83	156	32	37	81	72	60	91	83	52	120	50	44	47	18	28	33	17	79	108	40	9	70	29	57	68	43	65	59	93	92	75	275	98	122	140	111	122	148	117	78	33	37	51	0	32	0					
6	Число погашенных избирательных бюллетеней	26626	690	131	603	550	211	0	568	451	321	667	422	721	310	313	109	460	535	595	220	150	386	364	491	410	329	125	111	589	401	504	467	360	456	487	372	552	1231	699	57	507	135	101	37	214	34	215	440	279	244	490	446	613	691	517	409	609	364	268	319	444	425	382	392	345	222	194	439	8	425	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5322	236	83	161	113	58	193	64	117	80	43	33	31	28	26	4	60	38	58	259	139	54	17	72	83	156	32	37	81	72	60	91	83	52	120	50	44	47	18	28	33	17	79	108	40	9	70	29	57	68	43	65	59	93	92	75	275	98	122	140	111	122	148	117	78	33	37	51	0	32	0					
8	Число бюллетеней в стационарных ящиках для голосования	81838	1174	1035	1086	1237	1430	1556	1168	1182	1749	1290	1142	1148	858	911	1187	1179	1227	1296	1219	1411	1260	1319	1087	1104	814	887	1000	880	1077	1331	1242	1100	1792	1292	1523	1452	1568	1483	1065	854	1096	370	605	595	307	1265	1431	1112	1388	817	939	1465	1116	1190	1715	1266	1586	1059	991	1745	1249	1070	1341	977	795	819	1060	461	1093	2300					
9	Число недействительных избирательных бюллетеней	1347	18	12	16	25	20	33	28	12	26	26	11	9	15	11	30	21	12	29	23	17	28	27	17	9	14	9	26	13	16	21	24	16	30	25	39	18	27	18	23	11	14	5	9	12	12	25	20	16	33	16	18	14	12	13	36	25	25	12	20	35	13	20	21	16	16	11	23	11	14	25					
10	Число действительных избирательных бюллетеней	85813	1392	1106	1231	1325	1468	1716	1204	1287	1803	1307	1164	1170	871	926	1161	1218	1253	1325	1455	1533	1286	1309	1142	1178	956	910	1011	948	1133	1370	1309	1167	1814	1387	1534	1478	1588	1483	1070	876	1099	444	704	623	304	1310	1440	1153	1423	844	986	1510	1197	1269	1754	1516	1659	1169	1111	1821	1358	1198	1437	1039	812	845	1088	450	1111	2275					
11	Число полученных открепительных  удостоверений	3157	42	53	32	53	45	30	47	43	50	54	64	65	29	28	130	50	52	48	43	38	35	50	40	45	45	25	40	40	46	49	41	43	60	60	53	50	90	85	33	53	28	5	15	40	14	43	65	43	37	20	32	80	46	40	53	66	61	37	43	52	48	38	40	53	20	25	27	0	55	52					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2929	40	47	27	46	40	30	43	43	44	53	52	65	29	28	130	44	46	48	43	38	32	47	34	43	40	21	40	39	36	42	39	38	54	48	52	50	90	85	31	43	23	5	15	33	9	42	61	40	28	20	32	80	45	40	40	62	61	32	35	49	44	36	40	52	19	25	27	0	42	52					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	5096	81	126	94	39	64	62	26	54	104	51	52	28	32	37	86	52	19	28	144	73	94	40	40	30	152	127	146	23	57	32	34	40	42	21	223	91	60	150	445	92	370	17	55	64	93	46	29	31	160	22	24	17	31	26	76	43	48	85	24	34	13	23	100	154	65	67	33	118	25	12					
