Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Анучинская 																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23					
1	"Число избирателей, внесенных в списки избирателей"	10887	2309	1124	392	199	260	111	505	156	192	146	235	78	279	156	414	438	547	809	263	150	178	1217	729					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10200	2160	1000	380	170	250	100	480	140	160	140	240	90	300	150	400	400	500	700	250	150	180	1200	660					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	273	0	0	33	34	42	0	0	0	0	0	0	0	0	50	0	78	0	36	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6958	1334	710	202	112	153	96	347	100	145	116	166	69	209	76	303	254	360	589	224	113	127	705	448					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	532	69	14	14	11	3	2	35	20	7	6	13	9	8	0	12	24	82	37	16	11	20	64	55					
6	Число погашенных избирательных бюллетеней	2437	757	276	131	13	52	2	98	20	8	18	61	12	83	24	85	44	58	38	10	26	33	431	157					
7	Число избирательных бюллетеней в переносных ящиках для голосования	805	69	14	47	45	45	2	35	20	7	6	13	9	8	50	12	102	82	73	16	11	20	64	55					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6958	1334	710	202	112	153	96	347	100	145	116	166	69	209	76	303	254	360	589	224	113	127	705	448					
9	Число недействительных избирательных бюллетеней	70	11	0	3	4	0	0	0	1	0	1	2	0	7	0	6	6	3	8	2	2	1	11	2					
10	Число действительных избирательных бюллетеней	7693	1392	724	246	153	198	98	382	119	152	121	177	78	210	126	309	350	439	654	238	122	146	758	501					
