Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																						
Дата голосования: 07.12.2003 0:00:00																																																						
																																																						
Наименование Избирательной комиссии:    Междуреченская городская																																																						
																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																						
																																																						
		Сумма	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597					
1	"Число избирателей, внесенных в списки"	77829	1618	2351	2597	2704	2720	2407	1097	2303	1611	1660	1858	1622	1619	971	1339	1350	1501	1933	1131	2128	1752	2159	2332	2347	2056	1507	806	1415	107	512	377	459	575	255	1411	557	740	1748	1630	2877	1431	2935	2770	2125	1869	1865	2692					
2	"Число бюллетеней, полученных участковыми комиссиями"	74074	1600	2300	2500	2600	2700	2300	1000	2200	1600	1600	1800	1600	1500	900	1300	1300	1400	1900	1100	2000	1600	2000	2000	2200	2000	1400	700	1300	102	600	350	440	498	184	1300	500	700	1600	1600	2700	1400	2800	2700	2000	1800	1800	2600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	40625	838	1269	1395	1405	1344	1335	661	1279	941	992	1081	944	812	578	754	774	862	989	575	1161	933	1092	1007	1308	1134	686	314	593	44	327	281	407	404	154	634	228	267	635	818	1482	623	1485	1399	1000	951	1049	1381					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1429	15	9	30	56	12	40	18	54	42	17	37	30	13	29	46	17	21	13	22	14	35	27	119	25	14	14	67	50	11	58	66	20	43	13	28	4	20	23	44	13	45	30	22	28	16	12	47					
6	Число погашенных бюллетеней	32020	747	1022	1075	1139	1344	925	321	867	617	591	682	626	675	293	500	509	517	898	503	825	632	881	874	867	852	700	319	657	47	215	3	13	51	17	638	268	413	942	738	1205	732	1285	1279	972	833	739	1172					
7	Число бюллетеней в переносных ящиках для голосования	1429	15	9	30	56	12	40	18	54	42	17	37	30	13	29	46	17	21	13	22	14	35	27	119	25	14	14	67	50	11	58	66	20	43	13	28	4	20	23	44	13	45	30	22	28	16	12	47					
8	Число бюллетеней в стационарных ящиках для голосования	40577	838	1267	1395	1399	1344	1332	660	1279	940	992	1081	944	812	578	754	774	862	989	575	1161	933	1092	1007	1308	1134	686	314	593	44	327	281	407	404	154	634	228	267	635	818	1482	623	1485	1398	1000	917	1049	1381					
9	Число недействительных бюллетеней	384	6	9	20	10	11	5	6	17	9	12	10	12	10	3	3	5	9	9	8	13	2	2	14	12	8	3	0	8	0	2	1	6	1	3	17	4	2	30	6	5	4	14	11	15	9	12	6					
10	Число действительных бюллетеней	41622	847	1267	1405	1445	1345	1367	672	1316	973	997	1108	962	815	604	797	786	874	993	589	1162	966	1117	1112	1321	1140	697	381	635	55	383	346	421	446	164	645	228	285	628	856	1490	664	1501	1409	1013	924	1049	1422					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	801	15	25	25	25	25	25	11	25	15	15	15	15	15	11	15	15	15	25	11	25	15	25	25	25	25	15	5	15	5	5	13	5	5	5	15	5	5	15	15	25	15	25	25	25	25	25	25					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	224	2	11	8	9	4	6	2	7	10	3	7	7	8	4	8	7	1	6	5	4	5	7	5	7	6	4	4	1	0	5	8	1	0	1	5	0	0	0	1	11	0	10	6	3	4	7	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	143	2	3	2	1	3	8	8	5	1	1	1	3	3	0	2	1	1	2	4	3	4	3	2	3	2	2	1	2	0	4	4	0	2	18	2	4	3	3	2	7	4	5	0	0	3	6	3					
14	Число погашенных открепительных удостоверений	577	13	14	17	16	21	19	9	18	5	12	8	8	7	7	7	8	14	19	6	21	10	18	20	18	19	11	1	14	5	0	5	4	5	4	10	5	5	15	14	14	15	15	19	22	21	18	21					
15	Число открепительных удостоверений выданных ТИК	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	"1. ""ЕДИНЕНИЕ"""	549	13	21	18	15	21	15	5	10	15	11	18	6	11	9	17	8	9	14	8	20	19	17	15	16	15	7	7	6	0	4	2	12	12	4	4	5	5	9	14	9	11	20	17	11	15	15	14					
		1.30%	1.52%	1.64%	1.26%	1.03%	1.54%	1.09%	0.73%	0.75%	1.52%	1.09%	1.61%	0.61%	1.33%	1.48%	2.12%	1.01%	1.01%	1.39%	1.34%	1.70%	1.96%	1.51%	1.33%	1.20%	1.30%	1.0%	1.83%	0.93%	0.0%	1.03%	0.57%	2.81%	2.68%	2.39%	0.60%	2.15%	1.74%	1.36%	1.62%	0.60%	1.64%	1.32%	1.19%	1.07%	1.60%	1.41%	0.98%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	576	12	13	11	13	18	21	14	20	13	19	13	15	20	17	8	11	8	12	6	10	8	21	12	12	19	15	4	7	1	5	1	0	2	3	9	4	2	2	7	29	14	29	14	12	8	26	36					
		1.37%	1.40%	1.01%	0.77%	0.89%	1.32%	1.53%	2.06%	1.50%	1.32%	1.88%	1.16%	1.54%	2.42%	2.80%	1.0%	1.39%	0.90%	1.19%	1.00%	0.85%	0.82%	1.87%	1.06%	0.90%	1.65%	2.14%	1.04%	1.08%	1.81%	1.29%	0.28%	0.0%	0.44%	1.79%	1.35%	1.72%	0.69%	0.30%	0.81%	1.93%	2.09%	1.91%	0.98%	1.16%	0.85%	2.45%	2.52%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	789	16	35	27	30	12	33	12	26	27	22	17	17	11	17	8	22	16	16	22	32	18	22	32	24	17	17	8	10	1	2	2	6	5	7	18	4	6	3	6	23	10	26	28	16	17	18	25					
		1.87%	1.87%	2.74%	1.89%	2.06%	0.88%	2.40%	1.76%	1.95%	2.74%	2.18%	1.52%	1.74%	1.33%	2.80%	1.0%	2.78%	1.81%	1.59%	3.68%	2.72%	1.85%	1.96%	2.84%	1.80%	1.48%	2.42%	2.09%	1.55%	1.81%	0.51%	0.57%	1.40%	1.11%	4.19%	2.71%	1.72%	2.09%	0.45%	0.69%	1.53%	1.49%	1.71%	1.97%	1.55%	1.82%	1.69%	1.75%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1174	21	51	40	38	26	59	27	41	29	34	24	37	36	29	20	33	24	19	7	39	20	56	25	40	31	15	5	8	2	2	2	6	2	3	15	1	6	9	14	60	19	54	32	17	20	36	40					
		2.79%	2.46%	3.99%	2.80%	2.61%	1.91%	4.30%	3.98%	3.07%	2.95%	3.36%	2.14%	3.79%	4.36%	4.77%	2.5%	4.17%	2.71%	1.89%	1.17%	3.31%	2.06%	5.00%	2.22%	3.00%	2.70%	2.14%	1.31%	1.24%	3.63%	0.51%	0.57%	1.40%	0.44%	1.79%	2.26%	0.43%	2.09%	1.36%	1.62%	4.01%	2.84%	3.56%	2.25%	1.65%	2.14%	3.39%	2.80%					
22	"5. ""За Русь Святую"""	170	1	3	6	3	3	5	1	8	2	6	3	6	2	3	5	1	5	3	1	9	2	4	3	7	9	4	1	9	0	2	0	0	2	0	0	0	0	11	6	5	6	8	1	4	2	2	6					
		0.40%	0.11%	0.23%	0.42%	0.20%	0.22%	0.36%	0.14%	0.60%	0.20%	0.59%	0.26%	0.61%	0.24%	0.49%	0.62%	0.12%	0.56%	0.29%	0.16%	0.76%	0.20%	0.35%	0.26%	0.52%	0.78%	0.57%	0.26%	1.39%	0.0%	0.51%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	1.67%	0.69%	0.33%	0.89%	0.52%	0.07%	0.38%	0.21%	0.18%	0.42%					
23	"6. ""Объединенная Российская партия ""Русь"""	76	0	2	4	3	1	1	0	2	1	1	2	2	2	4	1	3	1	2	1	4	2	3	4	2	1	1	2	3	0	0	2	0	0	1	0	0	2	0	4	3	0	3	3	3	0	0	0					
