Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Борзинская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431					
1	"Число избирателей, внесенных в список избирателей"	40600	268	295	598	315	115	253	304	661	338	563	347	595	748	557	272	492	726	1850	1900	2035	929	1708	341	2290	801	1570	1257	1156	1334	1118	1003	1421	1482	1382	1546	2642	1988	2538	862					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38515	300	300	550	300	100	250	280	650	360	500	350	550	700	550	260	500	650	1700	2130	2000	900	1700	343	2172	700	1300	1100	1500	1250	1000	850	1250	1350	1250	1600	2450	1250	2770	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18135	161	190	258	135	52	120	252	253	228	356	186	235	335	286	134	336	372	913	1196	919	388	764	130	946	225	543	487	424	495	349	373	498	535	427	541	874	850	2108	261					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1433	25	24	31	11	8	13	0	96	51	26	19	37	50	39	20	20	14	37	26	51	22	28	25	22	40	76	30	24	21	18	13	12	56	20	122	42	0	260	4					
6	Число погашенных избирательных бюллетеней	18947	114	86	261	154	40	117	28	301	81	118	145	278	315	225	106	144	264	750	908	1030	490	908	188	1204	435	681	583	1052	734	633	464	740	759	803	937	1534	400	402	535					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1433	25	24	31	11	8	13	0	96	51	26	19	37	50	39	20	20	14	37	26	51	22	28	25	22	40	76	30	24	21	18	13	12	56	20	122	42	0	260	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18135	161	190	258	135	52	120	252	253	228	356	186	235	335	286	134	336	372	913	1196	919	388	764	130	946	225	543	487	424	495	349	373	498	535	427	541	874	850	2108	261					
9	Число недействительных избирательных бюллетеней	294	5	0	8	4	0	2	1	8	2	8	0	5	3	0	0	0	17	18	18	11	6	18	3	18	0	13	9	4	8	6	12	13	6	11	6	14	15	17	5					
10	Число действительных избирательных бюллетеней	19274	181	214	281	142	60	131	251	341	277	374	205	267	382	325	154	356	369	932	1204	959	404	774	152	950	265	606	508	444	508	361	374	497	585	436	657	902	835	2351	260					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	673	7	2	7	7	7	7	7	7	7	17	7	9	7	7	7	7	10	13	34	20	10	20	10	35	10	10	20	20	20	15	14	10	25	25	15	20	30	163	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	386	7	0	1	2	2	0	7	7	7	14	3	6	4	2	4	7	3	9	34	11	6	7	0	12	3	3	1	9	5	6	11	4	4	7	9	5	22	138	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	156	0	2	8	0	1	0	0	7	1	10	1	0	2	1	4	2	2	4	5	4	5	1	2	7	3	3	9	3	5	7	5	0	17	1	3	5	11	14	1					
14	Число погашенных неиспользованных открепительных удостоверений	287	0	2	6	5	5	7	0	0	0	3	4	3	3	5	3	0	7	4	0	9	4	13	10	23	7	7	19	11	15	9	3	6	21	18	6	15	8	25	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	0	0	0	0	0	0	0	2	0	1	0	2	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2242	31	29	31	24	4	20	28	47	18	50	31	40	23	30	23	31	56	131	172	119	49	99	13	122	48	95	76	79	60	44	49	64	81	53	74	113	72	96	17					
		11.46%	16.67%	13.55%	10.73%	16.44%	6.67%	15.04%	11.11%	13.47%	6.45%	13.09%	15.12%	14.71%	5.97%	9.23%	14.94%	8.71%	14.51%	13.79%	14.08%	12.27%	11.95%	12.50%	8.39%	12.60%	18.11%	15.35%	14.70%	17.63%	11.63%	11.99%	12.69%	12.55%	13.71%	11.86%	11.16%	12.34%	8.47%	4.05%	6.42%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4513	30	40	30	37	13	25	38	54	24	36	18	48	55	56	30	57	113	192	380	236	91	181	38	253	60	166	108	83	102	90	94	154	148	124	162	271	204	600	72					
		23.06%	16.13%	18.69%	10.38%	25.34%	21.67%	18.80%	15.08%	15.47%	8.60%	9.42%	8.78%	17.65%	14.29%	17.23%	19.48%	16.01%	29.27%	20.21%	31.10%	24.33%	22.20%	22.85%	24.52%	26.14%	22.64%	26.82%	20.89%	18.53%	19.77%	24.52%	24.35%	30.20%	25.04%	27.74%	24.43%	29.59%	24.00%	25.34%	27.17%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	185	1	1	1	2	0	3	12	7	2	5	1	2	3	4	1	1	5	4	10	5	4	8	0	8	3	5	4	3	4	5	5	4	9	9	7	7	16	12	2					
		0.95%	0.54%	0.47%	0.35%	1.37%	0.00%	2.26%	4.76%	2.01%	0.72%	1.31%	0.49%	0.74%	0.78%	1.23%	0.65%	0.28%	1.30%	0.42%	0.82%	0.52%	0.98%	1.01%	0.00%	0.83%	1.13%	0.81%	0.77%	0.67%	0.78%	1.36%	1.30%	0.78%	1.52%	2.01%	1.06%	0.76%	1.88%	0.51%	0.75%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2692	19	16	50	21	7	7	23	57	14	25	16	25	56	32	30	41	38	164	147	177	97	198	14	176	43	100	113	84	98	71	58	60	90	68	136	104	97	104	16					
		13.76%	10.22%	7.48%	17.30%	14.38%	11.67%	5.26%	9.13%	16.33%	5.02%	6.54%	7.80%	9.19%	14.55%	9.85%	19.48%	11.52%	9.84%	17.26%	12.03%	18.25%	23.66%	25.00%	9.03%	18.18%	16.23%	16.16%	21.86%	18.75%	18.99%	19.35%	15.03%	11.76%	15.23%	15.21%	20.51%	11.35%	11.41%	4.39%	6.04%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	216	0	1	2	0	1	3	0	3	0	4	1	1	1	0	0	1	4	17	8	13	3	10	0	15	2	10	10	5	15	5	9	5	14	4	14	7	9	15	4					
		1.10%	0.00%	0.47%	0.69%	0.00%	1.67%	2.26%	0.00%	0.86%	0.00%	1.05%	0.49%	0.37%	0.26%	0.00%	0.00%	0.28%	1.04%	1.79%	0.65%	1.34%	0.73%	1.26%	0.00%	1.55%	0.75%	1.62%	1.93%	1.12%	2.91%	1.36%	2.33%	0.98%	2.37%	0.89%	2.11%	0.76%	1.06%	0.63%	1.51%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9349	99	126	166	58	35	73	148	172	217	252	138	150	243	203	70	223	152	420	481	399	159	275	87	373	109	229	196	189	228	145	159	207	242	176	264	398	434	1505	149					
		47.78%	53.23%	58.88%	57.44%	39.73%	58.33%	54.89%	58.73%	49.28%	77.78%	65.97%	67.32%	55.15%	63.12%	62.46%	45.45%	62.64%	39.38%	44.21%	39.36%	41.13%	38.78%	34.72%	56.13%	38.53%	41.13%	36.99%	37.91%	42.19%	44.19%	39.51%	41.19%	40.59%	40.95%	39.37%	39.82%	43.45%	51.06%	63.56%	56.23%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	77	1	1	1	0	0	0	2	1	2	2	0	1	1	0	0	2	1	4	6	10	1	3	0	3	0	1	1	1	1	1	0	3	1	2	0	2	3	19	0					
		0.39%	0.54%	0.47%	0.35%	0.00%	0.00%	0.00%	0.79%	0.29%	0.72%	0.52%	0.00%	0.37%	0.26%	0.00%	0.00%	0.56%	0.26%	0.42%	0.49%	1.03%	0.24%	0.38%	0.00%	0.31%	0.00%	0.16%	0.19%	0.22%	0.19%	0.27%	0.00%	0.59%	0.17%	0.45%	0.00%	0.22%	0.35%	0.80%	0.00%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
