Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Усть-Кутская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646					
1	"Число избирателей, внесенных в список избирателей"	40208	55	63	53	91	82	855	1238	1247	398	357	939	875	1248	776	818	2031	1475	994	1962	1056	1517	1197	1033	1382	1261	2018	1688	2094	578	1151	1428	1589	1685	1489	627	241	64	766	340	791	656					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	39436	63	64	55	94	83	900	1200	1200	380	350	950	850	1200	800	800	2000	1600	1000	2000	1000	1400	1200	1000	1400	1200	1800	1700	2000	500	1100	1300	1600	1600	1600	600	240	67	750	340	800	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15366	52	63	44	51	59	356	558	366	165	130	235	311	326	291	265	808	703	407	872	286	515	470	392	653	404	668	767	792	220	467	458	516	566	548	280	131	32	351	97	346	345					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1328	0	0	0	0	0	50	41	37	29	31	6	22	37	26	19	41	37	8	48	52	72	39	31	22	27	213	21	59	14	12	40	45	8	9	85	7	6	32	28	46	28					
6	Число погашенных избирательных бюллетеней	22722	11	1	11	43	24	494	601	797	186	189	709	517	837	483	516	1151	860	585	1080	662	813	691	577	725	769	919	912	1149	266	621	802	1039	1026	1043	215	102	29	367	215	408	277					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1348	0	0	0	0	0	50	41	37	29	31	6	22	37	26	19	41	37	8	48	52	72	39	31	22	27	213	21	59	14	12	40	45	8	9	105	7	6	32	28	46	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15366	52	63	44	51	59	356	558	366	165	130	235	311	326	291	265	808	703	407	872	286	515	470	392	653	404	668	767	792	220	467	458	516	566	548	280	131	32	351	97	346	345					
9	Число недействительных избирательных бюллетеней	265	0	0	0	0	2	8	20	7	1	3	1	6	8	2	9	21	8	6	9	4	7	8	11	6	3	12	10	13	3	5	10	10	11	10	3	7	1	8	2	4	6					
10	Число действительных избирательных бюллетеней	16449	52	63	44	51	57	398	579	396	193	158	240	327	355	315	275	828	732	409	911	334	580	501	412	669	428	869	778	838	231	474	488	551	563	547	382	131	37	375	123	388	367					
