Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Панинская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839					
1	"Число избирателей, внесенных в списки избирателей"	22254	1828	1762	1126	1155	194	1498	1031	285	171	296	206	370	362	300	398	215	1492	370	239	226	561	209	636	654	647	415	701	330	942	196	167	588	224	720	280	540	220	245	455					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22190	1850	1800	1050	1050	200	1500	1050	300	180	300	200	350	350	300	370	220	1550	350	250	230	550	220	600	650	650	400	750	350	950	200	170	600	220	700	280	550	200	250	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11272	963	875	557	551	83	545	536	99	117	135	89	182	160	126	104	99	954	197	127	115	324	41	363	408	325	236	296	150	641	102	68	292	78	352	91	356	132	140	263					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	5768	220	224	110	142	49	280	123	106	48	147	102	114	171	170	258	97	255	124	69	97	160	146	180	181	198	67	276	97	195	85	60	221	129	238	186	126	65	81	171					
6	Число погашенных избирательных бюллетеней	5150	667	701	383	357	68	675	391	95	15	18	9	54	19	4	8	24	341	29	54	18	66	33	57	61	127	97	178	103	114	13	42	87	13	110	3	68	3	29	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5768	220	224	110	142	49	280	123	106	48	147	102	114	171	170	258	97	255	124	69	97	160	146	180	181	198	67	276	97	195	85	60	221	129	238	186	126	65	81	171					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11272	963	875	557	551	83	545	536	99	117	135	89	182	160	126	104	99	954	197	127	115	324	41	363	408	325	236	296	150	641	102	68	292	78	352	91	356	132	140	263					
9	Число недействительных избирательных бюллетеней	110	20	0	6	7	0	10	10	1	0	1	1	0	3	0	1	0	11	1	2	1	0	1	0	2	6	6	2	2	1	0	0	5	0	2	0	5	1	0	2					
10	Число действительных избирательных бюллетеней	16930	1163	1099	661	686	132	815	649	204	165	281	190	296	328	296	361	196	1198	320	194	211	484	186	543	587	517	297	570	245	835	187	128	508	207	588	277	477	196	221	432					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	327	37	23	11	13	2	10	12	8	7	3	3	9	3	5	3	3	44	7	4	6	5	2	5	19	12	8	5	4	15	2	2	5	2	5	2	5	2	6	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	277	37	23	11	13	2	7	12	0	7	1	0	4	3	0	0	0	44	7	4	4	5	0	5	18	12	4	5	4	15	1	0	5	1	5	0	2	2	6	8					
