Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Панинская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841					
1	"Число избирателей, внесенных в список избирателей"	22175	1158	1198	944	830	698	1036	1435	392	169	256	179	148	342	301	379	207	1496	382	247	179	577	181	691	623	617	383	698	344	894	167	149	541	221	737	242	621	228	241	462	236	1346					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22500	1170	1260	960	870	730	1050	1450	390	170	260	180	140	340	290	360	200	1600	380	250	180	600	180	720	610	630	390	710	350	910	170	150	550	220	740	240	620	220	240	470	240	1310					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12868	772	943	460	549	422	579	959	155	107	124	76	82	135	148	139	112	1118	161	133	104	332	41	339	355	419	276	278	101	488	74	41	246	52	433	40	518	129	168	281	163	816					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	5972	184	166	179	150	147	202	186	125	47	128	85	39	139	136	205	80	209	153	79	56	215	122	211	206	186	43	340	181	333	82	91	214	146	222	183	72	60	55	126	23	166					
6	Число погашенных избирательных бюллетеней	3660	214	151	321	171	161	269	305	110	16	8	19	19	66	6	16	8	273	66	38	20	53	17	170	49	25	71	92	68	89	14	18	90	22	85	17	30	31	17	63	54	328					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5972	184	166	179	150	147	202	186	125	47	128	85	39	139	136	205	80	209	153	79	56	215	122	211	206	186	43	340	181	333	82	91	214	146	222	183	72	60	55	126	23	166					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12868	772	943	460	549	422	579	959	155	107	124	76	82	135	148	139	112	1118	161	133	104	332	41	339	355	419	276	278	101	488	74	41	246	52	433	40	518	129	168	281	163	816					
9	Число недействительных избирательных бюллетеней	97	8	12	0	0	4	6	10	0	3	0	2	1	1	0	3	0	14	2	0	1	0	0	3	1	0	3	0	2	2	0	0	1	0	1	2	3	0	2	0	0	10					
10	Число действительных избирательных бюллетеней	18743	948	1097	639	699	565	775	1135	280	151	252	159	120	273	284	341	192	1313	312	212	159	547	163	547	560	605	316	618	280	819	156	132	459	198	654	221	587	189	221	407	186	972					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	314	32	32	15	17	6	10	12	5	5	2	2	5	5	2	2	2	24	4	2	3	4	2	6	9	15	5	6	4	8	2	2	7	2	6	2	10	4	5	5	2	21					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	307	32	32	15	17	6	10	12	5	5	2	2	5	5	1	2	2	24	4	2	3	4	0	6	9	15	5	6	4	8	0	0	7	2	6	2	10	4	5	5	2	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	139	14	6	5	1	3	7	3	3	4	4	0	2	2	2	2	2	10	2	2	3	2	3	4	4	5	3	2	0	0	3	1	3	2	1	2	2	4	1	2	0	18					
14	Число погашенных неиспользованных открепительных удостоверений	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2041	129	136	111	100	64	104	150	22	31	14	14	7	28	13	37	12	128	31	16	5	58	16	93	21	18	37	107	35	69	23	11	47	24	54	14	49	20	30	23	27	113					
		10.83%	13.49%	12.26%	17.37%	14.31%	11.25%	13.32%	13.10%	7.86%	20.13%	5.56%	8.70%	5.79%	10.22%	4.58%	10.76%	6.25%	9.65%	9.87%	7.55%	3.13%	10.60%	9.82%	16.91%	3.74%	2.98%	11.60%	17.31%	12.41%	8.40%	14.74%	8.33%	10.22%	12.12%	8.24%	6.28%	8.31%	10.58%	13.45%	5.65%	14.52%	11.51%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1088	54	81	44	29	48	46	87	10	7	4	6	11	25	6	25	9	14	29	14	13	31	3	63	13	17	22	4	20	61	12	2	32	9	43	26	34	12	23	10	22	67					
		5.77%	5.65%	7.30%	6.89%	4.15%	8.44%	5.89%	7.60%	3.57%	4.55%	1.59%	3.73%	9.09%	9.12%	2.11%	7.27%	4.69%	1.06%	9.24%	6.60%	8.13%	5.67%	1.84%	11.45%	2.32%	2.81%	6.90%	0.65%	7.09%	7.43%	7.69%	1.52%	6.96%	4.55%	6.56%	11.66%	5.76%	6.35%	10.31%	2.46%	11.83%	6.82%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	64	3	5	4	5	2	5	4	0	0	0	1	0	3	0	0	1	5	3	0	1	2	0	0	1	0	1	0	0	3	1	0	3	0	2	1	1	0	0	0	0	7					
