Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Кошехабльская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53					
1	"Число избирателей, внесенных в списки"	22645	2065	157	204	439	2022	526	1038	1259	184	1832	1363	1015	774	2865	2840	1340	130	893	529	632	538					
2	"Число бюллетеней, полученных участковыми комиссиями"	22829	2075	158	204	441	2043	529	1053	1258	184	1914	1368	1018	801	2818	2851	1355	136	904	532	643	544					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17949	1163	115	167	365	1877	452	544	595	88	1701	1278	860	680	2167	2598	1168	98	706	391	553	383					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1020	101	20	20	30	71	14	48	65	18	91	54	106	37	104	44	113	8	25	19	21	11					
6	Число погашенных бюллетеней	3860	811	23	17	46	95	63	461	598	78	122	36	52	84	547	209	74	30	173	122	69	150					
7	Число бюллетеней в переносных ящиках для голосования	1020	101	20	20	30	71	14	48	65	18	91	54	106	37	104	44	113	8	25	19	21	11					
8	Число бюллетеней в стационарных ящиках для голосования	17948	1163	115	167	365	1877	452	544	595	88	1701	1278	860	680	2167	2598	1167	98	706	391	553	383					
9	Число недействительных бюллетеней	174	54	3	0	6	2	4	13	15	3	0	0	0	0	19	5	15	7	18	3	5	2					
10	Число действительных бюллетеней	18794	1210	132	187	389	1946	462	579	645	103	1792	1332	966	717	2252	2637	1265	99	713	407	569	392					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	95	8	3	3	3	8	3	5	5	3	5	5	5	3	8	8	5	3	3	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	7	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	1	0	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	12	1	1	0	0	0	0	2	0	0	1	1	0	0	0	6	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	88	8	3	3	3	8	3	3	5	3	3	5	5	2	8	8	4	3	2	3	3	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	197	12	1	0	4	19	7	15	8	3	20	14	2	2	24	0	32	1	8	10	7	8					
		1.03%	0.94%	0.74%	0.0%	1.01%	0.97%	1.50%	2.53%	1.21%	2.83%	1.11%	1.05%	0.20%	0.27%	1.05%	0.0%	2.5%	0.94%	1.09%	2.43%	1.21%	2.03%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	51	4	0	2	1	4	1	2	3	0	8	0	0	4	12	1	0	1	5	2	0	1					
		0.26%	0.31%	0.0%	1.06%	0.25%	0.20%	0.21%	0.33%	0.45%	0.0%	0.44%	0.0%	0.0%	0.55%	0.52%	0.03%	0.0%	0.94%	0.68%	0.48%	0.0%	0.25%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	151	0	5	3	8	19	3	12	16	0	25	4	0	3	18	3	4	0	14	5	4	5					
		0.79%	0.0%	3.70%	1.60%	2.02%	0.97%	0.64%	2.02%	2.42%	0.0%	1.39%	0.30%	0.0%	0.41%	0.79%	0.11%	0.31%	0.0%	1.91%	1.21%	0.69%	1.26%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	132	18	1	0	3	12	6	6	4	3	17	7	0	2	36	3	4	0	3	4	0	3					
		0.69%	1.42%	0.74%	0.0%	0.75%	0.61%	1.28%	1.01%	0.60%	2.83%	0.94%	0.52%	0.0%	0.27%	1.58%	0.11%	0.31%	0.0%	0.41%	0.97%	0.0%	0.76%					
22	"5. ""За Русь Святую"""	49	0	0	0	2	7	2	6	16	0	6	0	0	2	3	0	0	0	3	2	0	0					
		0.25%	0.0%	0.0%	0.0%	0.50%	0.35%	0.42%	1.01%	2.42%	0.0%	0.33%	0.0%	0.0%	0.27%	0.13%	0.0%	0.0%	0.0%	0.41%	0.48%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	18	0	0	1	2	4	2	1	1	0	3	0	0	1	2	0	0	0	0	0	0	1					
		0.09%	0.0%	0.0%	0.53%	0.50%	0.20%	0.42%	0.16%	0.15%	0.0%	0.16%	0.0%	0.0%	0.13%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%					
24	"7. ""Новый курс - Автомобильная Россия"""	52	6	2	2	0	9	3	2	2	0	4	6	0	1	8	0	4	0	0	2	1	0					
