Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Торжокская городская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176					
1	"Число избирателей, внесенных в список избирателей"	37461	2131	2088	1635	1380	1886	1585	2102	1630	1269	1843	1688	1810	1455	2178	1744	1312	1986	577	1839	1190	1501	1919	546	167					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	33657	1800	1800	1500	1200	1700	1400	1700	1500	1200	1700	1600	1700	1300	2000	1600	1200	1800	500	1700	1100	1300	1700	500	157					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19350	1048	1183	869	699	995	743	1319	830	528	1027	861	1035	790	1187	932	598	917	286	843	578	659	964	302	157					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	460	47	21	21	5	19	70	18	15	8	17	34	12	8	19	14	13	20	7	20	23	16	20	13	0					
6	Число погашенных избирательных бюллетеней	13847	705	596	610	496	686	587	363	655	664	656	705	653	502	794	654	589	863	207	837	499	625	716	185	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	460	47	21	21	5	19	70	18	15	8	17	34	12	8	19	14	13	20	7	20	23	16	20	13	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19349	1048	1183	869	699	995	743	1319	830	528	1027	861	1035	790	1187	932	598	916	286	843	578	659	964	302	157					
9	Число недействительных избирательных бюллетеней	268	11	13	8	5	13	13	22	11	5	14	9	16	10	15	10	12	14	2	34	10	4	13	1	3					
10	Число действительных избирательных бюллетеней	19541	1084	1191	882	699	1001	800	1315	834	531	1030	886	1031	788	1191	936	599	922	291	829	591	671	971	314	154					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	596	19	25	20	15	30	10	171	22	15	25	20	27	15	30	20	15	17	15	17	14	4	35	15	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	542	16	22	17	15	29	9	169	22	13	25	16	26	6	30	19	12	17	12	16	11	4	26	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	436	10	20	6	19	55	11	128	23	7	18	10	16	7	15	5	11	2	8	21	6	15	10	9	4					
14	Число погашенных неиспользованных открепительных удостоверений	54	3	3	3	0	1	1	2	0	2	0	4	1	9	0	1	3	0	3	1	3	0	9	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	0	0	1	0	0	5	3	2	1	1	2	0	0	1	1	0	3	0	0	1	0	2	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3829	205	230	153	138	200	154	189	154	103	195	181	208	183	234	216	115	211	66	155	134	136	173	67	29					
		19.33%	18.72%	19.10%	17.19%	19.60%	19.72%	18.94%	14.14%	18.22%	19.22%	18.68%	20.22%	19.87%	22.93%	19.40%	22.83%	18.82%	22.54%	22.53%	17.96%	22.30%	20.15%	17.58%	21.27%	18.47%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2015	94	109	68	76	102	81	255	69	55	109	83	96	67	112	91	42	93	34	87	54	81	116	32	9					
		10.17%	8.58%	9.05%	7.64%	10.80%	10.06%	9.96%	19.07%	8.17%	10.26%	10.44%	9.27%	9.17%	8.40%	9.29%	9.62%	6.87%	9.94%	11.60%	10.08%	8.99%	12.00%	11.79%	10.16%	5.73%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	207	19	6	10	11	7	3	13	8	5	19	10	11	12	15	13	2	4	1	9	6	5	12	2	4					
		1.04%	1.74%	0.50%	1.12%	1.56%	0.69%	0.37%	0.97%	0.95%	0.93%	1.82%	1.12%	1.05%	1.50%	1.24%	1.37%	0.33%	0.43%	0.34%	1.04%	0.99%	0.74%	1.22%	0.63%	2.55%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5903	357	444	300	204	324	223	272	280	158	330	268	309	199	383	301	186	293	105	223	151	150	329	74	40					
		29.80%	32.60%	36.88%	33.71%	28.98%	31.95%	27.43%	20.34%	33.14%	29.48%	31.61%	29.94%	29.51%	24.94%	31.76%	31.82%	30.44%	31.30%	35.84%	25.84%	25.12%	22.22%	33.43%	23.49%	25.48%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	520	32	45	20	15	28	16	18	22	14	35	40	19	26	50	18	13	32	10	25	20	11	7	3	1					
		2.63%	2.92%	3.74%	2.25%	2.13%	2.76%	1.97%	1.35%	2.60%	2.61%	3.35%	4.47%	1.81%	3.26%	4.15%	1.90%	2.13%	3.42%	3.41%	2.90%	3.33%	1.63%	0.71%	0.95%	0.64%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6982	375	353	329	252	338	317	557	296	195	338	300	380	301	393	291	235	286	75	329	224	284	327	136	71					
		35.25%	34.25%	29.32%	36.97%	35.80%	33.33%	38.99%	41.66%	35.03%	36.38%	32.38%	33.52%	36.29%	37.72%	32.59%	30.76%	38.46%	30.56%	25.60%	38.12%	37.27%	42.07%	33.23%	43.17%	45.22%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	85	2	4	2	3	2	6	11	5	1	4	4	8	0	4	6	6	3	0	1	2	4	7	0	0					
		0.43%	0.18%	0.33%	0.22%	0.43%	0.20%	0.74%	0.82%	0.59%	0.19%	0.38%	0.45%	0.76%	0.00%	0.33%	0.63%	0.98%	0.32%	0.00%	0.12%	0.33%	0.59%	0.71%	0.00%	0.00%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
