Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Екатериновская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865					
1	"Число избирателей, внесенных в список избирателей"	15284	2485	1551	1117	627	252	253	324	1010	302	537	451	253	328	1108	940	487	118	100	328	215	484	476	385	490	212	451					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15870	2560	1611	1159	655	257	266	332	1030	314	560	480	282	335	1125	995	506	117	115	340	226	510	510	390	525	215	455					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10819	1504	711	764	448	183	195	247	796	217	442	376	253	299	973	576	358	87	100	243	183	395	281	231	421	142	394					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	926	49	44	29	116	35	30	33	61	33	20	27	0	8	33	45	62	17	0	45	14	7	60	55	32	36	35					
6	Число погашенных избирательных бюллетеней	4125	1007	856	366	91	39	41	52	173	64	98	77	29	28	119	374	86	13	15	52	29	108	169	104	72	37	26					
7	Число избирательных бюллетеней в переносных ящиках для голосования	926	49	44	29	116	35	30	33	61	33	20	27	0	8	33	45	62	17	0	45	14	7	60	55	32	36	35					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10817	1502	711	764	448	183	195	247	796	217	442	376	253	299	973	576	358	87	100	243	183	395	281	231	421	142	394					
9	Число недействительных избирательных бюллетеней	92	13	6	4	0	14	2	9	2	0	0	4	0	0	4	3	2	0	0	0	1	4	2	20	2	0	0					
10	Число действительных избирательных бюллетеней	11651	1538	749	789	564	204	223	271	855	250	462	399	253	307	1002	618	418	104	100	288	196	398	339	266	451	178	429					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	352	45	29	25	18	6	7	9	20	5	10	7	8	8	23	24	19	1	2	10	6	12	24	8	17	5	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	329	41	26	19	18	5	7	8	20	5	10	7	6	8	23	24	19	0	2	10	6	12	24	5	17	5	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	61	10	7	0	2	1	1	5	4	0	0	0	1	3	3	0	3	4	4	0	1	1	3	5	0	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	23	4	3	6	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	3	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	42	12	2	6	0	0	0	0	1	6	0	0	0	0	0	7	0	0	0	0	0	1	5	0	1	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
