Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Парабельская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10062	65	330	839	278	114	787	245	146	58	387	835	1135	265	1021	993	761	230	319	85	108	362	129	570									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9800	60	340	820	250	150	750	240	130	55	380	820	1000	260	1000	970	760	230	320	80	100	360	125	600									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	7	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3658	30	109	284	69	46	242	151	56	43	131	335	397	108	284	391	283	84	160	34	40	100	51	230									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	194	5	26	13	9	11	20	0	4	0	16	9	7	0	12	14	3	0	0	2	0	6	12	25									
6	Число погашенных избирательных бюллетеней	5941	25	205	523	172	93	487	89	70	12	233	470	596	152	704	565	474	146	160	44	60	254	62	345									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	201	5	26	13	9	11	21	0	4	0	16	15	7	0	12	14	3	0	0	2	0	6	12	25									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3658	30	109	284	69	46	242	151	56	43	131	335	397	108	284	391	283	84	160	34	40	100	51	230									
9	Число недействительных избирательных бюллетеней	116	0	5	11	2	1	9	0	3	0	4	12	11	9	2	23	8	0	1	0	1	1	0	13									
10	Число действительных избирательных бюллетеней	3743	35	130	286	76	56	254	151	57	43	143	338	393	99	294	382	278	84	159	36	39	105	63	242									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	230	5	10	20	5	5	10	5	5	10	10	10	20	5	20	20	20	5	10	5	5	10	5	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	42	1	6	2	2	0	8	0	0	0	0	4	2	2	3	6	1	1	0	0	0	0	3	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	27	1	1	1	1	0	0	0	1	2	2	4	0	0	0	2	3	1	0	1	1	1	3	2									
14	Число погашенных неиспользованных открепительных удостоверений	188	4	4	18	3	5	2	5	5	10	10	6	18	3	17	14	19	4	10	5	5	10	2	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	4	0	0	0	0	0	0	0	1	0	2	0	3	1	2	0	0	0	0	0	1	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	41	1	1	3	1	0	4	1	1	0	3	3	4	0	2	9	3	0	1	1	0	0	0	3									
		1.06%	2.86%	0.74%	1.01%	1.28%	0.00%	1.52%	0.66%	1.67%	0.00%	2.04%	0.86%	0.99%	0.00%	0.68%	2.22%	1.05%	0.00%	0.63%	2.78%	0.00%	0.00%	0.00%	1.18%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	121	0	5	8	3	2	9	7	2	0	2	10	14	4	9	5	15	3	5	2	4	4	1	7									
		3.14%	0.00%	3.70%	2.69%	3.85%	3.51%	3.42%	4.64%	3.33%	0.00%	1.36%	2.86%	3.47%	3.70%	3.04%	1.23%	5.24%	3.57%	3.13%	5.56%	10.00%	3.77%	1.59%	2.75%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	64	0	1	3	3	3	8	3	1	2	2	8	6	0	8	3	7	1	1	0	0	1	0	3									
		1.66%	0.00%	0.74%	1.01%	3.85%	5.26%	3.04%	1.99%	1.67%	4.65%	1.36%	2.29%	1.49%	0.00%	2.70%	0.74%	2.45%	1.19%	0.63%	0.00%	0.00%	0.94%	0.00%	1.18%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1758	12	57	120	36	34	116	90	28	27	61	153	191	41	125	173	115	42	100	12	18	50	37	120									
		45.56%	34.29%	42.22%	40.40%	46.15%	59.65%	44.11%	59.60%	46.67%	62.79%	41.50%	43.71%	47.28%	37.96%	42.23%	42.72%	40.21%	50.00%	62.50%	33.33%	45.00%	47.17%	58.73%	47.06%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	34	0	1	4	2	1	3	1	0	1	1	5	0	0	3	3	2	1	1	0	1	1	1	2									
		0.88%	0.00%	0.74%	1.35%	2.56%	1.75%	1.14%	0.66%	0.00%	2.33%	0.68%	1.43%	0.00%	0.00%	1.01%	0.74%	0.70%	1.19%	0.63%	0.00%	2.50%	0.94%	1.59%	0.78%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0									
		0.16%	2.86%	0.74%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	2.50%	0.94%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1078	19	33	113	22	15	51	27	19	8	56	88	117	29	96	114	75	28	32	11	7	34	16	68									
		27.93%	54.29%	24.44%	38.05%	28.21%	26.32%	19.39%	17.88%	31.67%	18.60%	38.10%	25.14%	28.96%	26.85%	32.43%	28.15%	26.22%	33.33%	20.00%	30.56%	17.50%	32.08%	25.40%	26.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	0	1	1	0	0	2	0	0	1	0	0	2	0	0	2	2	0	0	0	0	0	0	0									
		0.29%	0.00%	0.74%	0.34%	0.00%	0.00%	0.76%	0.00%	0.00%	2.33%	0.00%	0.00%	0.50%	0.00%	0.00%	0.49%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	48	1	3	4	1	0	7	1	1	0	4	5	2	0	3	3	3	2	3	0	1	1	1	2									
		1.24%	2.86%	2.22%	1.35%	1.28%	0.00%	2.66%	0.66%	1.67%	0.00%	2.72%	1.43%	0.50%	0.00%	1.01%	0.74%	1.05%	2.38%	1.88%	0.00%	2.50%	0.94%	1.59%	0.78%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.10%	0.00%	0.74%	0.34%	0.00%	1.75%	0.00%	0.00%	0.00%	2.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	38	0	0	1	0	0	5	1	1	0	0	9	3	3	2	2	7	0	1	0	0	1	0	2									
		0.98%	0.00%	0.00%	0.34%	0.00%	0.00%	1.90%	0.66%	1.67%	0.00%	0.00%	2.57%	0.74%	2.78%	0.68%	0.49%	2.45%	0.00%	0.63%	0.00%	0.00%	0.94%	0.00%	0.78%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	409	0	24	20	7	0	38	19	4	2	8	37	44	19	28	46	38	7	9	10	4	7	7	31									
		10.60%	0.00%	17.78%	6.73%	8.97%	0.00%	14.45%	12.58%	6.67%	4.65%	5.44%	10.57%	10.89%	17.59%	9.46%	11.36%	13.29%	8.33%	5.63%	27.78%	10.00%	6.60%	11.11%	12.16%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	0	0	0	1	0	2	0	0	0	3	0	0	0	4	3	3	0	1	0	1	2	0	0									
		0.52%	0.00%	0.00%	0.00%	1.28%	0.00%	0.76%	0.00%	0.00%	0.00%	2.04%	0.00%	0.00%	0.00%	1.35%	0.74%	1.05%	0.00%	0.63%	0.00%	2.50%	1.89%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	111	1	2	7	0	0	9	1	0	1	3	20	10	3	14	18	8	0	5	0	2	3	0	4									
		2.88%	2.86%	1.48%	2.36%	0.00%	0.00%	3.42%	0.66%	0.00%	2.33%	2.04%	5.71%	2.48%	2.78%	4.73%	4.44%	2.80%	0.00%	3.13%	0.00%	5.00%	2.83%	0.00%	1.57%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
