Выборы Президента Российской Федерации																																										
Дата голосования: 04.03.2012																																										
																																										
Наименование Избирательной комиссии:    Новороссийск, Центральная																																										
																																										
Сводная таблица итогов голосования																																										
																																										
	Число участковых избирательных комиссий	31																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	31																																								
																																										
		Сумма	УИК №3701	УИК №3702	УИК №3703	УИК №3704	УИК №3705	УИК №3706	УИК №3707	УИК №3708	УИК №3709	УИК №3710	УИК №3711	УИК №3712	УИК №3713	УИК №3714	УИК №3715	УИК №3716	УИК №3717	УИК №3718	УИК №3719	УИК №3720	УИК №3721	УИК №3722	УИК №3723	УИК №3724	УИК №3725	УИК №3726	УИК №3727	УИК №3796	УИК №3797	УИК №3798	УИК №3799									
1	Число избирателей, включенных в список избирателей	46679	1190	1500	2504	940	1107	2036	2649	1113	1252	1649	1397	1266	1805	1883	1821	2492	2034	1671	1857	1522	1796	1860	2290	1666	1436	2044	263	15	792	170	659									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	45523	1253	1500	2500	1000	1000	2000	2600	1000	1100	1600	1300	1200	1700	1800	1700	2400	2000	1600	1800	1400	1800	1900	2200	1600	1400	2100	270	30	800	170	800									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	29795	1059	931	1355	691	738	1379	1234	738	802	1034	817	752	1115	1252	1155	1400	1232	1060	1266	1012	1330	1243	1387	1082	926	1753	151	15	57	170	659									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	5714	37	215	781	112	233	164	327	218	168	203	93	145	290	257	105	156	308	117	217	106	210	87	42	143	54	90	101	0	735	0	0									
6	Число погашенных избирательных бюллетеней	10014	157	354	364	197	29	457	1039	44	130	363	390	303	295	291	440	844	460	423	317	282	260	570	771	375	420	257	18	15	8	0	141									
7	Число избирательных бюллетеней в переносных ящиках для голосования	5714	37	215	781	112	233	164	327	218	168	203	93	145	290	257	105	156	308	117	217	106	210	87	42	143	54	90	101	0	735	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	29771	1059	931	1355	691	738	1379	1234	738	802	1034	817	752	1115	1252	1154	1400	1232	1054	1266	1012	1330	1243	1383	1069	926	1753	151	15	57	170	659									
9	Число недействительных избирательных бюллетеней	445	51	10	1	0	5	19	0	7	7	17	5	12	11	17	16	18	0	13	0	17	27	12	27	17	14	20	8	0	83	2	9									
10	Число действительных избирательных бюллетеней	35040	1045	1136	2135	803	966	1524	1561	949	963	1220	905	885	1394	1492	1243	1538	1540	1158	1483	1101	1513	1318	1398	1195	966	1823	244	15	709	168	650									
11	Число полученных открепительных  удостоверений	1678	55	115	90	55	55	90	90	55	55	55	55	55	55	55	55	90	90	55	55	55	53	90	90	40	40	30	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1659	55	115	90	55	55	90	90	55	55	55	55	55	55	55	55	90	90	36	55	55	53	90	90	40	40	30	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	840	219	18	13	15	13	14	29	21	29	19	16	9	25	28	20	46	10	17	7	12	23	29	14	10	13	19	7	15	90	40	0									
14	Число неиспользованных открепительных удостоверений	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	22	4	0	1	0	0	1	0	1	0	1	1	2	0	1	0	2	1	1	1	1	0	0	1	0	1	0	2	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	Жириновский Владимир Вольфович	2036	101	81	62	57	64	48	3	34	26	75	70	76	90	89	89	110	67	57	58	82	81	96	112	104	75	149	5	1	48	4	22									
