Выборы Президента Российской Федерации																							
																							
Наименование Избирательной комиссии:    Арбажская																							
																							
Итоги голосования 																							
																							
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16					
1	"Число избирателей, внесенных в список"	7388	1680	1560	100	177	185	424	190	332	155	340	281	112	852	384	215	401					
2	Число полученных избирательных бюллетеней	7506	1703	1579	102	178	184	431	196	338	161	350	283	114	866	391	227	403					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	4667	1017	965	57	126	140	238	118	213	106	263	183	95	533	235	120	258					
5	"Число избирательных бюллетеней, выданных вне помещения"	1006	140	76	32	44	27	108	38	64	32	39	81	14	114	86	64	47					
6	Число погашенных избирательных бюллетеней	1833	546	538	13	8	17	85	40	61	23	48	19	5	219	70	43	98					
7	Число избирательных бюллетеней в переносных ящиках	1006	140	76	32	44	27	108	38	64	32	39	81	14	114	86	64	47					
8	Число бюллетеней в стационарных ящиках для голосования	4666	1017	965	57	126	140	238	118	213	106	263	183	95	533	235	120	257					
9	Число недействительных избирательных бюллетеней	34	7	5	0	1	0	2	0	4	0	0	0	0	13	0	2	0					
10	Число действительных избирательных бюллетеней	5638	1150	1036	89	169	167	344	156	273	138	302	264	109	634	321	182	304					
11	Число полученных открепительных  удостоверений	128	18	19	2	3	3	6	6	11	9	8	4	2	11	6	11	9					
12	Число выданных открепительных удостоверений	116	18	19	2	1	3	2	6	8	9	8	3	0	11	6	11	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	43	8	8	1	1	0	0	1	3	2	1	3	0	8	1	4	2					
14	Число неиспользованных открепительных удостоверений	12	0	0	0	2	0	4	0	3	0	0	1	2	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																							
18	. Глазьев Сергей Юрьевич	138	36	27	1	8	7	14	2	4	2	3	4	0	11	11	4	4					
		2.43%	3.11%	2.59%	1.12%	4.71%	4.19%	4.05%	1.28%	1.44%	1.45%	0.99%	1.52%	0.00%	1.70%	3.43%	2.17%	1.32%					
19	. Малышкин Олег Александрович	118	25	23	2	2	5	8	3	5	4	2	8	1	17	4	4	5					
		2.08%	2.16%	2.21%	2.25%	1.18%	2.99%	2.31%	1.92%	1.81%	2.90%	0.66%	3.03%	0.92%	2.63%	1.25%	2.17%	1.64%					
20	. Миронов Сергей Михайлович	63	15	12	1	0	3	3	1	1	3	4	3	0	9	6	1	1					
		1.11%	1.30%	1.15%	1.12%	0.00%	1.80%	0.87%	0.64%	0.36%	2.17%	1.32%	1.14%	0.00%	1.39%	1.87%	0.54%	0.33%					
21	. Путин Владимир Владимирович	2900	565	528	65	59	101	146	77	102	94	162	142	76	322	204	107	150					
		51.13%	48.83%	50.72%	73.03%	34.71%	60.48%	42.20%	49.36%	36.82%	68.12%	53.64%	53.79%	69.72%	49.77%	63.55%	58.15%	49.34%					
22	. Хакамада Ирина Муцуовна	97	19	17	0	4	4	5	4	3	2	9	4	3	9	6	6	2					
		1.71%	1.64%	1.63%	0.00%	2.35%	2.40%	1.45%	2.56%	1.08%	1.45%	2.98%	1.52%	2.75%	1.39%	1.87%	3.26%	0.66%					
23	. Харитонов Николай Михайлович	2223	459	408	20	94	43	162	69	154	28	117	98	28	259	86	58	140					
		39.19%	39.67%	39.19%	22.47%	55.29%	25.75%	46.82%	44.23%	55.60%	20.29%	38.74%	37.12%	25.69%	40.03%	26.79%	31.52%	46.05%					
																							
24	Против всех	99	31	21	0	2	4	6	0	4	5	5	5	1	7	4	2	2					
		1.75%	2.68%	2.02%	0.00%	1.18%	2.40%	1.73%	0.00%	1.44%	3.62%	1.66%	1.89%	0.92%	1.08%	1.25%	1.09%	0.66%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
