Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
"Наименование Избирательной комиссии:    Брянск, Фокинская"																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169					
1	"Число избирателей, внесенных в списки избирателей"	68604	2293	2733	2242	2271	2886	2836	2453	687	2781	2506	2915	2771	2310	2238	2106	2076	1873	1296	3002	2223	2278	1472	2059	2599	2699	2468	2242	2147	2071	2071					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	62650	2000	2400	2000	2000	2600	2400	2200	650	2550	2300	2600	2500	2050	2000	1900	1900	1700	1150	2600	2000	2000	2650	1900	2300	2450	2200	2000	1900	1850	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	32386	869	1432	1090	1114	1248	1437	1312	357	1477	1104	1023	1002	886	1051	915	995	978	684	1590	945	1060	1425	995	1183	1293	1055	1128	905	900	933					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1186	35	23	29	18	17	20	16	10	8	38	85	84	55	28	57	43	38	19	16	12	14	47	41	35	83	20	55	86	87	67					
6	Число погашенных избирательных бюллетеней	29078	1096	945	881	868	1335	943	872	283	1065	1158	1492	1414	1109	921	928	862	684	447	994	1043	926	1178	864	1082	1074	1125	817	909	863	900					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1186	35	23	29	18	17	20	16	10	8	38	85	84	55	28	57	43	38	19	16	12	14	47	41	35	83	20	55	86	87	67					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32381	869	1432	1090	1114	1248	1437	1312	357	1477	1104	1023	1002	886	1050	915	995	978	682	1590	945	1060	1425	994	1183	1293	1055	1127	905	900	933					
9	Число недействительных избирательных бюллетеней	297	9	12	8	10	14	19	9	0	11	4	11	11	7	5	6	5	10	8	20	5	10	13	8	10	26	8	12	9	3	14					
10	Число действительных избирательных бюллетеней	33270	895	1443	1111	1122	1251	1438	1319	367	1474	1138	1097	1075	934	1073	966	1033	1006	693	1586	952	1064	1459	1027	1208	1350	1067	1170	982	984	986					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	620	20	30	20	20	30	20	30	10	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	362	8	23	10	5	30	14	22	7	14	12	7	4	15	10	8	8	13	5	13	13	14	12	16	14	13	15	11	10	11	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	304	9	7	5	14	7	14	6	5	13	10	10	10	6	9	13	6	10	6	19	9	20	7	5	40	7	14	2	9	5	7					
14	Число погашенных неиспользованных открепительных удостоверений	258	12	7	10	15	0	6	8	3	6	8	13	16	5	10	12	12	7	15	7	7	6	8	4	6	7	5	9	10	9	15					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	68	5	2	2	1	3	3	3	0	3	2	3	7	6	1	3	0	2	3	2	0	1	2	1	3	1	2	1	3	1	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	649	19	27	37	18	20	42	29	7	25	29	9	17	14	7	15	27	21	17	36	20	25	30	13	31	21	25	20	25	9	14					
		1.93%	2.10%	1.86%	3.31%	1.59%	1.58%	2.88%	2.18%	1.91%	1.68%	2.54%	0.81%	1.57%	1.49%	0.65%	1.54%	2.60%	2.07%	2.43%	2.24%	2.09%	2.33%	2.04%	1.26%	2.55%	1.53%	2.33%	1.69%	2.52%	0.91%	1.40%					
19	2.Всероссийская политическая партия «Гражданская Сила»	407	10	23	13	14	13	16	21	3	18	15	4	8	11	15	12	10	18	9	27	4	15	24	8	12	17	18	8	16	10	15					
