Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
"Наименование Избирательной комиссии:    Брянск, Фокинская"																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170					
1	"Число избирателей, внесенных в список избирателей"	69585	2392	2775	2119	2124	3029	2630	2571	642	2840	2666	3086	2717	2233	2170	1976	1980	1934	1428	2631	2114	2646	2280	810	1923	2279	2473	3033	2131	1800	2247	1906					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	51850	1600	2000	1600	1500	2100	1800	1800	500	2100	2000	2100	2000	2100	1700	1500	1500	1550	1250	2250	1500	2000	1700	600	1700	1700	1800	2100	1500	1300	1600	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	39377	1089	1445	1145	1013	1500	1477	1625	313	2051	1306	1635	932	1659	1429	790	941	1354	1048	2153	1212	1829	1347	384	1471	1291	1318	1550	1284	788	1114	884					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3733	39	161	19	183	221	81	150	18	19	58	176	35	190	99	47	34	49	10	12	121	169	180	73	160	322	346	198	77	342	112	32					
6	Число погашенных избирательных бюллетеней	8690	472	394	436	304	379	242	25	169	30	636	289	1033	251	172	663	525	147	192	35	167	2	173	143	69	87	136	352	139	170	374	484					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3733	39	161	19	183	221	81	150	18	19	58	176	35	190	99	47	34	49	10	12	121	169	180	73	160	322	346	198	77	342	112	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	39045	1089	1445	1145	1013	1479	1477	1625	313	2051	1306	1635	932	1469	1362	790	941	1354	1048	2153	1212	1829	1347	384	1471	1263	1292	1550	1284	788	1114	884					
9	Число недействительных избирательных бюллетеней	607	25	15	24	14	19	67	30	4	13	17	19	13	27	18	5	11	20	13	75	18	23	14	3	17	11	14	16	9	17	19	17					
10	Число действительных избирательных бюллетеней	42171	1103	1591	1140	1182	1681	1491	1745	327	2057	1347	1792	954	1632	1443	832	964	1383	1045	2090	1315	1975	1513	454	1614	1574	1624	1732	1352	1113	1207	899					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1009	32	36	33	26	39	43	38	9	61	34	32	36	33	35	38	40	35	29	39	39	34	32	25	35	38	38	38	15	15	16	16					
