Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Серпуховская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646					
1	"Число избирателей, внесенных в списки"	33342	340	1091	278	176	800	340	681	811	819	1177	594	220	534	176	352	2279	2404	135	208	111	702	2053	285	288	739	343	195	700	270	285	130	867	187	934	2473	976	2366	2278	1465	2280					
2	"Число бюллетеней, полученных участковыми комиссиями"	30559	320	1000	250	174	750	300	570	650	750	1100	510	200	500	167	310	2000	2150	116	199	101	650	2000	250	300	670	300	192	670	250	250	130	800	180	850	2150	800	2100	2500	1300	2100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17995	159	694	152	43	392	180	280	431	508	589	314	64	277	101	173	1247	1265	80	79	41	404	1132	77	137	392	140	102	336	131	167	101	426	102	440	1229	519	1267	1513	970	1341					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1253	58	15	26	36	2	14	108	31	2	55	15	59	71	27	32	26	21	22	46	15	9	16	93	0	28	57	25	66	12	12	1	89	0	90	28	17	9	11	4	5					
6	Число погашенных бюллетеней	11312	103	291	72	95	356	106	182	188	240	456	181	77	152	39	105	727	864	14	74	45	237	852	80	163	250	103	65	268	107	72	28	285	78	320	893	264	824	976	326	754					
7	Число бюллетеней в переносных ящиках для голосования	1253	58	15	26	36	2	14	108	31	2	55	15	59	71	27	32	26	21	22	46	15	9	16	93	0	28	57	25	66	12	12	1	89	0	90	28	17	9	11	4	5					
8	Число бюллетеней в стационарных ящиках для голосования	17976	159	694	152	43	392	180	280	431	508	588	314	64	277	101	173	1247	1265	80	79	41	398	1132	77	137	392	140	102	336	131	167	101	426	102	440	1229	519	1264	1504	970	1341					
9	Число недействительных бюллетеней	740	11	48	12	2	17	18	47	24	7	40	18	5	21	1	10	52	36	2	5	1	14	93	7	0	27	9	21	19	12	4	1	11	1	30	42	17	10	28	5	12					
10	Число действительных бюллетеней	18489	206	661	166	77	377	176	341	438	503	603	311	118	327	127	195	1221	1250	100	120	55	393	1055	163	137	393	188	106	383	131	175	101	504	101	500	1215	519	1263	1487	969	1334					
