Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Серышевская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648					
1	"Число избирателей, внесенных в списки избирателей"	20726	516	303	551	151	164	64	460	80	363	414	392	433	206	258	436	468	158	1124	687	275	293	172	115	671	813	701	256	188	250	488	197	103	181	190	288	65	63	1540	1715	1695	1854	1385					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20071	530	330	585	142	174	63	455	76	350	425	385	430	210	255	455	460	170	910	710	280	305	175	116	615	805	640	240	170	230	500	205	100	190	190	295	72	58	1400	1600	1650	1770	1350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14314	406	195	436	121	138	52	359	72	300	249	253	372	161	195	312	388	127	760	463	237	241	151	100	436	539	435	169	157	203	379	169	88	166	168	243	59	54	920	1015	879	1243	904					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1718	76	87	45	10	12	3	56	4	25	94	56	24	28	21	56	30	17	0	57	8	28	9	12	112	88	118	37	10	24	7	10	7	9	5	19	6	4	110	170	188	16	20					
6	Число погашенных избирательных бюллетеней	4039	48	48	104	11	24	8	40	0	25	82	76	34	21	39	87	42	26	150	190	35	36	15	4	67	178	87	34	3	3	114	26	5	15	17	33	7	0	370	415	583	511	426					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1718	76	87	45	10	12	3	56	4	25	94	56	24	28	21	56	30	17	0	57	8	28	9	12	112	88	118	37	10	24	7	10	7	9	5	19	6	4	110	170	188	16	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14312	406	195	436	121	138	52	359	72	300	249	253	372	161	195	312	388	127	758	463	237	241	151	100	436	539	435	169	157	203	379	169	88	166	168	243	59	54	920	1015	879	1243	904					
9	Число недействительных избирательных бюллетеней	130	5	4	1	0	1	0	1	1	6	3	1	4	2	0	6	2	1	3	6	2	4	3	5	2	7	3	2	1	0	10	0	0	1	1	5	0	1	13	5	4	9	5					
10	Число действительных избирательных бюллетеней	15900	477	278	480	131	149	55	414	75	319	340	308	392	187	216	362	416	143	755	514	243	265	157	107	546	620	550	204	166	227	376	179	95	174	172	257	65	57	1017	1180	1063	1250	919					
