Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Серышевская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638					
1	"Число избирателей, внесенных в список избирателей"	20339	548	289	512	129	151	57	453	77	326	415	372	410	192	240	421	405	150	1007	703	277	252	155	115	743	969	785	262	250	463	166	101	201	138	273	61	57	1469	1722	2971	2052					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20759	491	290	518	133	153	54	462	79	341	424	384	422	190	246	438	418	155	1245	731	284	265	159	119	704	1000	770	267	254	472	172	99	209	196	288	65	57	1449	1674	2970	2112					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11164	355	146	250	90	106	45	239	63	209	222	269	278	134	171	229	215	106	749	340	180	159	106	70	282	421	380	139	163	250	108	66	134	131	169	40	34	645	823	1570	1078					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1163	24	45	29	5	10	5	50	1	29	42	45	16	12	12	22	25	5	30	49	10	16	17	14	97	116	61	26	24	23	10	9	6	7	14	2	0	78	119	18	40					
6	Число погашенных избирательных бюллетеней	8432	112	99	239	38	37	4	173	15	103	160	70	128	44	63	187	178	44	466	342	94	90	36	35	325	463	329	102	67	199	54	24	69	58	105	23	23	726	732	1382	994					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1163	24	45	29	5	10	5	50	1	29	42	45	16	12	12	22	25	5	30	49	10	16	17	14	97	116	61	26	24	23	10	9	6	7	14	2	0	78	119	18	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11161	355	146	250	90	106	45	239	63	209	222	269	278	134	171	229	215	106	748	340	180	159	106	70	282	421	380	139	163	250	108	66	134	131	169	40	34	645	823	1570	1076					
9	Число недействительных избирательных бюллетеней	191	8	6	6	3	0	1	2	0	9	6	1	4	1	7	6	3	3	8	2	5	4	1	6	4	5	5	1	1	27	1	1	1	3	3	0	1	3	16	21	6					
10	Число действительных избирательных бюллетеней	12133	371	185	273	92	116	49	287	64	229	258	313	290	145	176	245	237	108	770	387	185	171	122	78	375	532	436	164	186	246	117	74	139	135	180	42	33	720	926	1567	1110					
