Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Североморская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452					
1	"Число избирателей, внесенных в списки"	62749	2940	2792	3275	3184	2739	2496	2286	2059	1335	2740	2739	2719	2774	2763	2168	1537	1744	2880	555	1668	2268	2001	2312	2588	1049	980	2352	292	818	137	490	69					
2	"Число бюллетеней, полученных участковыми комиссиями"	61155	2900	2700	3000	2700	2500	2500	2200	2050	1350	2750	2750	2600	2700	2800	2200	1500	1700	2800	540	1650	2200	1950	2300	2500	1100	1000	2300	310	840	125	550	90					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	91	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	35702	1533	1577	2029	2109	2038	1481	1433	1079	701	1534	1515	1440	1404	1533	1083	753	933	1639	326	1001	1258	924	1175	1353	448	704	1474	206	470	115	365	69					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	434	6	15	9	29	4	7	24	5	14	11	5	8	8	16	14	9	4	21	2	5	6	2	4	6	7	0	58	0	10	0	125	0					
6	Число погашенных бюллетеней	24928	1361	1108	962	562	367	1012	743	966	635	1205	1230	1152	1288	1251	1103	738	763	1140	212	644	936	1024	1121	1141	645	296	768	104	360	10	60	21					
7	Число бюллетеней в переносных ящиках для голосования	525	6	15	9	29	95	7	24	5	14	11	5	8	8	16	14	9	4	21	2	5	6	2	4	6	7	0	58	0	10	0	125	0					
8	Число бюллетеней в стационарных ящиках для голосования	35653	1530	1577	2024	2084	2032	1481	1433	1078	701	1534	1515	1434	1404	1533	1082	753	933	1639	326	1001	1257	924	1175	1353	448	704	1473	206	470	115	365	69					
9	Число недействительных бюллетеней	252	3	9	25	20	20	14	12	4	3	4	8	12	2	14	11	5	2	8	4	5	4	4	14	7	0	12	13	2	4	4	3	0					
10	Число действительных бюллетеней	35926	1533	1583	2008	2093	2107	1474	1445	1079	712	1541	1512	1430	1410	1535	1085	757	935	1652	324	1001	1259	922	1165	1352	455	692	1518	204	476	111	487	69					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1430	50	50	50	50	50	50	50	40	30	50	50	110	50	100	40	40	30	50	30	40	40	40	50	50	40	50	50	50	50	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	576	35	23	29	35	9	32	30	14	3	19	23	63	12	67	15	14	10	32	6	15	15	1	8	6	19	15	15	4	7	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	467	15	12	15	10	14	12	13	19	4	3	13	40	12	17	8	5	5	3	4	8	3	0	9	35	2	10	5	1	1	3	166	0					
14	Число погашенных открепительных удостоверений	854	15	27	21	15	41	18	20	26	27	31	27	47	38	33	25	26	20	18	24	25	25	39	42	44	21	35	35	46	43	0	0	0					
15	Число открепительных удостоверений выданных ТИК	14	1	0	0	3	1	2	0	1	0	0	2	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	"1. ""ЕДИНЕНИЕ"""	345	14	15	21	25	27	21	17	5	1	9	10	12	9	20	7	4	1	19	5	11	10	0	15	9	0	26	10	5	7	1	5	4					
