Выборы Президента Российской Федерации																																																												
Дата голосования: 02.03.2008																																																												
																																																												
Наименование Избирательной комиссии:    Рославльская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
	Число участковых избирательных комиссий	53																																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	53																																																										
																																																												
		Сумма	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418					
1	"Число избирателей, включенных в списки избирателей"	60808	1914	1313	1621	2471	993	1472	1820	2354	1343	1021	1884	1815	1159	2226	2115	1033	2358	1924	1257	1728	2479	2058	2263	2773	1799	774	325	303	429	1396	301	507	169	365	2014	205	132	455	165	641	442	465	441	1435	1458	718	483	195	447	177	317	351	505					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	61871	1992	1318	1639	2433	1007	1593	1818	2379	1324	1017	1902	1845	1146	2218	2118	1022	2374	1936	1177	1731	2569	2188	2386	2799	1807	815	341	319	456	1414	343	526	163	370	2105	213	141	469	178	670	425	479	451	1469	1474	719	529	203	478	182	341	361	499					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	34997	1358	567	805	1370	474	763	799	1311	623	475	873	813	600	1145	1149	635	1047	1015	646	1240	1996	1326	1310	1595	1146	521	219	189	249	1263	145	369	125	256	1271	89	61	227	130	425	218	371	292	882	858	470	249	102	244	133	173	222	163					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	6880	134	192	63	127	88	112	56	106	48	157	93	229	114	68	131	140	78	71	391	32	90	65	47	77	80	190	89	110	168	133	121	86	31	100	457	111	66	219	28	148	189	77	130	205	288	192	159	74	164	30	133	111	282					
6	Число погашенных избирательных бюллетеней	19994	500	559	771	936	445	718	963	962	653	385	936	803	432	1005	838	247	1249	850	140	459	483	797	1029	1127	581	104	33	20	39	18	77	71	7	14	377	13	14	23	20	97	18	31	29	382	328	57	121	27	70	19	35	28	54					
