Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Покровская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645					
1	"Число избирателей, внесенных в списки"	12793	2083	891	332	154	161	426	300	404	379	528	414	184	457	391	322	417	302	99	169	346	1094	406	322	289	339	273	257	248	241	171	230	164					
2	"Число бюллетеней, полученных участковыми комиссиями"	12700	2062	973	326	154	163	427	288	401	365	516	415	183	461	362	321	409	298	98	167	339	1094	391	323	279	335	269	249	227	240	169	230	166					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9103	1778	760	230	121	110	262	228	293	256	279	276	150	331	253	234	224	230	76	125	275	640	315	162	170	206	206	195	192	194	108	139	85					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3158	140	131	92	32	51	149	58	104	100	237	125	33	121	107	85	185	68	22	42	44	375	59	157	109	120	51	54	35	46	59	89	78					
6	Число погашенных бюллетеней	439	144	82	4	1	2	16	2	4	9	0	14	0	9	2	2	0	0	0	0	20	79	17	4	0	9	12	0	0	0	2	2	3					
7	Число бюллетеней в переносных ящиках для голосования	3158	140	131	92	32	51	149	58	104	100	237	125	33	121	107	85	185	68	22	42	44	375	59	157	109	120	51	54	35	46	59	89	78					
8	Число бюллетеней в стационарных ящиках для голосования	9103	1778	760	230	121	110	262	228	293	256	279	276	150	331	253	234	224	230	76	125	275	640	315	162	170	206	206	195	192	194	108	139	85					
9	Число недействительных бюллетеней	140	48	7	4	1	0	1	3	1	0	30	3	3	1	1	1	2	0	0	1	2	3	15	0	1	3	0	0	2	5	1	0	1					
10	Число действительных бюллетеней	12121	1870	884	318	152	161	410	283	396	356	486	398	180	451	359	318	407	298	98	166	317	1012	359	319	278	323	257	249	225	235	166	228	162					
