Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Выксунская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №2490					
1	"Число избирателей, внесенных в списки избирателей"	72056	2143	1126	2215	2065	1124	1279	1923	1976	1875	2004	441	2355	2728	2081	2070	330	2516	2276	1779	1697	2215	2460	2530	2268	1427	1268	1590	763	1733	1902	2331	1877	1027	974	790	669	1434	1527	298	862	1130	495	643	338	356	120	157	891	209	262	740	767					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	71872	2205	1145	2241	2062	1127	1251	1928	1959	1873	1980	450	2356	2408	1643	2132	323	2507	2302	1768	1688	2313	2573	2643	2369	1380	1256	1601	780	1782	1952	2292	1852	1009	987	814	670	1433	1542	291	864	1144	488	642	343	381	131	157	909	214	259	737	716					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	46417	1429	803	1500	1292	741	799	1125	1350	1297	1317	441	1491	1637	1099	1463	220	1642	1534	1187	969	1461	1617	1641	1530	856	890	1016	476	1170	1322	1225	1003	662	668	591	430	868	936	198	650	699	305	428	220	254	102	119	507	136	235	385	481					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3476	20	4	76	66	25	40	69	13	23	96	0	60	394	439	107	15	37	50	51	30	27	25	41	47	109	10	108	120	55	26	78	111	46	65	9	54	62	72	33	46	113	100	46	49	50	8	10	136	17	18	155	15					
6	Число погашенных избирательных бюллетеней	21979	756	338	665	704	361	412	734	596	553	567	9	805	377	105	562	88	828	718	530	689	825	931	961	792	415	356	477	184	557	604	989	738	301	254	214	186	503	534	60	168	332	83	168	74	77	21	28	266	61	6	197	220					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3476	20	4	76	66	25	40	69	13	23	96	0	60	394	439	107	15	37	50	51	30	27	25	41	47	109	10	108	120	55	26	78	111	46	65	9	54	62	72	33	46	113	100	46	49	50	8	10	136	17	18	155	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	46409	1429	803	1500	1292	741	799	1125	1346	1297	1317	441	1489	1637	1099	1463	220	1642	1533	1187	969	1461	1617	1641	1530	856	890	1016	476	1170	1322	1224	1003	662	668	591	430	868	936	198	650	699	305	428	220	254	102	119	507	136	235	385	481					
9	Число недействительных избирательных бюллетеней	350	4	0	9	9	9	12	8	9	8	12	4	8	10	11	7	2	18	13	6	8	17	8	13	8	0	3	5	0	6	29	14	19	9	7	5	4	14	7	0	5	2	2	0	0	0	2	0	3	0	0	1	0					
10	Число действительных избирательных бюллетеней	49535	1445	807	1567	1349	757	827	1186	1350	1312	1401	437	1541	2021	1527	1563	233	1661	1570	1232	991	1471	1634	1669	1569	965	897	1119	596	1219	1319	1288	1095	699	726	595	480	916	1001	231	691	810	403	474	269	304	108	129	640	153	253	539	496					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	882	35	20	20	20	20	20	22	23	35	20	0	35	25	20	20	20	25	20	20	20	25	40	25	25	30	23	12	10	15	15	15	15	10	10	2	5	10	10	5	10	10	10	10	10	10	5	10	20	10	10	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	600	31	16	16	12	8	13	21	22	30	16	0	29	21	12	4	5	23	17	15	16	25	29	20	19	22	22	10	3	12	12	11	9	2	5	0	1	9	5	4	2	4	0	2	2	3	3	0	16	3	0	7	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	450	2	13	5	4	1	14	18	16	10	16	82	22	21	14	5	4	8	6	7	7	6	11	9	8	19	18	5	0	0	2	11	3	5	9	4	2	1	8	1	5	2	4	5	1	3	2	3	5	1	2	9	11					
14	Число погашенных неиспользованных открепительных удостоверений	282	4	4	4	8	12	7	1	1	5	4	0	6	4	8	16	15	2	3	5	4	0	11	5	6	8	1	2	7	3	3	4	6	8	5	2	4	1	5	1	8	6	10	8	8	7	2	10	4	7	10	3	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	1.Политическая партия «Аграрная партия России»	684	20	10	25	28	12	15	23	19	21	12	3	19	21	14	9	3	18	25	24	17	31	22	31	18	28	9	21	7	12	11	13	17	2	7	8	3	21	13	2	4	11	4	6	10	12	0	0	9	2	6	3	3					
		1.37%	1.38%	1.24%	1.59%	2.06%	1.57%	1.79%	1.93%	1.40%	1.59%	0.85%	0.68%	1.23%	1.03%	0.91%	0.57%	1.28%	1.07%	1.58%	1.94%	1.70%	2.08%	1.34%	1.84%	1.14%	2.90%	1.00%	1.87%	1.17%	0.98%	0.82%	0.99%	1.53%	0.28%	0.95%	1.33%	0.62%	2.26%	1.29%	0.87%	0.57%	1.35%	0.99%	1.27%	3.72%	3.95%	0.00%	0.00%	1.40%	1.31%	2.37%	0.56%	0.60%					
19	2.Всероссийская политическая партия «Гражданская Сила»	282	6	5	6	6	8	5	15	9	13	17	1	9	12	12	6	2	10	11	13	10	10	7	20	8	6	6	3	2	3	3	5	3	1	2	2	2	5	3	2	3	1	0	1	0	1	0	0	0	1	2	2	2					
		0.57%	0.41%	0.62%	0.38%	0.44%	1.04%	0.60%	1.26%	0.66%	0.98%	1.20%	0.23%	0.58%	0.59%	0.78%	0.38%	0.85%	0.60%	0.69%	1.05%	1.00%	0.67%	0.43%	1.19%	0.51%	0.62%	0.67%	0.27%	0.34%	0.24%	0.22%	0.38%	0.27%	0.14%	0.27%	0.33%	0.41%	0.54%	0.30%	0.87%	0.43%	0.12%	0.00%	0.21%	0.00%	0.33%	0.00%	0.00%	0.00%	0.65%	0.79%	0.37%	0.40%					
20	3.Политическая партия «Демократическая партия России»	38	1	0	1	6	0	0	0	3	0	2	0	2	2	4	0	0	1	1	1	0	1	0	0	0	1	0	2	1	0	0	0	1	0	2	0	0	1	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0					
		0.08%	0.07%	0.00%	0.06%	0.44%	0.00%	0.00%	0.00%	0.22%	0.00%	0.14%	0.00%	0.13%	0.10%	0.26%	0.00%	0.00%	0.06%	0.06%	0.08%	0.00%	0.07%	0.00%	0.00%	0.00%	0.10%	0.00%	0.18%	0.17%	0.00%	0.00%	0.00%	0.09%	0.00%	0.27%	0.00%	0.00%	0.11%	0.00%	0.00%	0.29%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.31%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4514	124	63	138	114	64	78	126	121	196	195	38	201	166	108	98	20	150	183	195	106	200	169	172	196	96	53	81	21	71	95	108	74	23	42	33	37	97	126	11	36	69	19	28	22	18	4	5	20	4	19	39	42					
		9.05%	8.56%	7.81%	8.76%	8.39%	8.36%	9.30%	10.55%	8.90%	14.85%	13.80%	8.62%	12.98%	8.17%	7.02%	6.24%	8.51%	8.93%	11.56%	15.75%	10.61%	13.44%	10.29%	10.23%	12.43%	9.95%	5.89%	7.21%	3.52%	5.80%	7.05%	8.29%	6.64%	3.25%	5.73%	5.50%	7.64%	10.43%	12.50%	4.76%	5.17%	8.50%	4.69%	5.91%	8.18%	5.92%	3.64%	3.88%	3.11%	2.61%	7.51%	7.22%	8.47%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	138	8	5	1	0	3	1	4	4	14	7	1	8	7	4	6	2	5	8	5	2	2	7	5	5	1	2	1	0	1	0	4	1	2	0	1	1	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	5					
