Выборы Президента Российской Федерации																																															
																																															
Наименование Избирательной комиссии:    район Чертаново Южное																																															
																																															
Итоги голосования 																																															
																																															
		Сумма	УИК №1972	УИК №1973	УИК №1974	УИК №1975	УИК №1976	УИК №1977	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №3159					
1	"Число избирателей, внесенных в список"	85915	2363	2508	2203	2596	2647	2311	2462	2398	2406	2307	2514	2477	2641	2542	2467	2265	2274	1835	1875	2050	2175	1958	2154	2408	2275	2111	2421	1648	1957	1966	2231	1536	1801	1805	1925	2470	2494	1864	1066	509					
2	Число полученных избирательных бюллетеней	81410	2200	2400	2100	2400	2400	2000	2000	2300	2300	2100	2400	2400	2500	2400	2300	2100	2300	1900	1900	2000	2000	1800	2000	2100	2300	2100	2100	1700	2000	2000	2000	1500	1500	2000	1900	2200	2400	1600	1300	510					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	63379	1924	2106	1714	1923	1811	1740	1716	1833	2041	1962	1902	1754	1842	1778	1802	1517	1675	1307	1449	1520	1579	1090	1561	1679	1668	1578	1680	1258	1406	1478	1685	975	1437	1321	1311	1869	2192	1405	857	34					
5	"Число избирательных бюллетеней, выданных вне помещения"	2276	47	51	30	39	28	108	90	61	43	34	51	22	8	19	47	32	39	32	50	56	34	38	85	68	47	57	63	29	47	72	81	11	6	18	57	47	80	31	43	475					
6	Число погашенных избирательных бюллетеней	15755	229	243	356	438	561	152	194	406	216	104	447	624	650	603	451	551	586	561	401	424	387	672	354	353	585	465	357	413	547	450	234	514	57	661	532	284	128	164	400	1					
7	Число избирательных бюллетеней в переносных ящиках	2275	47	51	30	39	28	108	90	61	43	33	51	22	8	19	47	32	39	32	50	56	34	38	85	68	47	57	63	29	47	72	81	11	6	18	57	47	80	31	43	475					
8	Число бюллетеней в стационарных ящиках для голосования	63106	1924	2099	1714	1923	1807	1740	1716	1833	2038	1948	1902	1747	1839	1778	1802	1512	1675	1307	1449	1510	1579	1090	1561	1679	1668	1570	1663	1229	1406	1478	1685	964	1437	1321	1284	1822	2122	1395	856	34					
9	Число недействительных избирательных бюллетеней	562	17	56	21	20	6	20	10	17	13	19	22	7	17	9	6	9	0	6	2	9	13	3	10	8	0	64	49	5	12	7	17	0	26	15	5	0	10	15	6	11					
10	Число действительных избирательных бюллетеней	64819	1954	2094	1723	1942	1829	1828	1796	1877	2068	1962	1931	1762	1830	1788	1843	1535	1714	1333	1497	1557	1600	1125	1636	1739	1715	1563	1677	1253	1441	1543	1749	975	1417	1324	1336	1869	2192	1411	893	498					
11	Число полученных открепительных  удостоверений	2335	50	50	50	50	50	80	50	80	50	50	50	70	70	50	50	70	80	80	80	80	50	50	70	70	50	50	50	50	50	50	55	50	80	50	50	90	80	50	50	0					
12	Число выданных открепительных удостоверений	2290	48	49	50	46	50	80	50	80	48	49	49	70	57	41	50	70	80	80	68	80	50	50	70	70	50	50	50	50	50	50	55	50	80	50	50	90	80	50	50	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	972	12	21	19	34	37	18	27	21	11	27	22	37	12	28	37	35	9	21	26	17	22	13	27	46	23	38	26	19	7	18	29	20	36	27	13	27	25	40	19	26					
14	Число неиспользованных открепительных удостоверений	45	2	1	0	4	0	0	0	0	2	1	1	0	13	9	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	46	0	1	1	0	0	0	1	1	2	1	1	1	0	0	1	3	1	4	1	3	1	0	2	3	3	1	4	3	1	1	1	0	0	0	0	0	3	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																															
18	. Глазьев Сергей Юрьевич	3307	79	121	76	95	146	93	95	67	87	56	106	135	165	154	131	69	112	68	67	62	70	68	93	80	73	88	69	33	73	65	85	49	30	48	95	99	77	56	50	22					
		5.06%	4.01%	5.63%	4.36%	4.84%	7.96%	5.03%	5.26%	3.54%	4.18%	2.83%	5.43%	7.63%	8.93%	8.57%	7.08%	4.47%	6.53%	5.08%	4.47%	3.96%	4.34%	6.03%	5.65%	4.58%	4.26%	5.41%	4.00%	2.62%	5.02%	4.19%	4.81%	5.03%	2.08%	3.58%	7.08%	5.30%	3.50%	3.93%	5.56%	4.32%					
19	. Малышкин Олег Александрович	899	23	19	20	26	42	14	27	15	23	21	32	27	24	17	42	23	26	12	11	19	12	12	30	23	12	19	25	22	11	31	32	14	35	34	18	31	17	16	27	15					
		1.38%	1.17%	0.88%	1.15%	1.33%	2.29%	0.76%	1.50%	0.79%	1.11%	1.06%	1.64%	1.53%	1.30%	0.95%	2.27%	1.49%	1.52%	0.90%	0.73%	1.21%	0.74%	1.06%	1.82%	1.32%	0.70%	1.17%	1.45%	1.75%	0.76%	2.00%	1.81%	1.44%	2.43%	2.54%	1.34%	1.66%	0.77%	1.12%	3.00%	2.95%					
20	. Миронов Сергей Михайлович	468	7	7	8	10	31	7	13	9	7	9	17	8	10	7	14	17	35	11	7	9	11	5	25	15	10	8	11	9	5	28	16	4	16	11	5	10	2	10	20	4					
		0.72%	0.36%	0.33%	0.46%	0.51%	1.69%	0.38%	0.72%	0.48%	0.34%	0.45%	0.87%	0.45%	0.54%	0.39%	0.76%	1.10%	2.04%	0.82%	0.47%	0.57%	0.68%	0.44%	1.52%	0.86%	0.58%	0.49%	0.64%	0.72%	0.34%	1.81%	0.91%	0.41%	1.11%	0.82%	0.37%	0.54%	0.09%	0.70%	2.22%	0.79%					
21	. Путин Владимир Владимирович	48224	1552	1599	1337	1516	1161	1401	1332	1180	1683	1541	1403	1214	1198	1198	1131	1182	1210	996	1196	1137	1232	803	1231	1336	1329	1132	1282	978	1117	1132	1363	691	1165	1042	950	1405	1824	1150	562	333					
		73.76%	78.74%	74.37%	76.66%	77.27%	63.27%	75.81%	73.75%	62.30%	80.87%	77.79%	71.84%	68.63%	64.86%	66.67%	61.17%	76.55%	70.60%	74.38%	79.79%	72.61%	76.38%	71.19%	74.79%	76.47%	77.49%	69.58%	74.28%	77.74%	76.88%	73.03%	77.18%	70.87%	80.73%	77.82%	70.84%	75.17%	82.83%	80.65%	62.51%	65.42%					
22	. Хакамада Ирина Муцуовна	4104	101	144	92	62	168	116	114	407	103	123	123	126	119	124	176	86	100	91	71	143	86	86	84	91	101	87	81	86	79	83	67	65	44	56	81	117	95	47	45	34					
		6.28%	5.12%	6.70%	5.28%	3.16%	9.16%	6.28%	6.31%	21.49%	4.95%	6.21%	6.30%	7.12%	6.44%	6.90%	9.52%	5.57%	5.83%	6.80%	4.74%	9.13%	5.33%	7.62%	5.10%	5.21%	5.89%	5.35%	4.69%	6.84%	5.44%	5.35%	3.79%	6.67%	3.05%	4.18%	6.04%	6.26%	4.31%	3.30%	5.01%	6.68%					
23	. Харитонов Николай Михайлович	4070	111	117	105	130	132	102	121	102	79	91	135	129	153	138	183	94	100	107	103	86	123	81	101	118	92	112	76	66	83	102	117	79	65	62	84	97	105	62	104	23					
		6.23%	5.63%	5.44%	6.02%	6.63%	7.19%	5.52%	6.70%	5.39%	3.80%	4.59%	6.91%	7.29%	8.28%	7.68%	9.90%	6.09%	5.83%	7.99%	6.87%	5.49%	7.63%	7.18%	6.14%	6.75%	5.36%	6.88%	4.40%	5.25%	5.71%	6.58%	6.63%	8.10%	4.50%	4.63%	6.26%	5.19%	4.77%	4.35%	11.57%	4.52%					
																																															
24	Против всех	3747	81	87	85	103	149	95	94	97	86	121	115	123	161	150	166	64	131	48	42	101	66	70	72	76	98	117	133	59	73	102	69	73	62	71	103	110	72	70	85	67					
		5.73%	4.11%	4.05%	4.87%	5.25%	8.12%	5.14%	5.20%	5.12%	4.13%	6.11%	5.89%	6.95%	8.72%	8.35%	8.98%	4.15%	7.64%	3.58%	2.80%	6.45%	4.09%	6.21%	4.37%	4.35%	5.71%	7.19%	7.71%	4.69%	5.02%	6.58%	3.91%	7.49%	4.30%	5.30%	7.68%	5.89%	3.27%	4.91%	9.45%	13.16%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
