Выборы Президента Российской Федерации																																																																														
Дата голосования: 04.03.2012																																																																														
																																																																														
Наименование Избирательной комиссии:    Буинская																																																																														
																																																																														
Сводная таблица итогов голосования																																																																														
																																																																														
	Число участковых избирательных комиссий	67																																																																												
	Число участковых избирательных комиссий, приступивших к передаче сведений	67																																																																												
																																																																														
		Сумма	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253									
1	Число избирателей, включенных в список избирателей	18801	668	494	490	86	230	538	313	190	204	151	292	108	182	480	176	167	74	144	151	236	76	174	439	75	99	596	85	135	294	190	64	306	234	539	640	458	86	881	104	549	50	404	143	166	209	589	394	386	106	1143	264	175	108	30	354	53	468	268	492	121	92	320	189	63	330	322	164									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	20083	751	516	515	93	243	560	330	191	219	164	308	114	194	513	184	190	85	175	154	248	76	191	469	86	108	658	86	141	303	193	69	314	244	559	654	558	100	921	115	584	57	422	145	178	234	649	419	429	122	1185	279	188	114	33	373	62	500	274	544	128	99	331	196	72	343	354	177									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	16561	532	426	443	72	189	469	259	153	183	126	259	101	172	402	144	137	68	124	141	205	61	147	389	69	75	500	80	122	249	157	55	260	193	488	483	400	77	830	88	458	40	396	124	146	194	558	375	336	95	1035	239	152	103	14	303	53	433	268	442	118	81	320	180	54	302	272	142									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2111	99	65	37	14	41	64	53	30	21	25	30	6	10	69	30	30	6	20	10	31	15	24	50	6	24	73	3	12	45	33	9	44	41	49	150	58	9	49	16	89	10	8	19	20	14	30	17	50	11	106	25	23	5	16	51	0	35	0	49	3	11	0	9	9	28	50	22									
6	Число погашенных избирательных бюллетеней	1411	120	25	35	7	13	27	18	8	15	13	19	7	12	42	10	23	11	31	3	12	0	20	30	11	9	85	3	7	9	3	5	10	10	22	21	100	14	42	11	37	7	18	2	12	26	61	27	43	16	44	15	13	6	3	19	9	32	6	53	7	7	11	7	9	13	32	13									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2111	99	65	37	14	41	64	53	30	21	25	30	6	10	69	30	30	6	20	10	31	15	24	50	6	24	73	3	12	45	33	9	44	41	49	150	58	9	49	16	89	10	8	19	20	14	30	17	50	11	106	25	23	5	16	51	0	35	0	49	3	11	0	9	9	28	50	22									
8	Число бюллетеней в стационарных ящиках для голосования	16560	532	426	443	72	189	468	259	153	183	126	259	101	172	402	144	137	68	124	141	205	61	147	389	69	75	500	80	122	249	157	55	260	193	488	483	400	77	830	88	458	40	396	124	146	194	558	375	336	95	1035	239	152	103	14	303	53	433	268	442	118	81	320	180	54	302	272	142									
