Выборы Президента Российской Федерации																																																																										
Дата голосования: 02.03.2008																																																																										
																																																																										
Наименование Избирательной комиссии:    Буинская																																																																										
																																																																										
Сводная таблица результатов выборов																																																																										
																																																																										
	Число участковых избирательных комиссий	67																																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	67																																																																								
																																																																										
		Сумма	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252					
1	"Число избирателей, включенных в списки избирателей"	19527	712	523	321	190	505	92	250	316	188	69	614	370	473	203	153	480	300	99	995	136	493	191	297	251	310	182	68	177	80	152	160	239	86	184	462	84	113	213	516	96	628	79	109	171	423	143	189	1125	270	186	123	43	589	65	407	120	369	67	350	370	476	109	198	255	540	139	641					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19552	715	526	322	195	505	92	250	311	186	69	617	370	488	205	154	484	288	98	994	134	496	192	297	250	308	180	68	177	80	152	160	237	86	186	466	84	114	215	522	96	630	76	109	168	427	145	194	1105	270	184	123	43	590	66	412	120	369	67	350	370	480	110	199	255	540	139	642					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	18686	606	490	302	178	502	92	247	310	181	67	603	370	426	177	138	444	274	94	955	126	457	189	282	235	304	177	66	177	80	152	160	223	86	160	456	81	111	213	492	92	619	72	109	148	417	139	181	1058	259	176	116	38	565	60	400	120	355	67	344	364	476	109	198	255	529	139	598					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	749	98	33	19	12	0	0	3	0	5	2	11	0	41	26	15	36	12	4	31	8	34	0	14	15	3	3	2	0	0	0	0	14	0	24	6	3	2	0	24	4	9	4	0	20	6	4	8	47	11	8	7	5	24	5	7	0	14	0	6	6	0	0	0	0	11	0	43					
6	Число погашенных избирательных бюллетеней	117	11	3	1	5	3	0	0	1	0	0	3	0	21	2	1	4	2	0	8	0	5	3	1	0	1	0	0	0	0	0	0	0	0	2	4	0	1	2	6	0	2	0	0	0	4	2	5	0	0	0	0	0	1	1	5	0	0	0	0	0	4	1	1	0	0	0	1					
7	Число избирательных бюллетеней в переносных ящиках для голосования	749	98	33	19	12	0	0	3	0	5	2	11	0	41	26	15	36	12	4	31	8	34	0	14	15	3	3	2	0	0	0	0	14	0	24	6	3	2	0	24	4	9	4	0	20	6	4	8	47	11	8	7	5	24	5	7	0	14	0	6	6	0	0	0	0	11	0	43					
8	Число бюллетеней в стационарных ящиках для голосования	18685	606	490	302	178	502	92	247	310	181	67	603	370	426	177	138	444	274	94	955	126	457	189	282	235	304	177	66	177	80	152	160	223	86	160	456	81	111	213	492	92	619	71	109	148	417	139	181	1058	259	176	116	38	565	60	400	120	355	67	344	364	476	109	198	255	529	139	598					
