Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Лухская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613					
1	"Число избирателей, внесенных в списки избирателей"	6631	2442	224	264	214	306	102	121	225	637	84	65	333	173	214	1011	216					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6854	2465	246	310	254	319	97	142	270	644	85	76	336	180	224	993	213					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3864	1462	167	127	125	179	68	58	136	376	62	56	155	85	103	590	115					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	872	100	38	84	41	67	11	51	50	100	14	9	47	22	76	118	44					
6	Число погашенных избирательных бюллетеней	2118	903	41	99	88	73	18	33	84	168	9	11	134	73	45	285	54					
7	Число избирательных бюллетеней в переносных ящиках для голосования	872	100	38	84	41	67	11	51	50	100	14	9	47	22	76	118	44					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3861	1459	167	127	125	179	68	58	136	376	62	56	155	85	103	590	115					
9	Число недействительных избирательных бюллетеней	32	13	0	1	1	1	1	0	1	1	0	2	1	3	1	6	0					
10	Число действительных избирательных бюллетеней	4701	1546	205	210	165	245	78	109	185	475	76	63	201	104	178	702	159					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	117	30	8	5	5	5	3	5	5	10	3	3	5	5	5	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	107	25	8	5	5	5	3	4	5	10	3	2	5	5	5	15	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	56	14	6	1	0	3	0	1	6	7	2	2	5	0	0	7	2					
14	Число погашенных неиспользованных открепительных удостоверений	10	5	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
