Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Ярославская - 195																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	26130	1677	2450	1943	1757	1526	2701	1159	1598	1860	512	1128	1214	552	317	836	564	1434	1299	959	334	310									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20050	1300	1800	1500	1300	1200	2100	900	1200	1400	400	900	950	400	250	650	450	1100	1000	750	250	250									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7638	434	772	451	552	477	927	339	394	521	190	335	375	123	130	212	102	381	465	285	108	65									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1022	147	5	45	59	37	19	44	12	23	24	74	41	48	22	121	58	36	43	19	95	50									
6	Число погашенных избирательных бюллетеней	11390	719	1023	1004	689	686	1154	517	794	856	186	491	534	229	98	317	290	683	492	446	47	135									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1022	147	5	45	59	37	19	44	12	23	24	74	41	48	22	121	58	36	43	19	95	50									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7638	434	772	451	552	477	927	339	394	521	190	335	375	123	130	212	102	381	465	285	108	65									
9	Число недействительных избирательных бюллетеней	153	6	9	12	3	13	20	2	7	6	1	6	8	3	2	8	3	17	9	6	10	2									
10	Число действительных избирательных бюллетеней	8507	575	768	484	608	501	926	381	399	538	213	403	408	168	150	325	157	400	499	298	193	113									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	380	20	30	25	25	20	25	15	20	20	10	20	20	10	10	15	10	25	25	15	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	76	3	9	8	8	0	5	0	2	7	3	6	1	2	2	2	1	2	4	11	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	100	3	4	5	3	5	9	7	6	6	0	1	5	3	1	2	9	4	13	10	1	3									
14	Число погашенных неиспользованных открепительных удостоверений	304	17	21	17	17	20	20	15	18	13	7	14	19	8	8	13	9	23	21	4	10	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	1	0	1	1	0	0	3	0	0	2	1	0	0	0	0	1	0	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	133	15	9	16	14	2	11	6	5	8	3	0	4	4	1	3	4	3	17	6	2	0									
		1.54%	2.58%	1.16%	3.23%	2.29%	0.39%	1.16%	1.57%	1.23%	1.47%	1.40%	0.00%	0.96%	2.34%	0.66%	0.90%	2.50%	0.72%	3.35%	1.97%	0.99%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	208	14	21	14	12	12	30	8	2	10	3	10	10	6	3	10	2	8	16	10	6	1									
		2.40%	2.41%	2.70%	2.82%	1.96%	2.33%	3.17%	2.09%	0.49%	1.84%	1.40%	2.44%	2.40%	3.51%	1.97%	3.00%	1.25%	1.92%	3.15%	3.29%	2.96%	0.87%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	223	17	19	7	15	8	20	11	10	16	2	12	14	6	4	7	6	14	12	8	13	2									
		2.58%	2.93%	2.45%	1.41%	2.45%	1.56%	2.11%	2.87%	2.46%	2.94%	0.93%	2.93%	3.37%	3.51%	2.63%	2.10%	3.75%	3.36%	2.36%	2.63%	6.40%	1.74%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3860	280	318	204	271	237	415	182	186	231	126	193	126	83	64	123	84	170	238	129	136	64									
		44.57%	48.19%	40.93%	41.13%	44.35%	46.11%	43.87%	47.52%	45.81%	42.46%	58.88%	47.19%	30.29%	48.54%	42.11%	36.94%	52.50%	40.77%	46.85%	42.43%	66.99%	55.65%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	133	9	12	2	5	7	14	3	12	13	5	3	7	1	0	22	3	4	3	5	1	2									
