Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Кромская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №400	УИК №401	УИК №790					
1	"Число избирателей, внесенных в списки избирателей"	16558	733	491	251	346	508	1148	526	385	867	469	459	280	184	150	290	306	314	286	1081	1607	891	1658	308	219	113	373	114	292	135	372	169	326	258	239	410					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16504	723	489	246	348	505	1149	529	401	856	472	479	263	185	153	295	303	314	286	1066	1563	897	1638	305	224	112	373	113	303	132	370	168	325	266	239	414					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11110	397	346	181	252	298	813	332	183	562	306	302	211	130	87	241	159	192	203	680	1084	607	1245	192	122	78	222	60	254	79	366	164	111	178	169	304					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2015	188	37	10	15	94	0	52	124	136	46	100	23	45	50	19	72	51	25	123	73	50	31	53	70	16	125	43	32	53	0	0	134	54	40	31					
6	Число погашенных избирательных бюллетеней	3375	134	106	55	81	113	336	145	94	158	120	77	29	10	16	35	72	71	58	263	406	240	362	60	32	18	26	10	17	0	4	4	80	34	30	79					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2015	188	37	10	15	94	0	52	124	136	46	100	23	45	50	19	72	51	25	123	73	50	31	53	70	16	125	43	32	53	0	0	134	54	40	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11110	397	346	181	252	298	813	332	183	562	306	302	211	130	87	241	159	192	203	680	1084	607	1245	192	122	78	222	60	254	79	366	164	111	178	169	304					
9	Число недействительных избирательных бюллетеней	116	6	8	0	0	0	13	2	2	1	0	0	0	15	0	2	0	1	2	3	8	0	2	5	0	0	0	1	33	6	0	0	1	1	0	4					
10	Число действительных избирательных бюллетеней	13009	579	375	191	267	392	800	382	305	697	352	402	234	160	137	258	231	242	226	800	1149	657	1274	240	192	94	347	102	253	126	366	164	244	231	209	331					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	302	9	8	4	11	8	15	8	21	13	8	15	4	3	2	5	5	5	4	19	35	25	20	5	4	2	7	2	5	2	6	3	5	5	3	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	226	8	8	2	7	1	8	3	21	12	2	15	3	0	2	5	3	3	4	18	30	19	20	2	4	2	5	0	4	2	2	0	0	5	0	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	99	8	8	5	2	1	5	2	3	4	0	0	3	1	0	3	4	3	3	4	8	6	3	2	0	1	7	2	1	3	1	2	0	0	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	76	1	0	2	4	7	7	5	0	1	6	0	1	3	0	0	2	2	0	1	5	6	0	3	0	0	2	2	1	0	4	3	5	0	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	1	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	1	0	8	7	3	8	0	0	0	0	0	0	0	0	0	0	0	0	2					
16	Число утраченных избирательных бюллетеней	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	1.Политическая партия «Аграрная партия России»	186	3	5	0	0	0	13	3	6	18	4	10	9	0	3	0	2	2	4	23	16	16	3	10	2	0	2	0	0	3	7	0	5	3	10	4					
		1.42%	0.51%	1.31%	0.00%	0.00%	0.00%	1.60%	0.78%	1.95%	2.58%	1.14%	2.49%	3.85%	0.00%	2.19%	0.00%	0.87%	0.82%	1.75%	2.86%	1.38%	2.44%	0.24%	4.08%	1.04%	0.00%	0.58%	0.00%	0.00%	2.27%	1.91%	0.00%	2.04%	1.29%	4.78%	1.19%					
19	2.Всероссийская политическая партия «Гражданская Сила»	60	2	5	0	0	0	3	0	0	6	1	0	1	0	0	0	1	0	1	15	12	6	1	1	1	0	0	0	0	0	4	0	0	0	0	0					
		0.46%	0.34%	1.31%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.86%	0.28%	0.00%	0.43%	0.00%	0.00%	0.00%	0.43%	0.00%	0.44%	1.87%	1.04%	0.91%	0.08%	0.41%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	16	1	0	0	0	0	1	3	1	0	0	0	0	0	0	0	1	1	2	2	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.12%	0.17%	0.00%	0.00%	0.00%	0.00%	0.12%	0.78%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.41%	0.88%	0.25%	0.09%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1612	28	47	8	28	25	113	38	24	77	50	27	27	17	6	22	12	30	25	140	228	110	255	25	8	12	49	8	18	8	20	3	47	25	14	38					
		12.28%	4.79%	12.27%	4.19%	10.49%	6.38%	13.90%	9.90%	7.82%	11.03%	14.20%	6.72%	11.54%	9.71%	4.38%	8.46%	5.19%	12.35%	10.96%	17.43%	19.71%	16.74%	19.98%	10.20%	4.17%	12.77%	14.12%	7.77%	6.29%	6.06%	5.46%	1.83%	19.18%	10.78%	6.70%	11.34%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	24	0	0	0	0	0	1	2	0	4	1	3	0	2	0	0	0	0	1	0	2	3	1	1	0	0	1	0	0	0	0	0	1	0	1	0					
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.52%	0.00%	0.57%	0.28%	0.75%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.17%	0.46%	0.08%	0.41%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.48%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	17	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	6	0	0	0	0	0	0	0	0	0	0	0	1	1	0					
		0.13%	0.00%	0.52%	0.52%	0.37%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.09%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.48%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	891	15	56	19	8	5	93	5	36	25	34	48	25	6	1	2	5	17	6	64	123	75	90	19	16	5	5	1	5	4	6	7	11	22	12	20					
		6.79%	2.56%	14.62%	9.95%	2.99%	1.28%	11.44%	1.30%	11.73%	3.58%	9.66%	11.94%	10.68%	3.43%	0.73%	0.77%	2.16%	6.99%	2.63%	7.97%	10.63%	11.42%	7.05%	7.76%	8.33%	5.32%	1.44%	0.97%	1.75%	3.03%	1.64%	4.27%	4.49%	9.48%	5.74%	5.97%					
