Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Зиминская районная																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10291	720	279	188	169	103	190	258	1461	255	389	457	76	174	388	592	572	579	635	260	226	187	444	236	182	1075	102	94									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9230	700	250	150	150	80	180	250	1350	230	360	400	70	150	350	550	400	500	600	210	200	180	400	210	150	1000	80	80									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3693	345	126	36	56	22	59	89	420	87	78	149	41	64	122	189	239	248	234	81	58	47	113	75	62	561	43	49									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	562	18	24	45	9	2	12	32	59	20	66	31	0	6	38	58	34	11	11	4	0	14	9	24	8	19	3	5									
6	Число погашенных избирательных бюллетеней	4971	337	100	69	85	56	109	129	871	123	216	220	29	76	190	303	127	241	355	125	142	119	278	111	80	420	34	26									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	566	18	24	45	9	2	12	32	59	20	66	31	0	10	38	58	34	11	11	4	0	14	9	24	8	19	3	5									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3693	345	126	36	56	22	59	89	420	87	78	149	41	64	122	189	239	248	234	81	58	47	113	75	62	561	43	49									
9	Число недействительных избирательных бюллетеней	168	8	0	2	2	0	1	4	7	0	4	77	0	0	8	4	3	3	3	1	3	0	5	1	5	23	2	2									
10	Число действительных избирательных бюллетеней	4091	355	150	79	63	24	70	117	472	107	140	103	41	74	152	243	270	256	242	84	55	61	117	98	65	557	44	52									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	475	25	25	20	15	10	15	20	30	10	20	20	10	10	15	15	20	25	20	15	15	10	20	20	15	25	15	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	113	12	12	0	1	2	5	10	5	3	6	7	0	5	15	0	1	5	2	3	2	4	5	0	1	6	1	0									
