Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
Наименование Избирательной комиссии:    Ступинская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №2878	УИК №2879	УИК №2880	УИК №2881	УИК №2882	УИК №2883	УИК №2884	УИК №2885	УИК №2886	УИК №2887	УИК №2888	УИК №2889	УИК №2890	УИК №2891	УИК №2892	УИК №2893	УИК №2894	УИК №2895	УИК №2896	УИК №2897	УИК №2898	УИК №2899	УИК №2900	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927					
1	"Число избирателей, внесенных в список избирателей"	90419	1130	1316	1151	1076	2633	1406	1829	2245	2625	2271	2404	2475	2045	2253	2231	2605	2528	2218	2256	1953	2191	2300	1686	2149	2240	2243	1127	1242	1084	2391	2038	1472	2844	1503	1277	1025	2460	2588	1965	1418	1296	865	1528	807	2459	1134	1047	881	1718	791					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	90426	1119	1310	1144	1104	2532	2234	1833	2244	2630	2263	2384	2438	2041	2281	2242	2623	2571	2148	2264	1894	2148	2318	1714	2159	2247	2235	1063	1198	1058	2317	2066	1489	2864	1486	1260	1034	2363	2558	1934	1455	1322	881	1505	775	2219	1172	1015	920	1595	757					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	50065	539	669	683	756	1296	1385	1100	1394	1342	1384	1378	1417	1215	1419	1215	1695	1600	1278	1357	1138	1168	1556	947	1259	1395	1393	575	530	652	1241	589	713	1378	684	627	475	1084	1394	1012	710	517	351	639	286	1586	554	514	579	941	456					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	4583	55	47	65	30	53	21	42	64	40	42	25	44	24	36	30	26	30	87	43	67	38	54	25	33	43	41	157	412	117	70	516	78	67	122	117	91	81	143	78	94	165	255	90	271	10	67	137	72	191	77					
6	Число погашенных избирательных бюллетеней	35771	525	594	396	318	1183	828	691	786	1248	837	981	977	802	826	997	902	941	781	864	689	942	708	741	867	809	801	331	256	289	1003	961	697	1419	680	516	468	1198	1021	844	651	640	275	776	218	623	551	364	269	463	224					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4583	55	47	65	30	53	21	42	64	40	42	25	44	24	36	30	26	30	87	43	67	38	54	25	33	43	41	157	412	117	70	516	78	67	122	117	91	81	143	78	94	165	255	90	271	10	67	137	72	191	77					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	49991	539	669	681	756	1296	1385	1100	1394	1342	1384	1378	1417	1215	1419	1215	1653	1600	1278	1357	1138	1168	1556	947	1259	1395	1378	575	530	651	1241	589	708	1378	684	627	475	1084	1394	1012	710	517	351	639	286	1579	554	514	579	939	456					
9	Число недействительных избирательных бюллетеней	1288	19	14	12	14	28	24	14	28	82	19	28	45	33	22	34	42	32	46	18	43	37	0	32	10	23	39	8	26	22	47	35	19	32	27	43	5	41	23	34	17	22	3	18	7	43	21	17	3	26	11					
10	Число действительных избирательных бюллетеней	53286	575	702	734	772	1321	1382	1128	1430	1300	1407	1375	1416	1206	1433	1211	1637	1598	1319	1382	1162	1169	1610	940	1282	1415	1380	724	916	746	1264	1070	767	1413	779	701	561	1124	1514	1056	787	660	603	711	550	1546	600	634	648	1104	522					
