Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
"Наименование Избирательной комиссии:    Ставрополь, Октябрьская"																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85					
1	"Число избирателей, внесенных в список избирателей"	59566	1539	1171	1384	1565	2066	2250	2294	2292	1546	1649	1108	2362	2806	1335	2799	3025	1851	1554	1676	1935	2514	2247	2558	2359	3027	2831	519	394	321	2693	1896					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	49340	1200	1100	1200	1400	1800	1800	2000	1700	1400	1300	1000	2000	2300	1250	2300	2300	1500	1300	1400	1700	2000	1800	2100	1900	2400	2300	550	390	350	2100	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	31362	1017	400	508	644	802	1089	1276	921	604	564	712	927	2070	752	1346	1569	1245	1106	855	954	1281	1430	1437	1203	1912	1668	308	246	234	1434	848					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3995	50	305	121	154	99	123	97	82	58	94	38	230	75	145	94	176	209	52	179	247	158	35	204	212	20	73	211	135	75	157	87					
6	Число погашенных избирательных бюллетеней	13983	133	395	571	602	899	588	627	697	738	642	250	843	155	353	860	555	46	142	366	499	561	335	459	485	468	559	31	9	41	509	565					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3993	50	305	121	153	99	123	97	81	58	94	38	230	75	145	94	176	209	52	179	247	158	35	204	212	20	73	211	135	75	157	87					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31265	1017	400	508	643	802	1089	1276	921	604	564	711	905	2070	715	1346	1569	1245	1106	855	954	1247	1430	1437	1203	1910	1668	308	246	234	1434	848					
9	Число недействительных избирательных бюллетеней	514	4	15	12	6	16	14	28	8	7	26	9	7	30	13	15	38	23	15	52	13	18	0	34	28	4	8	2	17	41	1	10					
10	Число действительных избирательных бюллетеней	34744	1063	690	617	790	885	1198	1345	994	655	632	740	1128	2115	847	1425	1707	1431	1143	982	1188	1387	1465	1607	1387	1926	1733	517	364	268	1590	925					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	705	20	20	22	20	25	20	28	20	20	25	25	20	25	20	48	20	22	25	23	20	25	28	25	33	36	25	0	0	0	40	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	652	18	17	18	19	25	18	26	18	14	21	21	20	24	15	48	20	22	19	23	16	25	28	22	32	35	25	0	0	0	40	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	707	54	6	45	18	10	21	18	106	16	17	10	8	12	4	35	50	68	1	6	15	8	18	12	5	22	5	37	38	12	24	6					
14	Число погашенных неиспользованных открепительных удостоверений	53	2	3	4	1	0	2	2	2	6	4	4	0	1	5	0	0	0	6	0	4	0	0	3	1	1	0	0	0	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	3	0	0	1	1	0	1	2	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2733	81	56	62	72	117	110	82	94	69	35	50	100	152	89	139	145	129	70	61	98	106	120	128	79	139	116	46	19	48	69	52					
