Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Шегарский район																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №446	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735					
1	"Число избирателей, внесенных в список"	15765	301	869	475	132	659	919	415	89	295	119	472	111	545	226	550	427	219	420	227	517	262	572	772	922	802	556	512	1085	736	912	540	107					
2	Число полученных избирательных бюллетеней	15500	300	860	450	130	650	870	400	89	300	122	480	108	540	230	550	430	216	400	230	500	260	560	770	900	790	520	500	1080	720	900	539	106					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10471	299	643	401	114	435	785	310	74	204	79	397	83	358	143	382	340	185	326	149	351	184	318	444	526	409	270	301	578	452	502	345	84					
5	"Число избирательных бюллетеней, выданных вне помещения"	652	0	28	0	0	53	0	45	8	29	17	0	5	27	15	63	7	0	9	17	47	26	55	28	16	27	40	9	20	12	33	6	10					
6	Число погашенных избирательных бюллетеней	4377	1	189	49	16	162	85	45	7	67	26	83	20	155	72	105	83	31	65	64	102	50	187	298	358	354	210	190	482	256	365	188	12					
7	Число избирательных бюллетеней в переносных ящиках	652	0	28	0	0	53	0	45	8	29	17	0	5	27	15	63	7	0	9	17	47	26	55	28	16	27	40	9	20	12	33	6	10					
8	Число бюллетеней в стационарных ящиках для голосования	10471	299	643	401	114	435	785	310	74	204	79	397	83	358	143	382	340	185	326	149	351	184	318	444	526	409	270	301	578	452	502	345	84					
9	Число недействительных избирательных бюллетеней	102	0	26	3	2	2	2	5	1	1	1	3	0	5	2	5	0	0	2	1	1	0	1	5	5	0	2	5	7	3	10	2	0					
10	Число действительных избирательных бюллетеней	11021	299	645	398	112	486	783	350	81	232	95	394	88	380	156	440	347	185	333	165	397	210	372	467	537	436	308	305	591	461	525	349	94					
11	Число полученных открепительных  удостоверений	298	5	10	8	5	10	10	5	5	5	5	15	5	5	5	15	5	5	5	5	5	5	15	15	15	15	15	15	15	15	15	15	5					
12	Число выданных открепительных удостоверений	125	0	3	6	0	6	4	5	0	5	0	15	5	4	0	15	5	0	0	2	4	1	4	11	10	5	1	3	3	2	2	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	89	0	5	2	6	4	11	2	0	1	1	5	3	3	1	2	2	2	1	1	5	2	2	0	4	4	5	0	4	3	2	5	1					
14	Число неиспользованных открепительных удостоверений	173	5	7	2	5	4	6	0	5	0	5	0	0	1	5	0	0	5	5	3	1	4	11	4	5	10	14	12	12	13	13	11	5					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	208	1	9	4	0	16	9	7	1	7	1	5	0	3	3	5	8	9	4	4	4	4	7	18	17	7	5	2	18	14	8	7	1					
		1.87%	0.33%	1.34%	1.00%	0.00%	3.28%	1.15%	1.97%	1.22%	3.00%	1.04%	1.26%	0.00%	0.78%	1.90%	1.12%	2.31%	4.86%	1.19%	2.41%	1.01%	1.90%	1.88%	3.81%	3.14%	1.61%	1.61%	0.65%	3.01%	3.02%	1.50%	1.99%	1.06%					
19	. Малышкин Олег Александрович	380	1	18	8	8	21	13	16	0	19	0	24	2	17	7	10	9	3	27	15	6	8	12	20	20	14	15	6	27	7	17	9	1					
		3.42%	0.33%	2.68%	2.00%	7.02%	4.30%	1.66%	4.51%	0.00%	8.15%	0.00%	6.05%	2.27%	4.42%	4.43%	2.25%	2.59%	1.62%	8.06%	9.04%	1.51%	3.81%	3.22%	4.24%	3.69%	3.21%	4.84%	1.94%	4.52%	1.51%	3.18%	2.56%	1.06%					
20	. Миронов Сергей Михайлович	87	1	3	1	2	7	8	7	0	4	1	3	1	2	2	4	2	2	4	0	8	0	2	3	4	3	1	1	1	3	4	2	1					
		0.78%	0.33%	0.45%	0.25%	1.75%	1.43%	1.02%	1.97%	0.00%	1.72%	1.04%	0.76%	1.14%	0.52%	1.27%	0.90%	0.58%	1.08%	1.19%	0.00%	2.01%	0.00%	0.54%	0.64%	0.74%	0.69%	0.32%	0.32%	0.17%	0.65%	0.75%	0.57%	1.06%					
21	. Путин Владимир Владимирович	7443	288	310	263	82	325	599	176	66	125	58	264	64	199	69	336	296	151	257	93	282	163	258	325	369	314	198	184	392	283	355	245	54					
		66.92%	96.32%	46.20%	65.59%	71.93%	66.60%	76.31%	49.58%	80.49%	53.65%	60.42%	66.50%	72.73%	51.69%	43.67%	75.51%	85.30%	81.62%	76.72%	56.02%	70.85%	77.62%	69.17%	68.86%	68.08%	72.02%	63.87%	59.35%	65.55%	60.99%	66.36%	69.80%	57.45%					
22	. Хакамада Ирина Муцуовна	326	2	13	13	3	15	35	7	0	3	0	6	0	17	2	13	6	1	8	1	11	6	13	17	22	9	19	11	24	24	16	6	3					
		2.93%	0.67%	1.94%	3.24%	2.63%	3.07%	4.46%	1.97%	0.00%	1.29%	0.00%	1.51%	0.00%	4.42%	1.27%	2.92%	1.73%	0.54%	2.39%	0.60%	2.76%	2.86%	3.49%	3.60%	4.06%	2.06%	6.13%	3.55%	4.01%	5.17%	2.99%	1.71%	3.19%					
23	. Харитонов Николай Михайлович	2246	4	278	105	17	74	102	123	13	55	35	92	21	125	70	61	23	14	28	51	76	19	67	69	86	72	57	88	104	113	112	59	33					
		20.19%	1.34%	41.43%	26.18%	14.91%	15.16%	12.99%	34.65%	15.85%	23.61%	36.46%	23.17%	23.86%	32.47%	44.30%	13.71%	6.63%	7.57%	8.36%	30.72%	19.10%	9.05%	17.96%	14.62%	15.87%	16.51%	18.39%	28.39%	17.39%	24.35%	20.93%	16.81%	35.11%					
																																							
24	Против всех	331	2	14	4	0	28	17	14	1	19	0	0	0	17	3	11	3	5	5	1	10	10	13	15	19	17	13	13	25	17	13	21	1					
		2.98%	0.67%	2.09%	1.00%	0.00%	5.74%	2.17%	3.94%	1.22%	8.15%	0.00%	0.00%	0.00%	4.42%	1.90%	2.47%	0.86%	2.70%	1.49%	0.60%	2.51%	4.76%	3.49%	3.18%	3.51%	3.90%	4.19%	4.19%	4.18%	3.66%	2.43%	5.98%	1.06%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
