Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Новолакская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	21495	348	1035	559	537	757	571	1281	1173	1301	940	517	2112	832	728	1725	235	603	1204	956	835	937	854	522	418	515									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21094	344	1024	553	531	749	565	1268	1161	1288	930	511	1991	823	720	1707	232	596	1120	946	826	927	845	516	411	510									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	20134	318	965	520	524	719	540	1260	1113	1213	845	482	1937	763	675	1657	232	554	988	901	826	918	803	511	386	484									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	183	10	0	11	4	0	5	0	0	0	48	0	0	20	0	0	0	0	73	0	0	0	12	0	0	0									
6	Число погашенных избирательных бюллетеней	777	16	59	22	3	30	20	8	48	75	37	29	54	40	45	50	0	42	59	45	0	9	30	5	25	26									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	183	10	0	11	4	0	5	0	0	0	48	0	0	20	0	0	0	0	73	0	0	0	12	0	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	20086	318	965	520	524	719	540	1260	1113	1213	797	482	1937	763	675	1657	232	554	988	901	826	918	803	511	386	484									
9	Число недействительных избирательных бюллетеней	26	0	0	1	2	1	3	4	0	1	0	4	0	0	0	0	0	0	0	5	0	0	0	0	5	0									
10	Число действительных избирательных бюллетеней	20243	328	965	530	526	718	542	1256	1113	1212	845	478	1937	783	675	1657	232	554	1061	896	826	918	815	511	381	484									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	5	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	145	1	100	0	0	0	0	21	4	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.72%	0.30%	10.36%	0.00%	0.00%	0.00%	0.00%	1.67%	0.36%	1.40%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
