Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																		
Дата голосования: 02.12.2007																		
																		
Наименование Избирательной комиссии:    Усвятская																		
																		
Сводная таблица результатов выборов																		
																		
		Сумма	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652					
1	"Число избирателей, внесенных в списки избирателей"	4628	2427	167	179	228	223	132	322	276	242	159	273					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	4683	2478	165	185	220	215	130	315	280	250	170	275					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	2368	1413	15	82	98	117	70	190	116	95	85	87					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1114	283	128	64	89	87	31	73	76	97	37	149					
6	Число погашенных избирательных бюллетеней	1201	782	22	39	33	11	29	52	88	58	48	39					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1114	283	128	64	89	87	31	73	76	97	37	149					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2367	1412	15	82	98	117	70	190	116	95	85	87					
9	Число недействительных избирательных бюллетеней	15	14	0	0	0	0	0	0	0	1	0	0					
10	Число действительных избирательных бюллетеней	3466	1681	143	146	187	204	101	263	192	191	122	236					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	82	32	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	76	32	5	5	5	5	0	5	4	5	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	22	9	0	2	1	1	2	1	1	1	0	4					
14	Число погашенных неиспользованных открепительных удостоверений	6	0	0	0	0	0	5	0	1	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	7	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
																		
18	1.Политическая партия «Аграрная партия России»	90	57	2	12	1	0	0	2	4	2	7	3					
		2.59%	3.36%	1.40%	8.22%	0.53%	0.00%	0.00%	0.76%	2.08%	1.04%	5.74%	1.27%					
19	2.Всероссийская политическая партия «Гражданская Сила»	9	6	0	0	1	0	0	1	0	0	1	0					
		0.26%	0.35%	0.00%	0.00%	0.53%	0.00%	0.00%	0.38%	0.00%	0.00%	0.82%	0.00%					
20	3.Политическая партия «Демократическая партия России»	3	2	0	0	0	0	0	0	0	1	0	0					
		0.09%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	316	205	7	12	9	15	5	20	16	14	4	9					
		9.08%	12.09%	4.90%	8.22%	4.81%	7.35%	4.95%	7.60%	8.33%	7.29%	3.28%	3.81%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	6	2	0	0	0	0	0	0	3	1	0	0					
		0.17%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.56%	0.52%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	4	2	0	0	0	0	0	0	1	0	0	1					
		0.11%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.42%					
24	7.Политическая партия «Либерально-демократическая партия России»	264	132	1	8	14	20	8	28	16	13	12	12					
		7.58%	7.79%	0.70%	5.48%	7.49%	9.80%	7.92%	10.65%	8.33%	6.77%	9.84%	5.08%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	427	168	11	19	31	27	11	32	64	30	21	13					
		12.27%	9.91%	7.69%	13.01%	16.58%	13.24%	10.89%	12.17%	33.33%	15.63%	17.21%	5.51%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	23	14	2	2	2	0	1	0	0	1	0	1					
		0.66%	0.83%	1.40%	1.37%	1.07%	0.00%	0.99%	0.00%	0.00%	0.52%	0.00%	0.42%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2310	1087	120	92	129	142	76	180	86	129	73	196					
		66.36%	64.13%	83.92%	63.01%	68.98%	69.61%	75.25%	68.44%	44.79%	67.19%	59.84%	83.05%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	14	6	0	1	0	0	0	0	2	0	4	1					
		0.40%	0.35%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%	3.28%	0.42%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
