Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Дубенская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111					
1	"Число избирателей, внесенных в списки"	11781	2255	2652	38	329	2101	488	413	181	223	427	487	434	463	261	652	377					
2	"Число бюллетеней, полученных участковыми комиссиями"	11919	2320	2684	40	324	2110	498	416	185	222	432	482	438	458	263	665	382					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5595	1071	1360	19	208	1008	191	199	88	86	166	237	209	237	113	264	139					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	971	117	36	19	25	158	65	43	26	31	63	116	61	14	11	98	88					
6	Число погашенных бюллетеней	5353	1132	1288	2	91	944	242	174	71	105	203	129	168	207	139	303	155					
7	Число бюллетеней в переносных ящиках для голосования	971	117	36	19	25	158	65	43	26	31	63	116	61	14	11	98	88					
8	Число бюллетеней в стационарных ящиках для голосования	5593	1069	1360	19	208	1008	191	199	88	86	166	237	209	237	113	264	139					
9	Число недействительных бюллетеней	136	17	15	3	35	17	3	7	1	2	5	5	3	9	4	6	4					
10	Число действительных бюллетеней	6428	1169	1381	35	198	1149	253	235	113	115	224	348	267	242	120	356	223					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	147	29	19	0	2	10	10	10	5	5	10	10	10	10	5	10	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	85	23	18	0	0	8	5	5	3	1	2	3	4	4	2	5	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	91	13	11	31	1	5	2	5	0	2	1	10	2	6	0	1	1					
14	Число погашенных открепительных удостоверений	62	6	1	0	2	2	5	5	2	4	8	7	6	6	3	5	0					
15	Число открепительных удостоверений выданных ТИК	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	83	14	10	0	2	16	1	4	2	5	7	6	5	2	3	4	2					
		1.26%	1.18%	0.71%	0.0%	0.85%	1.37%	0.39%	1.65%	1.75%	4.27%	3.05%	1.69%	1.85%	0.79%	2.41%	1.10%	0.88%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	117	34	33	0	1	12	5	0	2	0	2	6	7	8	1	5	1					
		1.78%	2.86%	2.36%	0.0%	0.42%	1.02%	1.95%	0.0%	1.75%	0.0%	0.87%	1.69%	2.59%	3.18%	0.80%	1.38%	0.44%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	241	19	23	2	17	100	8	18	1	4	8	6	12	7	2	6	8					
		3.67%	1.60%	1.64%	5.26%	7.29%	8.57%	3.12%	7.43%	0.87%	3.41%	3.49%	1.69%	4.44%	2.78%	1.61%	1.65%	3.52%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	158	26	55	1	5	22	6	3	0	4	2	1	5	14	3	7	4					
		2.40%	2.19%	3.93%	2.63%	2.14%	1.88%	2.34%	1.23%	0.0%	3.41%	0.87%	0.28%	1.85%	5.57%	2.41%	1.93%	1.76%					
