Выборы Президента Российской Федерации																																																
Дата голосования: 02.03.2008																																																
																																																
Наименование Избирательной комиссии:    Никольская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
	Число участковых избирательных комиссий	41																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	41																																														
																																																
		Сумма	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630					
1	"Число избирателей, включенных в списки избирателей"	18762	1112	696	1125	982	976	1285	327	659	427	403	127	176	577	184	90	1038	107	421	303	559	500	139	960	498	752	232	207	329	371	267	198	86	559	105	352	294	97	237	190	540	275					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19090	1100	680	1130	1000	1000	1330	330	670	440	440	130	170	600	180	90	1050	110	450	350	580	500	140	980	500	750	230	210	320	390	270	200	80	570	100	350	290	100	260	190	550	280					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	9954	591	373	565	550	500	640	213	383	220	225	54	88	387	112	32	578	35	216	150	346	229	61	513	206	352	145	131	117	187	181	119	52	321	50	156	150	52	134	115	310	115					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2695	56	26	66	38	47	80	12	65	103	89	42	37	27	25	39	125	26	113	64	50	130	55	110	99	159	41	37	136	89	55	27	15	84	28	125	57	11	87	60	81	79					
6	Число погашенных избирательных бюллетеней	6441	453	281	499	412	453	610	105	222	117	126	34	45	186	43	19	347	49	121	136	184	141	24	357	195	239	44	42	67	114	34	54	13	165	22	69	83	37	39	15	159	86					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2695	56	26	66	38	47	80	12	65	103	89	42	37	27	25	39	125	26	113	64	50	130	55	110	99	159	41	37	136	89	55	27	15	84	28	125	57	11	87	60	81	79					
8	Число бюллетеней в стационарных ящиках для голосования	9954	591	373	565	550	500	640	213	383	220	225	54	88	387	112	32	578	35	216	150	346	229	61	513	206	352	145	131	117	187	181	119	52	321	50	156	150	52	134	115	310	115					
9	Число недействительных избирательных бюллетеней	107	14	7	3	5	6	11	0	0	3	4	2	0	1	0	0	4	1	1	5	3	5	0	5	2	3	0	1	4	4	0	1	1	2	0	0	0	1	4	2	2	0					
10	Число действительных избирательных бюллетеней	12542	633	392	628	583	541	709	225	448	320	310	94	125	413	137	71	699	60	328	209	393	354	116	618	303	508	186	167	249	272	236	145	66	403	78	281	207	62	217	173	389	194					
11	Число полученных открепительных  удостоверений	277	4	4	7	10	4	6	2	6	6	34	4	4	6	4	0	16	2	25	34	8	2	4	4	4	0	4	6	6	1	6	8	6	0	0	2	0	0	20	10	6	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	244	4	2	6	9	4	6	2	6	6	34	4	4	6	3	0	16	0	25	34	8	1	1	4	1	0	3	4	0	1	3	8	5	0	0	0	0	0	20	7	5	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	86	4	16	7	1	6	7	1	0	6	3	1	2	0	2	1	2	0	2	0	1	1	1	4	1	3	0	0	1	2	1	1	0	1	1	0	1	0	3	1	0	2					
14	Число неиспользованных открепительных удостоверений	33	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	3	0	3	0	1	2	6	0	3	0	1	0	0	2	0	0	0	3	1	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	19	1	1	3	2	0	1	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																
18	Богданов Андрей Владимирович	107	7	4	8	4	3	5	1	3	2	2	1	1	7	0	2	5	0	3	1	2	1	0	6	2	2	0	3	3	3	1	1	1	3	1	4	1	0	1	1	11	1					
