Выборы Президента Российской Федерации																																																																										
Дата голосования: 04.03.2012																																																																										
																																																																										
Наименование Избирательной комиссии:    Славянская																																																																										
																																																																										
Сводная таблица итогов голосования																																																																										
																																																																										
	Число участковых избирательных комиссий	63																																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	63																																																																								
																																																																										
		Сумма	УИК №4201	УИК №4202	УИК №4203	УИК №4204	УИК №4205	УИК №4206	УИК №4207	УИК №4208	УИК №4209	УИК №4210	УИК №4211	УИК №4212	УИК №4213	УИК №4214	УИК №4215	УИК №4216	УИК №4217	УИК №4218	УИК №4219	УИК №4220	УИК №4221	УИК №4222	УИК №4223	УИК №4224	УИК №4225	УИК №4226	УИК №4227	УИК №4228	УИК №4229	УИК №4230	УИК №4231	УИК №4232	УИК №4233	УИК №4234	УИК №4235	УИК №4236	УИК №4237	УИК №4238	УИК №4239	УИК №4240	УИК №4241	УИК №4242	УИК №4243	УИК №4244	УИК №4245	УИК №4246	УИК №4247	УИК №4248	УИК №4249	УИК №4250	УИК №4251	УИК №4252	УИК №4253	УИК №4254	УИК №4255	УИК №4256	УИК №4257	УИК №4258	УИК №4259	УИК №4260	УИК №4261	УИК №4262	УИК №4299									
1	Число избирателей, включенных в список избирателей	94616	2467	1568	1559	1190	2653	2223	2269	2249	1735	2089	2317	2535	1445	2197	1410	2269	1177	1145	2225	1908	2650	2715	1241	2482	1798	1348	2698	270	1166	1976	221	1686	616	342	1558	1611	722	853	940	390	2020	1795	1822	1859	1724	828	298	2984	1433	1361	2188	949	1130	1227	1379	1045	1337	1074	671	320	435	411	413									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	98281	2493	1624	1556	1292	2808	2210	2792	2477	1735	2355	2750	2491	1460	2302	1458	2621	1298	1141	2549	1982	2757	2715	1195	2525	1826	1340	2655	261	1156	1996	207	1832	714	379	1552	1578	724	845	1170	481	2099	1891	1835	1795	1688	845	327	2952	1394	1335	2180	958	1178	1258	1415	1170	1317	1073	665	318	460	426	400									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	58624	1474	907	1037	699	1470	1183	1419	1244	1074	1330	1702	1617	1043	1429	909	1737	693	616	1545	1041	1456	1658	572	1720	1431	760	2103	222	891	1185	116	1081	404	233	842	753	436	591	622	100	1130	1204	838	1350	1205	493	198	2204	1234	1016	1227	522	504	701	776	634	603	521	231	161	209	252	66									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	15970	488	141	210	265	356	614	337	522	180	363	229	286	267	467	309	371	299	241	273	364	564	525	477	285	199	392	184	31	138	331	72	254	141	63	528	520	134	139	74	225	311	167	212	144	120	203	62	168	127	122	164	198	286	114	287	173	237	216	139	97	128	107	330									
6	Число погашенных избирательных бюллетеней	23687	531	576	309	328	982	413	1036	711	481	662	819	588	150	406	240	513	306	284	731	577	737	532	146	520	196	188	368	8	127	480	19	497	169	83	182	305	154	115	474	156	658	520	785	301	363	149	67	580	33	197	789	238	388	443	352	363	477	336	295	60	123	67	4									
7	Число избирательных бюллетеней в переносных ящиках для голосования	15970	488	141	210	265	356	614	337	522	180	363	229	286	267	467	309	371	299	241	273	364	564	525	477	285	199	392	184	31	138	331	72	254	141	63	528	520	134	139	74	225	311	167	212	144	120	203	62	168	127	122	164	198	286	114	287	173	237	216	139	97	128	107	330									
8	Число бюллетеней в стационарных ящиках для голосования	58600	1471	907	1036	699	1468	1183	1419	1244	1074	1325	1702	1606	1043	1429	909	1737	693	616	1545	1041	1456	1658	572	1720	1431	760	2101	222	891	1185	116	1081	404	233	842	753	436	591	622	100	1130	1204	838	1350	1205	493	198	2204	1234	1016	1227	522	504	701	776	634	603	521	231	161	209	252	66									
9	Число недействительных избирательных бюллетеней	675	34	14	5	9	21	22	17	15	21	14	21	30	15	18	15	21	8	8	30	19	15	15	0	0	14	19	18	0	0	14	2	3	9	0	10	10	5	2	0	1	8	13	8	6	9	3	6	15	32	6	24	6	4	7	6	9	4	7	3	1	0	1	3									
10	Число действительных избирательных бюллетеней	73895	1925	1034	1241	955	1803	1775	1739	1751	1233	1674	1910	1862	1295	1878	1203	2087	984	849	1788	1386	2005	2168	1049	2005	1616	1133	2267	253	1029	1502	186	1332	536	296	1360	1263	565	728	696	324	1433	1358	1042	1488	1316	693	254	2357	1329	1132	1367	714	786	808	1057	798	836	730	367	257	337	358	393									
