Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Жигаловская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316					
1	"Число избирателей, внесенных в списки"	7249	142	278	67	67	186	995	1037	1014	988	74	22	147	45	254	80	312	483	108	379	75	101	222	173					
2	"Число бюллетеней, полученных участковыми комиссиями"	7600	150	300	100	80	200	1000	1000	1000	1000	90	40	180	60	300	100	320	550	110	400	70	100	250	200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3253	85	138	67	57	125	313	361	324	375	74	22	108	35	134	56	178	212	67	220	6	51	89	156					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	244	0	9	0	4	13	32	15	12	22	0	0	8	0	22	12	5	15	0	13	0	0	62	0					
6	Число погашенных бюллетеней	4103	65	153	33	19	62	655	624	664	603	16	18	64	25	144	32	137	323	43	167	64	49	99	44					
7	Число бюллетеней в переносных ящиках для голосования	244	0	9	0	4	13	32	15	12	22	0	0	8	0	22	12	5	15	0	13	0	0	62	0					
8	Число бюллетеней в стационарных ящиках для голосования	3253	85	138	67	57	125	313	361	324	375	74	22	108	35	134	56	178	212	67	220	6	51	89	156					
9	Число недействительных бюллетеней	42	1	0	1	1	4	2	7	4	3	0	1	2	0	5	1	3	1	0	3	1	0	2	0					
10	Число действительных бюллетеней	3455	84	147	66	60	134	343	369	332	394	74	21	114	35	151	67	180	226	67	230	5	51	149	156					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	99	2	5	2	2	5	10	10	10	10	2	1	3	2	4	2	4	5	3	5	2	2	4	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	13	1	0	0	0	0	0	3	4	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	8	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0					
14	Число погашенных открепительных удостоверений	86	1	5	2	2	5	10	7	6	10	2	1	2	2	4	2	3	5	3	2	2	2	4	4					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	60	2	8	0	3	1	2	2	9	9	0	0	3	0	2	0	0	1	1	5	1	0	8	3					
		1.71%	2.35%	5.44%	0.0%	4.91%	0.72%	0.57%	0.53%	2.67%	2.26%	0.0%	0.0%	2.58%	0.0%	1.28%	0.0%	0.0%	0.44%	1.49%	2.14%	16.66%	0.0%	5.29%	1.92%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	33	1	2	0	2	1	3	6	4	7	0	0	0	0	0	0	2	1	0	1	0	1	2	0					
		0.94%	1.17%	1.36%	0.0%	3.27%	0.72%	0.86%	1.59%	1.19%	1.76%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.09%	0.44%	0.0%	0.42%	0.0%	1.96%	1.32%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	64	2	6	0	2	3	4	10	5	11	1	1	2	0	2	0	3	0	1	5	1	1	3	1					
		1.83%	2.35%	4.08%	0.0%	3.27%	2.17%	1.15%	2.65%	1.48%	2.77%	1.35%	4.54%	1.72%	0.0%	1.28%	0.0%	1.63%	0.0%	1.49%	2.14%	16.66%	1.96%	1.98%	0.64%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	65	3	3	0	6	3	6	8	7	13	0	0	1	0	3	0	5	0	2	3	0	1	1	0					
		1.85%	3.52%	2.04%	0.0%	9.83%	2.17%	1.73%	2.12%	2.08%	3.27%	0.0%	0.0%	0.86%	0.0%	1.92%	0.0%	2.73%	0.0%	2.98%	1.28%	0.0%	1.96%	0.66%	0.0%					
22	"5. ""За Русь Святую"""	26	0	0	0	2	0	2	2	1	8	1	0	0	0	1	0	1	1	0	0	0	4	2	1					
		0.74%	0.0%	0.0%	0.0%	3.27%	0.0%	0.57%	0.53%	0.29%	2.01%	1.35%	0.0%	0.0%	0.0%	0.64%	0.0%	0.54%	0.44%	0.0%	0.0%	0.0%	7.84%	1.32%	0.64%					
23	"6. ""Объединенная Российская партия ""Русь"""	12	4	1	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0					
