Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Алатырская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25					
1	"Число избирателей, внесенных в список избирателей"	14043	729	315	452	463	655	612	706	96	408	254	216	439	330	597	383	634	942	527	658	731	1145	966	200	897	688					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14555	764	344	463	468	695	642	773	101	447	273	223	444	314	620	399	679	991	572	682	758	1173	1021	204	859	646					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8868	481	194	305	357	468	424	440	64	276	160	128	240	169	519	225	428	520	311	473	529	557	647	139	459	355					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1265	63	83	37	64	59	59	67	13	39	37	40	23	35	21	22	75	102	43	35	78	86	95	25	22	42					
6	Число погашенных избирательных бюллетеней	4422	220	67	121	47	168	159	266	24	132	76	55	181	110	80	152	176	369	218	174	151	530	279	40	378	249					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1265	63	83	37	64	59	59	67	13	39	37	40	23	35	21	22	75	102	43	35	78	86	95	25	22	42					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8868	481	194	305	357	468	424	440	64	276	160	128	240	169	519	225	428	520	311	473	529	557	647	139	459	355					
9	Число недействительных избирательных бюллетеней	167	6	5	8	0	0	4	11	0	7	5	0	5	9	4	9	4	13	11	18	0	15	3	5	13	12					
10	Число действительных избирательных бюллетеней	9966	538	272	334	421	527	479	496	77	308	192	168	258	195	536	238	499	609	343	490	607	628	739	159	468	385					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1440	50	40	70	70	70	70	70	25	70	30	30	50	50	60	50	70	80	60	60	60	70	70	25	70	70					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	921	46	40	33	37	63	70	59	6	50	22	10	27	20	35	21	44	69	43	39	60	39	50	15	15	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	143	7	5	5	7	3	9	3	3	6	5	4	5	10	7	6	3	9	6	6	8	7	5	3	7	4					
14	Число погашенных неиспользованных открепительных удостоверений	519	4	0	37	33	7	0	11	19	20	8	20	23	30	25	29	26	11	17	21	0	31	20	10	55	62					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	45	15	2	1	0	1	4	0	1	0	1	0	0	0	0	2	0	1	0	0	0	2	10	5	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1303	71	45	35	38	46	58	90	8	29	23	20	29	36	62	27	58	71	36	166	58	65	93	25	58	56					
		12.86%	13.05%	16.25%	10.23%	9.03%	8.73%	12.01%	17.75%	10.39%	9.21%	11.68%	11.90%	11.03%	17.65%	11.48%	10.93%	11.53%	11.41%	10.17%	32.68%	9.56%	10.11%	12.53%	15.24%	12.06%	14.11%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	867	81	16	25	20	43	63	48	8	30	21	19	26	17	41	12	44	54	28	22	17	59	98	22	28	25					
		8.56%	14.89%	5.78%	7.31%	4.75%	8.16%	13.04%	9.47%	10.39%	9.52%	10.66%	11.31%	9.89%	8.33%	7.59%	4.86%	8.75%	8.68%	7.91%	4.33%	2.80%	9.18%	13.21%	13.41%	5.82%	6.30%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	59	2	3	4	2	3	1	3	0	3	3	1	1	1	6	3	4	3	0	4	0	2	2	3	2	3					
		0.58%	0.37%	1.08%	1.17%	0.48%	0.57%	0.21%	0.59%	0.00%	0.95%	1.52%	0.60%	0.38%	0.49%	1.11%	1.21%	0.80%	0.48%	0.00%	0.79%	0.00%	0.31%	0.27%	1.83%	0.42%	0.76%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1454	58	41	32	23	112	74	91	20	68	37	35	62	50	50	30	77	79	75	60	50	104	87	11	78	50					
		14.35%	10.66%	14.80%	9.36%	5.46%	21.25%	15.32%	17.95%	25.97%	21.59%	18.78%	20.83%	23.57%	24.51%	9.26%	12.15%	15.31%	12.70%	21.19%	11.81%	8.24%	16.17%	11.73%	6.71%	16.22%	12.59%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	60	3	1	1	1	5	2	2	0	5	2	0	2	2	2	4	2	4	2	3	0	3	1	6	7	0					
		0.59%	0.55%	0.36%	0.29%	0.24%	0.95%	0.41%	0.39%	0.00%	1.59%	1.02%	0.00%	0.76%	0.98%	0.37%	1.62%	0.40%	0.64%	0.56%	0.59%	0.00%	0.47%	0.13%	3.66%	1.46%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6200	320	166	237	337	314	280	259	41	172	105	93	137	88	375	161	313	398	200	234	482	394	457	92	295	250					
		61.19%	58.82%	59.93%	69.30%	80.05%	59.58%	57.97%	51.08%	53.25%	54.60%	53.30%	55.36%	52.09%	43.14%	69.44%	65.18%	62.23%	63.99%	56.50%	46.06%	79.41%	61.28%	61.59%	56.10%	61.33%	62.97%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	23	3	0	0	0	4	1	3	0	1	1	0	1	1	0	1	1	0	2	1	0	1	1	0	0	1					
		0.23%	0.55%	0.00%	0.00%	0.00%	0.76%	0.21%	0.59%	0.00%	0.32%	0.51%	0.00%	0.38%	0.49%	0.00%	0.40%	0.20%	0.00%	0.56%	0.20%	0.00%	0.16%	0.13%	0.00%	0.00%	0.25%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
