Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Алатырская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26					
1	"Число избирателей, внесенных в списки избирателей"	14660	717	363	480	461	734	587	403	374	114	435	297	249	459	337	637	430	628	1086	558	634	650	1153	961	222	950	741					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14767	760	360	490	450	720	610	420	390	107	440	280	240	440	330	630	430	680	1040	590	650	730	1160	980	190	930	720					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11004	548	268	407	404	524	478	273	234	91	364	208	176	399	245	558	323	465	726	380	557	488	726	673	166	756	567					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1485	71	79	62	39	78	68	46	48	11	33	48	56	23	50	20	35	46	114	26	43	95	176	89	23	48	58					
6	Число погашенных избирательных бюллетеней	2278	141	13	21	7	118	64	101	108	5	43	24	8	18	35	52	72	169	200	184	50	147	258	218	1	126	95					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1485	71	79	62	39	78	68	46	48	11	33	48	56	23	50	20	35	46	114	26	43	95	176	89	23	48	58					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11004	548	268	407	404	524	478	273	234	91	364	208	176	399	245	558	323	465	726	380	557	488	726	673	166	756	567					
9	Число недействительных избирательных бюллетеней	105	4	3	0	4	0	2	5	6	0	3	5	10	0	6	5	0	6	4	3	4	7	11	4	2	4	7					
10	Число действительных избирательных бюллетеней	12384	615	344	469	439	602	544	314	276	102	394	251	222	422	289	573	358	505	836	403	596	576	891	758	187	800	618					
