Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Соль-Илецкая																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584					
1	"Число избирателей, внесенных в списки избирателей"	40531	638	339	1176	754	1211	196	250	491	585	1030	207	687	801	425	280	329	1194	580	800	345	287	890	308	639	777	787	527	686	689	270	747	726	135	320	1382	1611	1709	1003	1869	1907	1726	1311	1312	1820	360	863	1051	1169	1214	118					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	38749	632	351	1169	780	1167	190	265	467	601	1088	223	724	767	414	289	313	1186	600	791	359	304	843	297	648	776	709	489	656	700	278	721	697	130	306	1225	1521	1596	892	1755	1754	1648	1209	1218	1626	334	796	973	1079	1122	71					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20506	372	184	668	543	626	137	159	311	348	694	148	398	447	237	186	248	654	311	444	231	192	458	206	324	442	488	273	319	463	163	491	346	68	215	548	506	756	343	784	807	755	591	635	903	202	386	389	498	552	57					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1276	8	20	80	14	30	0	8	0	25	51	17	33	59	22	1	4	46	15	60	11	12	84	15	24	16	20	20	54	10	22	25	27	2	12	24	39	37	38	32	43	41	17	21	28	6	24	20	22	23	14					
6	Число погашенных избирательных бюллетеней	16967	252	147	421	223	511	53	98	156	228	343	58	293	261	155	102	61	486	274	287	117	100	301	76	300	318	201	196	283	227	93	205	324	60	79	653	976	803	511	939	904	852	601	562	695	126	386	564	559	547	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1276	8	20	80	14	30	0	8	0	25	51	17	33	59	22	1	4	46	15	60	11	12	84	15	24	16	20	20	54	10	22	25	27	2	12	24	39	37	38	32	43	41	17	21	28	6	24	20	22	23	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20506	372	184	668	543	626	137	159	311	348	694	148	398	447	237	186	248	654	311	444	231	192	458	206	324	442	488	273	319	463	163	491	346	68	215	548	506	756	343	784	807	755	591	635	903	202	386	389	498	552	57					
9	Число недействительных избирательных бюллетеней	168	0	8	11	2	7	2	2	3	1	3	1	4	3	1	2	0	5	3	5	0	3	4	1	2	1	4	9	4	6	1	2	2	0	2	5	8	5	0	5	4	2	4	4	3	6	3	3	4	6	2					
10	Число действительных избирательных бюллетеней	21614	380	196	737	555	649	135	165	308	372	742	164	427	503	258	185	252	695	323	499	242	201	538	220	346	457	504	284	369	467	184	514	371	70	225	567	537	788	381	811	846	794	604	652	928	202	407	406	516	569	69					
