Выборы Президента Российской Федерации																					
																					
Наименование Избирательной комиссии:    Алтуфьевский район																					
																					
Итоги голосования 																					
																					
		Сумма	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №2987					
1	"Число избирателей, внесенных в список"	34418	2230	1694	2298	1993	2139	2196	2676	2801	2822	2860	2844	2816	2824	2225					
2	Число полученных избирательных бюллетеней	31700	2100	1600	2100	1800	2000	2000	2500	2600	2600	2600	2600	2600	2600	2000					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	18474	1350	917	1170	1055	1233	1115	1354	1505	1494	1600	1487	1472	1579	1143					
5	"Число избирательных бюллетеней, выданных вне помещения"	923	71	63	96	66	82	55	44	57	34	138	43	81	46	47					
6	Число погашенных избирательных бюллетеней	12303	679	620	834	679	685	830	1102	1038	1072	862	1070	1047	975	810					
7	Число избирательных бюллетеней в переносных ящиках	922	71	63	96	66	82	55	44	56	34	138	43	81	46	47					
8	Число бюллетеней в стационарных ящиках для голосования	18452	1350	916	1167	1053	1227	1115	1354	1500	1494	1600	1484	1470	1579	1143					
9	Число недействительных избирательных бюллетеней	231	19	8	12	19	11	14	14	25	14	16	20	22	10	27					
10	Число действительных избирательных бюллетеней	19143	1402	971	1251	1100	1298	1156	1384	1531	1514	1722	1507	1529	1615	1163					
11	Число полученных открепительных  удостоверений	700	50	50	50	50	50	50	50	50	50	50	50	50	50	50					
12	Число выданных открепительных удостоверений	471	31	26	32	28	41	26	33	38	45	46	31	41	31	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	425	27	22	24	19	44	24	13	31	28	78	24	18	32	41					
14	Число неиспользованных открепительных удостоверений	229	19	24	18	22	9	24	17	12	5	4	19	9	19	28					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	0	3	1	0	0	1	0	0	1	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																					
18	. Глазьев Сергей Юрьевич	964	57	42	77	62	45	66	65	66	102	106	79	79	65	53					
		4.98%	4.01%	4.29%	6.10%	5.54%	3.44%	5.64%	4.65%	4.24%	6.68%	6.10%	5.17%	5.09%	4.00%	4.45%					
19	. Малышкин Олег Александрович	276	18	8	18	15	19	15	24	14	25	30	31	17	20	22					
		1.42%	1.27%	0.82%	1.43%	1.34%	1.45%	1.28%	1.72%	0.90%	1.64%	1.73%	2.03%	1.10%	1.23%	1.85%					
20	. Миронов Сергей Михайлович	138	5	8	7	5	16	10	12	7	11	21	9	8	12	7					
		0.71%	0.35%	0.82%	0.55%	0.45%	1.22%	0.85%	0.86%	0.45%	0.72%	1.21%	0.59%	0.52%	0.74%	0.59%					
21	. Путин Владимир Владимирович	14072	1078	724	937	786	1008	809	1032	1160	1084	1153	1058	1142	1228	873					
		72.63%	75.86%	73.95%	74.19%	70.24%	77.01%	69.15%	73.82%	74.55%	70.94%	66.34%	69.29%	73.63%	75.57%	73.36%					
22	. Хакамада Ирина Муцуовна	1229	58	60	56	51	42	79	93	99	101	191	120	102	110	67					
		6.34%	4.08%	6.13%	4.43%	4.56%	3.21%	6.75%	6.65%	6.36%	6.61%	10.99%	7.86%	6.58%	6.77%	5.63%					
23	. Харитонов Николай Михайлович	1385	124	69	83	126	86	103	86	101	105	120	113	94	88	87					
		7.15%	8.73%	7.05%	6.57%	11.26%	6.57%	8.80%	6.15%	6.49%	6.87%	6.90%	7.40%	6.06%	5.42%	7.31%					
																					
24	Против всех	1079	62	60	73	55	82	74	72	84	86	101	97	87	92	54					
		5.57%	4.36%	6.13%	5.78%	4.92%	6.26%	6.32%	5.15%	5.40%	5.63%	5.81%	6.35%	5.61%	5.66%	4.54%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
