Выборы Президента Российской Федерации																																										
																																										
Наименование Избирательной комиссии:    Убинская																																										
																																										
Итоги голосования 																																										
																																										
		Сумма	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046					
1	"Число избирателей, внесенных в список"	13902	1699	1520	1426	326	74	340	193	254	52	37	245	39	461	781	271	207	134	712	111	140	452	502	300	92	434	146	523	145	428	75	1081	379	126	63	134					
2	Число полученных избирательных бюллетеней	13948	1685	1505	1361	328	76	350	201	255	54	39	247	43	464	789	281	209	139	725	113	140	463	509	296	94	444	154	526	147	430	79	1089	381	134	63	135					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9227	923	786	725	164	46	299	168	219	48	34	202	33	334	553	227	138	103	421	94	104	311	324	270	87	317	78	393	109	338	65	762	294	95	57	106					
5	"Число избирательных бюллетеней, выданных вне помещения"	486	60	69	92	36	6	17	0	0	0	0	7	0	0	51	0	0	0	21	0	0	13	26	0	0	12	32	0	0	0	0	30	0	6	0	8					
6	Число погашенных избирательных бюллетеней	4235	702	650	544	128	24	34	33	36	6	5	38	10	130	185	54	71	36	283	19	36	139	159	26	7	115	44	133	38	92	14	297	87	33	6	21					
7	Число избирательных бюллетеней в переносных ящиках	486	60	69	92	36	6	17	0	0	0	0	7	0	0	51	0	0	0	21	0	0	13	26	0	0	12	32	0	0	0	0	30	0	6	0	8					
8	Число бюллетеней в стационарных ящиках для голосования	9227	923	786	725	164	46	299	168	219	48	34	202	33	334	553	227	138	103	421	94	104	311	324	270	87	317	78	393	109	338	65	762	294	95	57	106					
9	Число недействительных избирательных бюллетеней	84	0	9	7	0	0	0	2	6	0	0	2	0	5	4	3	1	0	7	0	0	3	6	6	0	4	0	2	1	7	3	1	4	0	1	0					
10	Число действительных избирательных бюллетеней	9629	983	846	810	200	52	316	166	213	48	34	207	33	329	600	224	137	103	435	94	104	321	344	264	87	325	110	391	108	331	62	791	290	101	56	114					
