Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Эхирит-Булагатская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871					
1	"Число избирателей, внесенных в список избирателей"	22579	1675	753	1249	2067	2060	2417	1226	258	345	226	631	728	245	113	358	375	465	303	172	401	148	18	210	548	211	137	614	352	451	82	148	202	788	151	424	147	228	366	254	249	211	380	193					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22797	1725	755	1270	2094	2076	2317	1239	258	350	220	655	677	264	116	360	389	450	298	172	419	152	21	221	589	216	134	635	343	470	85	148	212	802	157	438	152	240	382	251	251	221	384	189					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9079	648	279	429	766	629	857	306	112	163	101	284	392	137	54	175	160	209	139	93	201	81	14	94	208	96	87	328	147	248	58	80	115	274	54	173	65	73	169	102	95	83	176	125					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	798	28	31	9	8	56	92	19	11	18	19	15	18	7	6	29	40	30	17	11	18	10	0	9	14	4	0	13	26	29	2	11	12	13	5	34	15	10	12	26	27	17	27	0					
6	Число погашенных избирательных бюллетеней	12920	1049	445	832	1320	1391	1368	914	135	169	100	356	267	120	56	156	189	211	142	68	200	61	7	118	367	116	47	294	170	193	25	57	85	515	98	231	72	157	201	123	129	121	181	64					
7	Число избирательных бюллетеней в переносных ящиках для голосования	798	28	31	9	8	56	92	19	11	18	19	15	18	7	6	29	40	30	17	11	18	10	0	9	14	4	0	13	26	29	2	11	12	13	5	34	15	10	12	26	27	17	27	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9078	648	279	429	766	629	857	306	112	163	101	284	392	137	54	175	160	209	139	93	201	81	14	94	207	96	87	328	147	248	58	80	115	274	54	173	65	73	169	102	95	83	176	125					
9	Число недействительных избирательных бюллетеней	110	13	5	8	11	5	10	2	0	4	0	4	5	4	0	3	2	1	1	0	2	2	0	3	2	1	0	1	0	4	1	2	1	4	1	1	0	0	1	2	3	0	0	1					
10	Число действительных избирательных бюллетеней	9766	663	305	430	763	680	939	323	123	177	120	295	405	140	60	201	198	238	155	104	217	89	14	100	219	99	87	340	173	273	59	89	126	283	58	206	80	83	180	126	119	100	203	124					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	490	30	15	25	43	42	40	25	10	7	4	18	14	7	3	7	8	9	9	4	15	3	4	4	12	8	3	13	7	14	2	3	4	16	3	9	3	5	16	5	5	4	8	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	364	24	15	18	33	23	35	13	6	5	0	18	9	6	1	5	8	9	8	4	15	3	4	4	11	8	3	5	7	13	2	1	3	7	0	7	0	2	16	0	1	4	5	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	195	18	10	1	14	9	16	7	2	2	2	6	33	2	4	1	0	7	3	0	4	3	3	2	3	3	3	4	8	1	1	3	0	2	1	1	1	0	7	2	2	1	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	126	6	0	7	10	19	5	12	4	2	4	0	5	1	2	2	0	0	1	0	0	0	0	0	1	0	0	8	0	1	0	2	1	9	3	2	3	3	0	5	4	0	3	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	1	0	0	1	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1213	115	32	52	106	90	143	60	21	25	4	35	55	12	5	22	8	14	6	13	26	10	0	15	27	3	6	37	31	36	5	7	17	36	7	22	8	8	18	18	15	11	18	14					
		12.28%	17.01%	10.32%	11.87%	13.70%	13.14%	15.07%	18.46%	17.07%	13.81%	3.33%	11.71%	13.41%	8.33%	8.33%	10.78%	4.00%	5.86%	3.85%	12.50%	11.87%	10.99%	0.00%	14.56%	12.22%	3.00%	6.90%	10.85%	17.92%	12.99%	8.33%	7.69%	13.39%	12.54%	11.86%	10.63%	10.00%	9.64%	9.94%	14.06%	12.30%	11.00%	8.87%	11.20%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	959	44	38	52	78	72	74	37	4	6	9	13	73	11	9	17	8	44	2	20	12	3	0	5	8	4	4	62	27	10	1	2	10	49	17	12	22	2	28	16	16	22	4	12					
		9.71%	6.51%	12.26%	11.87%	10.08%	10.51%	7.80%	11.38%	3.25%	3.31%	7.50%	4.35%	17.80%	7.64%	15.00%	8.33%	4.00%	18.41%	1.28%	19.23%	5.48%	3.30%	0.00%	4.85%	3.62%	4.00%	4.60%	18.18%	15.61%	3.61%	1.67%	2.20%	7.87%	17.07%	28.81%	5.80%	27.50%	2.41%	15.47%	12.50%	13.11%	22.00%	1.97%	9.60%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	132	12	7	4	13	16	17	2	4	1	0	4	6	1	1	0	3	1	0	1	5	0	3	0	2	1	2	5	2	1	1	0	3	2	0	2	1	0	2	0	1	1	1	4					
		1.34%	1.78%	2.26%	0.91%	1.68%	2.34%	1.79%	0.62%	3.25%	0.55%	0.00%	1.34%	1.46%	0.69%	1.67%	0.00%	1.50%	0.42%	0.00%	0.96%	2.28%	0.00%	21.43%	0.00%	0.90%	1.00%	2.30%	1.47%	1.16%	0.36%	1.67%	0.00%	2.36%	0.70%	0.00%	0.97%	1.25%	0.00%	1.10%	0.00%	0.82%	1.00%	0.49%	3.20%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2977	241	104	145	275	253	354	96	19	30	61	88	63	39	13	39	65	63	39	23	63	15	11	23	99	60	26	70	58	83	24	28	34	51	3	70	7	21	45	19	18	16	71	52					
		30.14%	35.65%	33.55%	33.11%	35.53%	36.93%	37.30%	29.54%	15.45%	16.57%	50.83%	29.43%	15.37%	27.08%	21.67%	19.12%	32.50%	26.36%	25.00%	22.12%	28.77%	16.48%	78.57%	22.33%	44.80%	60.00%	29.89%	20.53%	33.53%	29.96%	40.00%	30.77%	26.77%	17.77%	5.08%	33.82%	8.75%	25.30%	24.86%	14.84%	14.75%	16.00%	34.98%	41.60%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	164	18	5	7	20	12	31	4	3	5	2	0	5	0	0	1	2	4	0	0	3	0	0	1	4	0	1	11	1	2	0	0	3	3	0	3	1	2	1	0	2	2	4	1					
		1.66%	2.66%	1.61%	1.60%	2.58%	1.75%	3.27%	1.23%	2.44%	2.76%	1.67%	0.00%	1.22%	0.00%	0.00%	0.49%	1.00%	1.67%	0.00%	0.00%	1.37%	0.00%	0.00%	0.97%	1.81%	0.00%	1.15%	3.23%	0.58%	0.72%	0.00%	0.00%	2.36%	1.05%	0.00%	1.45%	1.25%	2.41%	0.55%	0.00%	1.64%	2.00%	1.97%	0.80%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4271	229	117	166	263	231	316	122	71	109	44	152	201	75	31	122	111	111	107	47	108	61	0	56	77	31	48	152	53	141	28	52	59	142	31	97	40	50	86	73	67	48	105	41					
		43.25%	33.88%	37.74%	37.90%	33.98%	33.72%	33.30%	37.54%	57.72%	60.22%	36.67%	50.84%	49.02%	52.08%	51.67%	59.80%	55.50%	46.44%	68.59%	45.19%	49.32%	67.03%	0.00%	54.37%	34.84%	31.00%	55.17%	44.57%	30.64%	50.90%	46.67%	57.14%	46.46%	49.48%	52.54%	46.86%	50.00%	60.24%	47.51%	57.03%	54.92%	48.00%	51.72%	32.80%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	50	4	2	4	8	6	4	2	1	1	0	3	2	2	1	0	1	1	1	0	0	0	0	0	2	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.51%	0.59%	0.65%	0.91%	1.03%	0.88%	0.42%	0.62%	0.81%	0.55%	0.00%	1.00%	0.49%	1.39%	1.67%	0.00%	0.50%	0.42%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.88%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
