Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Слюдянская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	33600	889	2467	1689	1215	1096	1926	1657	1929	1986	387	2186	1907	1880	1703	1965	1588	575	1392	1940	492	145	1080	161	378	385	147	335	100									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29935	800	2000	1500	1000	1000	1700	1700	1700	1800	300	2000	1700	1700	1500	1700	1500	500	1300	1700	400	115	1000	150	300	350	120	300	100									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11233	181	773	637	473	445	580	551	567	592	83	783	773	793	667	601	525	258	366	497	128	64	343	64	149	161	39	108	32									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	684	3	35	34	8	9	31	29	9	15	11	25	15	30	13	61	10	14	35	48	23	33	72	10	11	20	14	32	34									
6	Число погашенных избирательных бюллетеней	18018	616	1192	829	519	546	1089	1120	1124	1193	206	1192	912	877	820	1038	965	228	899	1155	249	18	585	76	140	169	67	160	34									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	684	3	35	34	8	9	31	29	9	15	11	25	15	30	13	61	10	14	35	48	23	33	72	10	11	20	14	32	34									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11231	181	773	637	473	445	580	551	567	592	83	783	773	793	667	601	525	258	365	496	128	64	343	64	149	161	39	108	32									
9	Число недействительных избирательных бюллетеней	271	8	15	10	14	13	5	16	8	16	1	22	20	21	19	15	15	9	10	11	3	2	8	2	4	4	0	0	0									
10	Число действительных избирательных бюллетеней	11644	176	793	661	467	441	606	564	568	591	93	786	768	802	661	647	520	263	390	533	148	95	407	72	156	177	53	140	66									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	585	20	30	20	20	20	20	20	20	20	20	30	30	30	20	30	20	20	20	20	20	15	30	15	15	15	15	15	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	432	17	17	19	20	19	17	20	16	19	2	30	30	24	17	19	8	20	6	12	1	0	30	15	15	15	1	8	15									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	307	14	16	23	11	14	18	19	15	5	3	14	22	9	4	13	15	5	11	8	1	31	16	5	6	5	0	2	2									
14	Число погашенных неиспользованных открепительных удостоверений	153	3	13	1	0	1	3	0	4	1	18	0	0	6	3	11	12	0	14	8	19	15	0	0	0	0	14	7	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	2	2	1	4	1	0	1	2	0	0	0	2	0	3	0	3	0	2	0	0	0	1	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	146	2	10	18	6	6	3	4	7	2	0	13	13	11	10	9	8	5	6	3	1	3	4	0	1	0	1	0	0									
		1.23%	1.09%	1.24%	2.68%	1.25%	1.32%	0.49%	0.69%	1.22%	0.33%	0.00%	1.61%	1.65%	1.34%	1.47%	1.36%	1.50%	1.84%	1.50%	0.55%	0.66%	3.09%	0.96%	0.00%	0.63%	0.00%	1.89%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	364	6	24	31	16	17	21	13	22	19	2	27	27	19	18	25	11	5	9	16	4	0	8	4	4	6	2	5	3									
		3.05%	3.26%	2.97%	4.62%	3.33%	3.74%	3.44%	2.24%	3.82%	3.13%	2.13%	3.34%	3.43%	2.31%	2.65%	3.78%	2.06%	1.84%	2.25%	2.94%	2.65%	0.00%	1.93%	5.41%	2.50%	3.31%	3.77%	3.57%	4.55%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	247	5	19	9	11	5	6	10	6	10	4	18	25	25	14	18	16	6	5	10	3	0	12	0	1	4	1	3	1									
		2.07%	2.72%	2.35%	1.34%	2.29%	1.10%	0.98%	1.72%	1.04%	1.65%	4.26%	2.23%	3.17%	3.04%	2.06%	2.72%	2.99%	2.21%	1.25%	1.84%	1.99%	0.00%	2.89%	0.00%	0.63%	2.21%	1.89%	2.14%	1.52%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4214	70	273	244	156	164	223	208	223	241	37	236	229	201	200	224	170	124	197	181	49	73	165	28	74	106	30	57	31									
