Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Арсеньевская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60					
1	"Число избирателей, внесенных в списки избирателей"	10182	2113	2056	303	191	276	59	346	140	130	269	261	172	234	146	179	305	244	500	310	199	185	1564					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10450	2130	2100	320	200	280	60	360	150	140	280	260	180	250	150	200	310	240	520	300	210	190	1620					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5371	1119	1066	131	106	143	21	191	84	64	152	166	91	92	76	97	144	118	267	140	107	86	910					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1072	163	116	62	25	48	16	58	15	16	34	39	28	78	15	27	69	29	38	64	39	61	32					
6	Число погашенных избирательных бюллетеней	4007	848	918	127	69	89	23	111	51	60	94	55	61	80	59	76	97	93	215	96	64	43	678					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1072	163	116	62	25	48	16	58	15	16	34	39	28	78	15	27	69	29	38	64	39	61	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5369	1119	1064	131	106	143	21	191	84	64	152	166	91	92	76	97	144	118	267	140	107	86	910					
9	Число недействительных избирательных бюллетеней	47	10	7	0	0	3	0	1	1	0	1	2	1	2	1	2	1	5	2	2	0	0	6					
10	Число действительных избирательных бюллетеней	6394	1272	1173	193	131	188	37	248	98	80	185	203	118	168	90	122	212	142	303	202	146	147	936					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	240	34	26	5	10	5	1	10	6	10	12	5	5	5	5	11	5	5	15	5	18	5	37					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	199	30	20	2	10	4	0	8	6	10	10	5	3	5	1	10	4	1	15	1	17	1	36					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	96	19	6	2	8	2	2	4	1	3	5	4	1	1	4	2	5	4	0	3	1	1	18					
14	Число погашенных неиспользованных открепительных удостоверений	41	4	6	3	0	1	1	2	0	0	2	0	2	0	4	1	1	4	0	4	1	4	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	4	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
