Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																										
Дата голосования: 04.12.2011																																																										
																																																										
Наименование Избирательной комиссии:    Новокуйбышевская городская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82					
1	"Число избирателей, внесенных в список избирателей"	89159	1665	1603	1421	1624	1671	1846	1376	1841	1263	2807	2809	2664	2749	721	1488	1506	1270	2556	2895	2231	1757	1504	2729	1834	1580	2857	3000	1390	1622	1784	1746	1736	1193	1740	1426	1726	1244	1401	1536	1034	2673	1730	1488	2038	874	922	2253	1489	353	2083	411					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	87730	1600	1600	1300	1600	1600	1800	2500	1800	1200	2800	2800	2600	2700	600	1400	1500	1200	2500	2900	2200	1700	1200	2700	1800	1500	2800	2900	1300	1600	1800	1600	1700	1200	1700	1400	1700	1200	1300	1500	1000	2700	1600	1400	2000	800	900	2200	1500	340	2100	390					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	47102	986	859	801	897	1036	995	1357	932	729	1524	1536	1481	1509	260	843	875	694	1458	1552	1210	845	678	1531	977	902	1425	1462	636	848	880	776	869	598	893	741	882	681	736	815	550	1464	890	841	794	347	315	1237	631	132	1082	110					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2335	27	22	54	9	59	153	19	19	22	36	27	42	31	58	28	36	21	47	22	19	50	247	19	15	33	77	128	51	40	33	81	73	30	34	27	49	17	19	51	17	25	37	20	108	92	60	9	54	50	11	27					
6	Число погашенных избирательных бюллетеней	38293	587	719	445	694	505	652	1124	849	449	1240	1237	1077	1160	282	529	589	485	995	1326	971	805	275	1150	808	565	1298	1310	613	712	887	743	758	572	773	632	769	502	545	634	433	1211	673	539	1098	361	525	954	815	158	1007	253					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2334	27	22	54	9	59	153	19	19	22	36	27	42	31	58	28	36	21	47	22	19	50	247	19	15	33	77	128	51	40	33	81	73	30	34	27	48	17	19	51	17	25	37	20	108	92	60	9	54	50	11	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	47081	986	858	801	897	1035	995	1357	932	729	1524	1536	1481	1507	260	841	875	692	1455	1551	1209	845	678	1531	975	901	1425	1462	636	847	880	776	869	597	892	741	882	681	734	815	550	1464	890	841	794	347	315	1237	631	132	1082	110					
9	Число недействительных избирательных бюллетеней	1012	24	11	13	15	16	24	27	25	9	25	14	42	28	2	13	31	17	27	35	34	13	22	29	19	16	38	38	7	17	19	24	17	15	32	13	22	22	17	16	8	32	18	23	26	11	5	13	20	5	23	0					
10	Число действительных избирательных бюллетеней	48403	989	869	842	891	1078	1124	1349	926	742	1535	1549	1481	1510	316	856	880	696	1475	1538	1194	882	903	1521	971	918	1464	1552	680	870	894	833	925	612	894	755	908	676	736	850	559	1457	909	838	876	428	370	1233	665	177	1070	137					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1110	20	20	25	20	25	25	35	35	15	35	30	25	30	15	15	20	15	30	20	30	20	15	35	30	15	30	20	25	20	18	25	20	20	15	30	27	20	10	20	10	35	25	15	20	10	10	30	15	10	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1014	19	14	21	20	25	21	33	32	15	35	29	25	30	11	15	20	15	27	20	26	20	15	35	25	14	29	19	24	12	16	24	18	15	14	27	25	17	9	16	8	35	24	15	19	6	10	25	15	6	20	4					
