Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Красногвардейская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696					
1	"Число избирателей, внесенных в список избирателей"	31748	765	1234	1796	2725	1863	2181	2012	2466	1330	1440	1463	1434	330	2428	2675	1159	1500	1099	1085	763					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	30950	750	1250	1800	2800	1900	2000	2000	2300	1200	1350	1300	1500	300	2400	2700	1100	1400	1100	1050	750					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16006	356	642	929	1451	1049	969	975	905	475	800	832	778	187	1196	1316	537	669	655	779	506					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2805	72	120	65	149	105	225	112	347	216	205	163	148	18	145	220	64	160	95	103	73					
6	Число погашенных избирательных бюллетеней	12139	322	488	806	1200	746	806	913	1048	509	345	305	574	95	1059	1164	499	571	350	168	171					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2805	72	120	65	149	105	225	112	347	216	205	163	148	18	145	220	64	160	95	103	73					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16001	356	642	929	1451	1049	969	973	905	475	800	832	778	187	1193	1316	537	669	655	779	506					
9	Число недействительных избирательных бюллетеней	328	13	10	18	22	30	3	11	18	11	23	21	19	3	20	45	16	0	27	15	3					
10	Число действительных избирательных бюллетеней	18478	415	752	976	1578	1124	1191	1074	1234	680	982	974	907	202	1318	1491	585	829	723	867	576					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	291	10	15	30	25	24	17	22	20	15	15	10	15	3	15	15	10	10	5	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	248	8	15	30	21	24	17	22	14	7	4	10	13	2	15	14	9	5	5	8	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	109	6	5	3	7	6	15	7	8	2	6	2	6	3	6	3	4	3	5	6	6					
14	Число погашенных неиспользованных открепительных удостоверений	43	2	0	0	4	0	0	0	6	8	11	0	2	1	0	1	1	5	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	2	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2666	43	105	161	229	171	176	129	160	82	106	123	162	9	198	305	87	177	72	121	50					
		14.18%	10.05%	13.78%	16.20%	14.31%	14.82%	14.74%	11.89%	12.78%	11.87%	10.55%	12.36%	17.49%	4.39%	14.80%	19.86%	14.48%	21.35%	9.60%	13.72%	8.64%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2862	81	136	174	241	145	204	214	172	115	142	129	170	33	212	250	85	84	112	77	86					
		15.22%	18.93%	17.85%	17.51%	15.06%	12.56%	17.09%	19.72%	13.74%	16.64%	14.13%	12.96%	18.36%	16.10%	15.84%	16.28%	14.14%	10.13%	14.93%	8.73%	14.85%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	148	1	1	7	14	19	15	9	5	4	9	4	9	1	10	21	0	8	7	4	0					
		0.79%	0.23%	0.13%	0.70%	0.88%	1.65%	1.26%	0.83%	0.40%	0.58%	0.90%	0.40%	0.97%	0.49%	0.75%	1.37%	0.00%	0.97%	0.93%	0.45%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3604	104	176	232	322	264	251	226	221	94	121	122	220	88	175	285	97	121	206	177	102					
		19.16%	24.30%	23.10%	23.34%	20.13%	22.88%	21.02%	20.83%	17.65%	13.60%	12.04%	12.26%	23.76%	42.93%	13.08%	18.55%	16.14%	14.60%	27.47%	20.07%	17.62%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	156	0	3	11	18	20	20	11	5	3	10	7	4	0	4	14	3	12	8	3	0					
		0.83%	0.00%	0.39%	1.11%	1.13%	1.73%	1.68%	1.01%	0.40%	0.43%	0.99%	0.70%	0.43%	0.00%	0.30%	0.91%	0.50%	1.45%	1.07%	0.34%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8973	185	326	390	748	499	522	482	668	381	590	584	337	69	713	611	310	424	314	485	335					
		47.71%	43.22%	42.78%	39.24%	46.75%	43.24%	43.72%	44.42%	53.35%	55.14%	58.71%	58.69%	36.39%	33.66%	53.29%	39.78%	51.58%	51.15%	41.87%	54.99%	57.86%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	69	1	5	1	6	6	3	3	3	1	4	5	5	2	6	5	3	3	4	0	3					
		0.37%	0.23%	0.66%	0.10%	0.38%	0.52%	0.25%	0.28%	0.24%	0.14%	0.40%	0.50%	0.54%	0.98%	0.45%	0.33%	0.50%	0.36%	0.53%	0.00%	0.52%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
