Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Навлинская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740					
1	"Число избирателей, внесенных в список"	22751	2652	2063	2146	2436	2870	917	501	328	124	574	191	147	521	284	359	118	331	799	200	221	251	308	467	426	434	348	268	457	1019	320	135	155	381					
2	Число полученных избирательных бюллетеней	21680	2500	2000	2000	2300	2750	860	450	300	150	530	200	130	500	260	350	110	310	780	200	210	250	310	450	420	420	320	250	420	1000	320	130	150	350					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12186	1384	935	1103	1237	1230	448	253	176	109	285	130	97	304	111	230	99	181	453	149	106	137	190	326	188	323	230	236	300	617	163	82	100	274					
5	"Число избирательных бюллетеней, выданных вне помещения"	1483	69	55	63	98	88	61	51	47	15	60	18	11	55	85	32	0	58	70	19	30	33	30	26	73	14	17	0	24	92	88	43	22	36					
6	Число погашенных избирательных бюллетеней	8011	1047	1010	834	965	1432	351	146	77	26	185	52	22	141	64	88	11	71	257	32	74	80	90	98	159	83	73	14	96	291	69	5	28	40					
7	Число избирательных бюллетеней в переносных ящиках	1483	69	55	63	98	88	61	51	47	15	60	18	11	55	85	32	0	58	70	19	30	33	30	26	73	14	17	0	24	92	88	43	22	36					
8	Число бюллетеней в стационарных ящиках для голосования	12185	1384	935	1103	1237	1230	448	253	176	109	285	130	97	304	111	230	99	181	453	149	106	137	190	326	187	323	230	236	300	617	163	82	100	274					
9	Число недействительных избирательных бюллетеней	122	11	11	7	6	11	9	4	1	0	0	0	4	5	2	2	2	1	9	2	1	1	4	0	4	4	0	5	0	9	3	0	0	4					
10	Число действительных избирательных бюллетеней	13546	1442	979	1159	1329	1307	500	300	222	124	345	148	104	354	194	260	97	238	514	166	135	169	216	352	256	333	247	231	324	700	248	125	122	306					
11	Число полученных открепительных  удостоверений	395	20	20	20	20	20	15	15	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	15	10	10	10	10					
12	Число выданных открепительных удостоверений	143	19	9	18	15	13	2	3	4	5	0	9	0	0	2	1	0	0	0	10	2	2	0	7	0	1	2	0	0	8	5	0	0	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	140	21	14	7	9	10	8	5	3	1	3	0	3	2	2	4	3	0	2	2	1	6	1	3	4	5	4	1	1	6	3	1	2	3					
14	Число неиспользованных открепительных удостоверений	252	1	11	2	5	7	13	12	6	5	10	1	10	10	8	9	10	10	10	0	8	8	10	3	10	9	8	10	10	7	5	10	10	4					
15	"Число открепительных удостоверений, выданных в ТИК"	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																								
18	. Глазьев Сергей Юрьевич	361	56	33	34	36	46	13	8	1	5	8	6	8	4	6	10	4	10	6	0	2	3	2	8	9	3	3	4	6	14	3	0	8	2					
		2.64%	3.85%	3.33%	2.92%	2.70%	3.49%	2.55%	2.63%	0.45%	4.03%	2.32%	4.05%	7.41%	1.11%	3.06%	3.82%	4.04%	4.18%	1.15%	0.00%	1.47%	1.76%	0.91%	2.27%	3.46%	0.89%	1.21%	1.69%	1.85%	1.97%	1.20%	0.00%	6.56%	0.65%					
19	. Малышкин Олег Александрович	215	28	16	18	26	23	6	5	3	0	9	0	1	3	2	3	7	5	2	1	1	9	4	7	3	3	0	3	7	7	5	2	2	4					
		1.57%	1.93%	1.62%	1.54%	1.95%	1.75%	1.18%	1.64%	1.35%	0.00%	2.61%	0.00%	0.93%	0.84%	1.02%	1.15%	7.07%	2.09%	0.38%	0.60%	0.74%	5.29%	1.82%	1.99%	1.15%	0.89%	0.00%	1.27%	2.16%	0.99%	1.99%	1.60%	1.64%	1.29%					
20	. Миронов Сергей Михайлович	97	16	7	2	21	9	8	2	1	1	2	0	1	1	4	1	0	0	7	0	2	0	1	0	0	2	0	0	2	3	1	0	3	0					
		0.71%	1.10%	0.71%	0.17%	1.57%	0.68%	1.57%	0.66%	0.45%	0.81%	0.58%	0.00%	0.93%	0.28%	2.04%	0.38%	0.00%	0.00%	1.34%	0.00%	1.47%	0.00%	0.45%	0.00%	0.00%	0.59%	0.00%	0.00%	0.62%	0.42%	0.40%	0.00%	2.46%	0.00%					
21	. Путин Владимир Владимирович	9421	886	607	803	911	967	372	201	178	107	268	118	77	227	143	193	65	102	311	94	89	125	159	265	176	243	218	173	267	554	144	84	84	210					
		68.93%	60.98%	61.31%	68.87%	68.24%	73.37%	73.08%	66.12%	79.82%	86.29%	77.68%	79.73%	71.30%	63.23%	72.96%	73.66%	65.66%	42.68%	59.46%	55.95%	65.44%	73.53%	72.27%	75.28%	67.69%	72.11%	88.26%	73.31%	82.41%	78.14%	57.37%	67.20%	68.85%	67.74%					
22	. Хакамада Ирина Муцуовна	211	26	22	19	25	32	8	4	3	0	5	0	0	6	2	4	1	0	3	0	2	2	1	7	7	4	3	3	6	7	3	1	1	4					
		1.54%	1.79%	2.22%	1.63%	1.87%	2.43%	1.57%	1.32%	1.35%	0.00%	1.45%	0.00%	0.00%	1.67%	1.02%	1.53%	1.01%	0.00%	0.57%	0.00%	1.47%	1.18%	0.45%	1.99%	2.69%	1.19%	1.21%	1.27%	1.85%	0.99%	1.20%	0.80%	0.82%	1.29%					
23	. Харитонов Николай Михайлович	2938	374	259	252	277	208	84	76	34	10	48	15	16	106	35	48	19	117	180	68	37	27	44	49	58	71	20	44	33	104	87	37	21	80					
		21.50%	25.74%	26.16%	21.61%	20.75%	15.78%	16.50%	25.00%	15.25%	8.06%	13.91%	10.14%	14.81%	29.53%	17.86%	18.32%	19.19%	48.95%	34.42%	40.48%	27.21%	15.88%	20.00%	13.92%	22.31%	21.07%	8.10%	18.64%	10.19%	14.67%	34.66%	29.60%	17.21%	25.81%					
																																								
24	Против всех	303	56	35	31	33	22	9	4	2	1	5	9	1	7	2	1	1	4	5	3	2	3	5	16	3	7	3	4	3	11	5	1	3	6					
		2.22%	3.85%	3.54%	2.66%	2.47%	1.67%	1.77%	1.32%	0.90%	0.81%	1.45%	6.08%	0.93%	1.95%	1.02%	0.38%	1.01%	1.67%	0.96%	1.79%	1.47%	1.76%	2.27%	4.55%	1.15%	2.08%	1.21%	1.69%	0.93%	1.55%	1.99%	0.80%	2.46%	1.94%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
