Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Ононская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732					
1	"Число избирателей, внесенных в список избирателей"	9187	2618	746	384	337	47	125	620	126	366	106	435	63	481	180	682	551	255	344	93	495	133					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9445	2648	745	385	355	46	128	639	127	382	107	426	58	498	203	732	591	282	361	94	503	135					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4688	1213	302	240	168	28	62	409	76	164	40	273	34	235	77	389	269	114	140	53	293	109					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	810	74	78	50	40	8	24	64	23	32	17	14	0	56	27	104	96	18	15	26	33	11					
6	Число погашенных избирательных бюллетеней	3947	1361	365	95	147	10	42	166	28	186	50	139	24	207	99	239	226	150	206	15	177	15					
7	Число избирательных бюллетеней в переносных ящиках для голосования	810	74	78	50	40	8	24	64	23	32	17	14	0	56	27	104	96	18	15	26	33	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4688	1213	302	240	168	28	62	409	76	164	40	273	34	235	77	389	269	114	140	53	293	109					
9	Число недействительных избирательных бюллетеней	90	32	2	3	2	0	0	8	1	7	1	4	1	6	3	4	7	0	0	1	6	2					
10	Число действительных избирательных бюллетеней	5408	1255	378	287	206	36	86	465	98	189	56	283	33	285	101	489	358	132	155	78	320	118					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	380	40	15	10	15	5	5	20	5	10	5	10	5	35	35	25	45	35	35	5	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	248	32	8	4	9	0	2	20	3	10	0	6	0	23	25	25	45	16	5	0	15	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	96	27	11	2	3	1	1	6	1	2	1	3	5	8	5	6	7	0	2	1	4	0					
