Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Верещагинская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638					
1	"Число избирателей, внесенных в список избирателей"	33283	1244	1388	900	457	1345	1275	1294	1124	1276	1102	1252	1223	1169	1294	1186	982	397	707	804	855	763	246	788	793	1371	1354	500	610	113	319	1255	192	913	1356	419	188	144	685					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28730	1100	1200	800	400	1200	1100	1100	1000	1100	800	1100	1100	1000	1200	1000	800	350	600	700	750	650	200	600	700	1200	1200	400	500	100	300	1100	150	800	1200	350	150	130	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10955	398	378	302	147	341	416	516	503	486	430	395	400	482	590	524	355	136	188	132	259	208	47	285	165	481	467	162	161	49	118	336	46	306	344	124	71	46	161					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2379	63	50	19	42	86	59	61	47	33	97	39	34	37	20	35	39	16	116	153	65	35	54	44	97	50	30	53	118	20	30	148	52	77	234	60	25	29	112					
6	Число погашенных избирательных бюллетеней	15396	639	772	479	211	773	625	523	450	581	273	666	666	481	590	441	406	198	296	415	426	407	99	271	438	669	703	185	221	31	152	616	52	417	622	166	54	55	327					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2379	63	50	19	42	86	59	61	47	33	97	39	34	37	20	35	39	16	116	153	65	35	54	44	97	50	30	53	118	20	30	148	52	77	234	60	25	29	112					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10955	398	378	302	147	341	416	516	503	486	430	395	400	482	590	524	355	136	188	132	259	208	47	285	165	481	467	162	161	49	118	336	46	306	344	124	71	46	161					
9	Число недействительных избирательных бюллетеней	235	6	13	9	1	12	7	10	7	10	11	3	2	10	7	10	7	3	9	5	6	7	0	7	5	9	12	5	3	0	5	15	2	2	5	1	1	0	8					
10	Число действительных избирательных бюллетеней	13099	455	415	312	188	415	468	567	543	509	516	431	432	509	603	549	387	149	295	280	318	236	101	322	257	522	485	210	276	69	143	469	96	381	573	183	95	75	265					
