Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Режевская 																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №720	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788					
1	"Число избирателей, внесенных в список избирателей"	39952	135	2017	2163	2482	2383	2288	1473	2406	1527	1056	1909	1394	2000	1949	1794	1910	1453	439	396	719	268	1059	176	582	162	534	981	214	946	197	670	1302	106	264	498	100					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38050	250	2000	2000	2300	2200	2000	1400	2200	1400	1000	1900	1400	1900	1900	1800	1900	1400	550	350	700	250	1000	170	500	150	500	900	200	900	190	650	1200	90	250	450	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17317	135	792	1038	1234	1119	726	500	896	518	531	965	768	888	729	802	793	700	198	149	291	140	481	84	268	83	170	421	85	372	52	326	517	64	110	314	58					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1244	0	21	36	43	58	44	42	50	59	18	27	19	95	62	39	26	21	176	41	7	14	41	6	15	11	39	48	9	34	35	24	58	8	10	5	3					
6	Число погашенных избирательных бюллетеней	19489	115	1187	926	1023	1023	1230	858	1254	823	451	908	613	917	1109	959	1081	679	176	160	402	96	478	80	217	56	291	431	106	494	103	300	625	18	130	131	39					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1244	0	21	36	43	58	44	42	50	59	18	27	19	95	62	39	26	21	176	41	7	14	41	6	15	11	39	48	9	34	35	24	58	8	10	5	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17313	135	792	1038	1234	1117	724	500	896	518	531	965	768	888	729	802	793	700	198	149	291	140	481	84	268	83	170	421	85	372	52	326	517	64	110	314	58					
9	Число недействительных избирательных бюллетеней	505	5	20	13	30	41	31	13	33	12	9	27	25	20	22	24	20	10	17	4	10	0	42	1	3	3	2	10	1	10	2	8	22	1	2	11	1					
10	Число действительных избирательных бюллетеней	18052	130	793	1061	1247	1134	737	529	913	565	540	965	762	963	769	817	799	711	357	186	288	154	480	89	280	91	207	459	93	396	85	342	553	71	118	308	60					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	960	0	35	45	40	40	40	30	40	30	30	40	30	40	50	30	40	40	5	30	30	15	30	15	20	15	20	25	10	15	10	15	35	10	25	20	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	569	0	28	28	34	36	11	14	17	14	21	30	24	13	25	28	30	23	1	10	18	6	17	8	5	13	9	21	2	5	2	8	13	4	25	12	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	363	44	11	19	22	21	18	17	15	11	11	12	3	19	5	10	10	26	9	9	6	5	12	4	9	1	1	3	1	2	1	3	11	0	3	5	4					
14	Число погашенных неиспользованных открепительных удостоверений	391	0	7	17	6	4	29	16	23	16	9	10	6	27	25	2	10	17	4	20	12	9	13	7	15	2	11	4	8	10	8	7	22	6	0	8	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	3	0	0	1	0	0	3	1	0	0	2	0	1	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3935	41	174	227	295	239	122	108	164	89	143	272	224	228	179	201	191	158	37	28	64	26	115	33	85	15	29	94	16	46	11	43	153	16	20	33	16					
		21.20%	30.37%	21.40%	21.14%	23.10%	20.34%	15.89%	19.93%	17.34%	15.42%	26.05%	27.42%	28.46%	23.19%	22.63%	23.90%	23.32%	21.91%	9.89%	14.74%	21.48%	16.88%	22.03%	36.67%	30.04%	15.96%	13.88%	20.04%	17.02%	11.33%	12.64%	12.29%	26.61%	22.22%	16.67%	10.34%	26.23%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3378	23	164	176	199	212	156	134	172	137	104	140	163	146	153	126	134	138	51	41	51	41	67	13	48	18	36	91	27	97	15	68	94	14	39	78	12					
		18.20%	17.04%	20.17%	16.39%	15.58%	18.04%	20.31%	24.72%	18.18%	23.74%	18.94%	14.11%	20.71%	14.85%	19.34%	14.98%	16.36%	19.14%	13.64%	21.58%	17.11%	26.62%	12.84%	14.44%	16.96%	19.15%	17.22%	19.40%	28.72%	23.89%	17.24%	19.43%	16.35%	19.44%	32.50%	24.45%	19.67%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	141	1	7	7	13	6	7	9	6	6	6	8	1	9	5	4	4	5	2	2	2	0	6	1	0	0	4	4	1	4	0	0	5	0	1	5	0					
		0.76%	0.74%	0.86%	0.65%	1.02%	0.51%	0.91%	1.66%	0.63%	1.04%	1.09%	0.81%	0.13%	0.92%	0.63%	0.48%	0.49%	0.69%	0.53%	1.05%	0.67%	0.00%	1.15%	1.11%	0.00%	0.00%	1.91%	0.85%	1.06%	0.99%	0.00%	0.00%	0.87%	0.00%	0.83%	1.57%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3779	23	178	267	338	298	166	81	231	111	95	196	146	219	151	197	199	170	48	24	41	34	107	10	37	19	28	65	13	69	9	65	73	9	14	39	9					
		20.36%	17.04%	21.89%	24.86%	26.47%	25.36%	21.61%	14.94%	24.42%	19.24%	17.30%	19.76%	18.55%	22.28%	19.09%	23.42%	24.30%	23.58%	12.83%	12.63%	13.76%	22.08%	20.50%	11.11%	13.07%	20.21%	13.40%	13.86%	13.83%	16.99%	10.34%	18.57%	12.70%	12.50%	11.67%	12.23%	14.75%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	447	10	18	40	41	38	12	11	26	18	18	37	14	28	16	22	14	21	3	3	4	2	11	0	3	0	7	3	4	3	3	5	5	1	1	4	1					
		2.41%	7.41%	2.21%	3.72%	3.21%	3.23%	1.56%	2.03%	2.75%	3.12%	3.28%	3.73%	1.78%	2.85%	2.02%	2.62%	1.71%	2.91%	0.80%	1.58%	1.34%	1.30%	2.11%	0.00%	1.06%	0.00%	3.35%	0.64%	4.26%	0.74%	3.45%	1.43%	0.87%	1.39%	0.83%	1.25%	1.64%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5811	31	223	322	324	317	252	157	275	191	158	278	197	298	251	257	247	193	212	88	102	49	150	31	101	39	100	164	32	160	47	130	210	31	42	131	21					
		31.31%	22.96%	27.43%	29.98%	25.37%	26.98%	32.81%	28.97%	29.07%	33.10%	28.78%	28.02%	25.03%	30.32%	31.73%	30.56%	30.16%	26.77%	56.68%	46.32%	34.23%	31.82%	28.74%	34.44%	35.69%	41.49%	47.85%	34.97%	34.04%	39.41%	54.02%	37.14%	36.52%	43.06%	35.00%	41.07%	34.43%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	561	1	29	22	37	24	22	29	39	13	16	34	17	35	14	10	10	26	4	0	24	2	24	1	6	0	3	38	0	17	0	31	13	0	1	18	1					
		3.02%	0.74%	3.57%	2.05%	2.90%	2.04%	2.86%	5.35%	4.12%	2.25%	2.91%	3.43%	2.16%	3.56%	1.77%	1.19%	1.22%	3.61%	1.07%	0.00%	8.05%	1.30%	4.60%	1.11%	2.12%	0.00%	1.44%	8.10%	0.00%	4.19%	0.00%	8.86%	2.26%	0.00%	0.83%	5.64%	1.64%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
