Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Яйская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706					
1	"Число избирателей, внесенных в список избирателей"	15278	284	107	121	131	382	193	89	313	183	42	57	532	298	640	240	526	81	411	242	76	452	163	578	293	90	657	780	531	296	300	506	565	471	1015	318	646	697	613	498	515	346					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15390	305	104	117	122	383	214	87	333	190	50	57	530	318	646	242	526	80	416	239	80	475	156	584	291	92	649	785	531	298	300	517	573	484	1010	318	656	704	612	481	487	348					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9942	261	83	98	60	360	162	72	226	123	38	54	386	255	329	141	305	70	321	158	70	272	133	397	232	42	347	542	280	176	249	330	281	296	545	145	454	433	391	340	309	176					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2213	10	13	8	45	15	19	15	27	35	4	3	15	9	155	37	50	3	35	40	6	72	14	82	50	39	79	47	61	96	35	100	202	71	185	54	19	83	147	85	77	71					
6	Число погашенных избирательных бюллетеней	3216	34	8	11	17	8	33	0	80	32	8	0	129	54	162	64	152	7	60	41	4	131	9	105	9	11	223	196	190	26	16	87	90	117	280	119	183	188	74	56	101	101					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2232	10	13	8	45	15	19	15	27	35	4	3	15	9	155	37	69	3	35	40	6	72	14	82	50	39	79	47	61	96	35	100	202	71	185	54	19	83	147	85	77	71					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9940	261	83	98	60	360	162	72	226	123	38	54	386	255	329	141	305	70	321	158	70	272	133	397	232	42	347	542	280	176	249	330	281	296	545	145	452	433	391	340	309	176					
9	Число недействительных избирательных бюллетеней	208	0	2	0	1	0	1	4	5	3	1	1	3	8	4	6	14	0	3	0	2	0	2	4	7	3	10	2	4	2	0	9	12	9	12	5	19	14	18	7	7	4					
10	Число действительных избирательных бюллетеней	11964	271	94	106	104	375	180	83	248	155	41	56	398	256	480	172	360	73	353	198	74	344	145	475	275	78	416	587	337	270	284	421	471	358	718	194	452	502	520	418	379	243					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	188	4	1	1	1	3	2	1	6	1	1	1	3	4	6	2	4	2	3	2	1	6	2	4	3	1	5	7	5	5	5	7	10	8	15	6	10	10	11	5	10	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	139	4	1	0	0	3	0	0	6	0	0	0	2	4	6	0	1	2	3	1	1	4	1	0	0	0	3	7	3	5	4	6	10	5	15	6	9	10	9	1	6	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	156	5	3	2	7	2	2	2	4	3	2	2	7	8	3	3	5	4	4	2	3	2	6	6	4	3	5	3	2	1	4	1	3	1	9	2	7	7	3	5	4	5					
14	Число погашенных неиспользованных открепительных удостоверений	49	0	0	1	1	0	2	1	0	1	1	1	1	0	0	2	3	0	0	1	0	2	1	4	3	1	2	0	2	0	1	1	0	3	0	0	1	0	2	4	4	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	576	0	7	12	6	13	2	0	0	11	4	0	20	16	6	14	40	3	27	20	4	2	2	13	3	0	22	10	44	13	2	58	0	42	11	4	63	1	71	5	5	0					
		4.73%	0.00%	7.29%	11.32%	5.71%	3.47%	1.10%	0.00%	0.00%	6.96%	9.52%	0.00%	4.99%	6.06%	1.24%	7.87%	10.70%	4.11%	7.58%	10.10%	5.26%	0.58%	1.36%	2.71%	1.06%	0.00%	5.16%	1.70%	12.90%	4.78%	0.70%	13.49%	0.00%	11.44%	1.51%	2.01%	13.38%	0.19%	13.20%	1.18%	1.30%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1327	2	10	18	7	32	28	0	55	10	1	1	68	42	53	28	46	10	23	16	12	3	2	22	20	6	77	78	42	15	41	31	62	46	102	16	64	67	60	19	57	35					
		10.90%	0.74%	10.42%	16.98%	6.67%	8.53%	15.47%	0.00%	21.74%	6.33%	2.38%	1.75%	16.96%	15.91%	10.95%	15.73%	12.30%	13.70%	6.46%	8.08%	15.79%	0.87%	1.36%	4.59%	7.09%	7.41%	18.08%	13.24%	12.32%	5.51%	14.44%	7.21%	12.84%	12.53%	13.97%	8.04%	13.59%	12.98%	11.15%	4.47%	14.77%	14.17%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	0	1	0	1	2	2	0	0	0	0	0	4	2	0	0	4	0	3	0	0	0	0	0	0	0	0	0	4	3	0	2	0	1	2	0	3	0	5	1	1	0					
		0.34%	0.00%	1.04%	0.00%	0.95%	0.53%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.76%	0.00%	0.00%	1.07%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.17%	1.10%	0.00%	0.47%	0.00%	0.27%	0.27%	0.00%	0.64%	0.00%	0.93%	0.24%	0.26%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	946	0	6	11	1	15	38	2	17	27	2	0	37	37	8	12	40	11	46	21	2	3	3	12	13	7	12	12	60	22	2	85	62	67	1	6	76	27	82	13	7	41					
		7.77%	0.00%	6.25%	10.38%	0.95%	4.00%	20.99%	2.30%	6.72%	17.09%	4.76%	0.00%	9.23%	14.02%	1.65%	6.74%	10.70%	15.07%	12.92%	10.61%	2.63%	0.87%	2.04%	2.51%	4.61%	8.64%	2.82%	2.04%	17.60%	8.09%	0.70%	19.77%	12.84%	18.26%	0.14%	3.02%	16.14%	5.23%	15.24%	3.06%	1.81%	16.60%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	53	0	1	2	1	0	2	0	0	0	2	0	0	4	0	1	2	0	2	0	0	0	0	1	0	0	0	1	5	1	0	6	0	4	1	0	8	0	6	3	0	0					
		0.44%	0.00%	1.04%	1.89%	0.95%	0.00%	1.10%	0.00%	0.00%	0.00%	4.76%	0.00%	0.00%	1.52%	0.00%	0.56%	0.53%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.17%	1.47%	0.37%	0.00%	1.40%	0.00%	1.09%	0.14%	0.00%	1.70%	0.00%	1.12%	0.71%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8996	269	68	63	88	312	108	81	176	107	31	55	269	154	413	117	227	49	252	140	56	336	138	426	236	64	305	486	181	212	239	238	347	195	601	167	237	407	293	377	309	167					
		73.91%	99.26%	70.83%	59.43%	83.81%	83.20%	59.67%	93.10%	69.57%	67.72%	73.81%	96.49%	67.08%	58.33%	85.33%	65.73%	60.70%	67.12%	70.79%	70.71%	73.68%	97.67%	93.88%	88.94%	83.69%	79.01%	71.60%	82.51%	53.08%	77.94%	84.15%	55.35%	71.84%	53.13%	82.33%	83.92%	50.32%	78.88%	54.46%	88.71%	80.05%	67.61%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	25	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	3	1	0	0	1	4	0	1	0	3	0	1	1	0	3	0	0	0					
