Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Яйская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673					
1	"Число избирателей, внесенных в списки избирателей"	14853	273	110	116	120	382	203	101	355	199	47	56	520	295	614	257	481	79	418	283	83	464	160	620	294	94	636	638	525	303	289	511	387	457	618	594	522	542	733	1124	350					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13770	270	110	120	120	380	200	100	323	190	47	60	480	290	600	250	460	80	410	280	84	440	140	600	290	95	570	580	480	276	275	465	360	390	565	570	460	540	600	890	330					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11225	263	101	110	82	349	163	77	277	167	43	53	404	279	419	199	359	73	373	246	73	347	125	529	251	51	451	481	378	188	209	384	282	328	451	479	401	400	468	637	275					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2072	7	9	2	35	31	35	23	45	23	4	3	76	11	166	43	49	6	24	26	8	89	15	71	36	43	85	71	83	68	65	73	78	56	102	29	38	75	101	236	32					
6	Число погашенных избирательных бюллетеней	453	0	0	8	3	0	2	0	1	0	0	4	0	0	15	8	32	1	13	8	3	4	0	0	3	1	34	28	19	20	1	8	0	6	12	62	21	65	31	17	23					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2092	7	9	2	35	31	35	23	45	23	4	3	76	11	166	43	69	6	24	26	8	89	15	71	36	43	85	71	83	68	65	73	78	56	102	29	38	75	101	236	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11225	263	101	110	82	349	163	77	277	167	43	53	404	279	419	199	359	73	373	246	73	347	125	529	251	51	451	481	378	188	209	384	282	328	451	479	401	400	468	637	275					
9	Число недействительных избирательных бюллетеней	128	0	11	0	0	4	0	0	0	2	0	0	8	4	4	1	7	2	0	0	0	3	1	23	0	4	3	7	2	1	1	3	4	2	8	3	3	5	7	4	1					
10	Число действительных избирательных бюллетеней	13189	270	99	112	117	376	198	100	322	188	47	56	472	286	581	241	421	77	397	272	81	433	139	577	287	90	533	545	459	255	273	454	356	382	545	505	436	470	562	869	306					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	215	5	0	2	1	2	0	0	1	2	0	0	4	2	5	1	5	1	8	0	1	9	6	5	1	0	6	11	9	5	8	8	2	6	10	15	23	16	11	19	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	215	5	0	2	1	2	0	0	1	2	0	0	4	2	5	1	5	1	8	0	1	9	6	5	1	0	6	11	9	5	8	8	2	6	10	15	23	16	11	19	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	240	8	4	8	4	4	10	4	8	4	2	3	5	6	7	7	4	4	11	4	2	10	5	6	5	2	7	11	3	8	4	9	6	7	3	11	6	9	4	8	7					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	3	2	1	2	0	1	0	0	3	6	1	1	3	7	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	1.Политическая партия «Аграрная партия России»	193	1	3	7	1	9	0	1	3	1	0	0	0	2	19	6	16	0	5	14	1	15	4	13	1	3	11	7	7	0	1	3	3	9	1	8	5	8	0	3	2					
		1.45%	0.37%	2.73%	6.25%	0.85%	2.37%	0.00%	1.00%	0.93%	0.53%	0.00%	0.00%	0.00%	0.69%	3.25%	2.48%	3.74%	0.00%	1.26%	5.15%	1.23%	3.44%	2.86%	2.17%	0.35%	3.19%	2.05%	1.27%	1.52%	0.00%	0.36%	0.66%	0.83%	2.34%	0.18%	1.57%	1.14%	1.68%	0.00%	0.34%	0.65%					
19	2.Всероссийская политическая партия «Гражданская Сила»	25	1	1	0	0	0	0	0	0	1	0	0	0	0	4	0	2	0	2	0	0	1	0	0	0	0	2	1	0	0	0	2	0	0	0	3	1	3	0	1	0					
		0.19%	0.37%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.47%	0.00%	0.50%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.37%	0.18%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.59%	0.23%	0.63%	0.00%	0.11%	0.00%					
